123.595,98.6023,89.7274,
-59.1806,-58.7645,-80.369,
-0.00116969,0.210676,1.57809,
123.595,105.665,96.9085,89.7274,
-59.1806,-58.5081,-60.2968,-80.369,
-0.00116969,0.0566408,0.379039,1.57809,
123.595,114.749,105.901,97.2783,89.7274,
-59.1806,-58.8036,-58.7553,-60.6087,-80.369,
-0.00116969,-0.0540287,0.0731413,0.38034,1.57809,
123.595,95.8032,89.7274,
-59.1806,-61.1477,-80.369,
-0.00116969,0.489447,1.57809,
123.595,114.685,105.772,96.9543,89.7274,
-59.1806,-58.7107,-58.3252,-59.5225,-80.369,
-0.00116969,-0.0760842,0.0177508,0.280335,1.57809,
123.595,97.584,89.7274,
-59.1806,-60.047,-80.369,
-0.00116969,0.456211,1.57809,
123.595,97.274,89.7274,
-59.1806,-60.7981,-80.369,
-0.00116969,0.449687,1.57809,
123.595,114.894,106.187,97.6842,89.7274,
-59.1806,-58.6287,-58.2693,-59.9978,-80.369,
-0.00116969,-0.0889132,0.0430593,0.394748,1.57809,
123.595,98.3607,89.7274,
-59.1806,-59.7898,-80.369,
-0.00116969,0.415509,1.57809,
123.595,106.214,97.6998,89.7274,
-59.1806,-58.4581,-60.0733,-80.369,
-0.00116969,0.0467941,0.36036,1.57809,
123.595,96.6336,89.7274,
-59.1806,-60.4869,-80.369,
-0.00116969,0.538516,1.57809,
115.999,108.407,100.84,93.8936,89.5844,89.7274,
-58.7156,-58.177,-58.8204,-61.8054,-70.4347,-80.369,
-0.0935478,-0.0205579,0.2178,0.621526,1.46915,1.57809,
123.595,99.4349,89.7274,
-59.1806,-58.9688,-80.369,
-0.00116969,0.209339,1.57809,
123.595,96.0373,89.7274,
-59.1806,-61.3613,-80.369,
-0.00116969,0.528326,1.57809,
123.595,115.039,106.484,98.0683,89.7274,
-59.1806,-58.949,-59.0115,-60.4648,-80.369,
-0.00116969,-0.0314267,0.0676129,0.295949,1.57809,
116.095,108.602,101.133,94.4261,90.0396,89.7274,
-58.6536,-58.0281,-58.7085,-61.967,-70.5443,-80.369,
-0.107928,-0.0274149,0.24037,0.695427,1.40913,1.57809,
123.595,96.1414,89.7274,
-59.1806,-61.2971,-80.369,
-0.00116969,0.473704,1.57809,
123.595,90.5754,89.9155,89.7274,
-59.1806,-68.5179,-74.4265,-80.369,
-0.00116969,1.41896,1.49978,1.57809,
123.595,114.862,106.123,97.6121,89.7274,
-59.1806,-58.7004,-58.4848,-60.3188,-80.369,
