241.895,212.211,202.289,
-2.44488,-0.0113683,0.41844,
-0.139406,-0.0457373,-0.0432382,
241.242,217.621,209.757,202.289,
-1.73755,-0.570243,0.00706391,0.41844,
-0.00050714,-0.0750389,-0.0689402,-0.0432382,
241.634,202.289,
-1.63666,0.41844,
-0.0602498,-0.0432382,
240.777,231.159,221.539,202.289,
-1.91709,-1.27869,-0.645149,0.41844,
-0.0648899,-0.0668383,-0.0638791,-0.0432382,
241.502,202.289,
-1.55212,0.41844,
-0.0177406,-0.0432382,
241.534,221.931,202.289,
-2.46915,-0.759919,0.41844,
-0.0973405,-0.0750241,-0.0432382,
242.209,202.289,
-1.85769,0.41844,
-0.0417664,-0.0432382,
242.129,232.172,222.212,202.289,
-1.29303,-0.78734,-0.369131,0.41844,
-0.0569266,-0.0454612,-0.0393579,-0.0432382,
241.242,225.542,217.705,209.869,202.289,
-1.73755,-1.14568,-0.588087,-0.0124044,0.41844,
-0.00050714,-0.0648935,-0.0746732,-0.0695106,-0.0432382,
241.483,202.289,
-1.8141,0.41844,
-0.0687368,-0.0432382,
241.665,231.827,221.982,212.135,202.289,
-1.22096,-0.688117,-0.297263,0.0415752,0.41844,
-0.0643701,-0.0453695,-0.035514,-0.0348036,-0.0432382,
241.553,231.752,221.935,202.289,
-1.77375,-1.00117,-0.436996,0.41844,
-0.0922778,-0.0665362,-0.0497824,-0.0432382,
241.466,202.289,
-1.74879,0.41844,
-0.019928,-0.0432382,
241.954,202.289,
-1.28405,0.41844,
-0.0456563,-0.0432382,
241.509,231.71,221.906,202.289,
-1.74872,-1.11168,-0.541363,0.41844,
-0.0684856,-0.0614292,-0.0548692,-0.0432382,
241.242,218.864,202.289,
-1.73755,-0.61651,0.41844,
-0.00050714,-0.0765653,-0.0432382,
241.242,224.096,216.832,209.563,202.289,
-1.73755,-0.917189,-0.39911,0.0531333,0.41844,
-0.00050714,-0.0747622,-0.0671502,-0.0566423,-0.0432382,
241.242,227.779,221.059,211.679,202.289,
-1.73755,-1.23955,-0.757604,-0.0916701,0.41844,
-0.00050714,-0.0645149,-0.076444,-0.0639429,-0.0432382,
242.036,222.181,212.238,202.289,
-2.23502,-0.629565,-0.0530749,0.41844,
-0.0993396,-0.0643472,-0.0520573,-0.0432382,
241.675,221.982,202.289,
-1.82093,-0.703723,0.41844,
-0.0427345,-0.0637,-0.0432382,
241.242,221.229,211.766,202.289,
-1.73755,-0.759797,-0.0636178,0.41844,
-0.00050714,-0.0884602,-0.0602698,-0.0432382,
241.94,202.289,
-1.95383,0.41844,
-0.0613358,-0.0432382,
241.242,226.278,218.809,210.553,202.289,
-1.73755,-1.1623,-0.623454,-0.035977,0.41844,
-0.00050714,-0.0659933,-0.0754536,-0.0648048,-0.0432382,
241.954,232.046,222.131,212.212,202.289,
-1.88737,-1.18309,-0.571805,-0.0418573,0.41844,
-0.0760452,-0.0660716,-0.0572792,-0.0496681,-0.0432382,
241.499,231.717,221.913,212.101,202.289,
-1.75071,-0.900811,-0.353303,0.037679,0.41844,
-0.107079,-0.068741,-0.0453217,-0.0368207,-0.0432382,
241.242,218.066,210.184,202.289,
-1.73755,-0.638016,-0.01825,0.41844,
-0.00050714,-0.0896531,-0.0670731,-0.0432382,
240.962,231.308,221.639,211.964,202.289,
-1.52589,-0.7965,-0.314851,0.0472932,0.41844,
-0.0926615,-0.0603761,-0.041377,-0.0356644,-0.0432382,
241.242,217.464,209.547,202.289,
-1.73755,-0.536921,0.0325127,0.41844,
-0.00050714,-0.0749431,-0.0658232,-0.0432382,
240.831,231.196,221.563,202.289,
-1.66652,-1.1296,-0.5754,0.41844,
-0.0533333,-0.0572867,-0.056922,-0.0432382,
240.83,231.216,221.579,211.935,202.289,
-1.73638,-0.877451,-0.333702,0.0472889,0.41844,
