176.805,170.124,163.643,158.183,156.301,156.957,
-1.29337,-1.07908,-2.58,-8.09827,-15.7248,-31.5192,
-0.0853417,0.0595156,0.434065,1.1033,1.51061,1.53943,
183.481,164.275,156.957,
-1.70826,-2.35864,-31.5192,
-0.00050714,0.178835,1.53943,
183.481,158.246,157.552,156.957,
-1.70826,-9.67145,-16.9357,-31.5192,
-0.00050714,1.44396,1.50271,1.53943,
183.481,173.81,164.203,156.957,
-1.70826,-1.6953,-2.68265,-31.5192,
-0.00050714,0.0241836,0.207011,1.53943,
183.481,175.478,167.474,156.957,
-1.70826,-1.41711,-1.16083,-31.5192,
-0.00050714,-0.0532007,0.00820099,1.53943,
183.481,175.218,166.957,156.957,
-1.70826,-1.24999,-1.40609,-31.5192,
-0.00050714,-0.0642677,0.148118,1.53943,
183.481,176.689,169.902,163.14,154.946,156.957,
-1.70826,-1.76235,-2.03165,-2.66564,-15.2211,-31.5192,
-0.00050714,0.0201224,0.0628852,0.127781,1.59419,1.53943,
183.481,176.549,169.624,162.742,156.069,156.957,
-1.70826,-1.72583,-1.98669,-2.79065,-23.463,-31.5192,
-0.00050714,0.0128346,0.0697154,0.170135,1.75924,1.53943,
183.481,158.79,157.876,157.292,156.957,
-1.70826,-8.79322,-16.3414,-23.9227,-31.5192,
-0.00050714,1.42477,1.47397,1.51219,1.53943,
176.82,170.156,163.589,157.642,155.781,156.375,156.957,
-1.35019,-1.09142,-2.13759,-7.41645,-15.2778,-23.3982,-31.5192,
-0.0765757,0.0292818,0.317065,1.0831,1.54218,1.69428,1.53943,
183.481,165.279,156.018,156.957,
-1.70826,-2.45084,-14.8297,-31.5192,
-0.00050714,0.135339,1.49528,1.53943,
183.481,175.163,166.848,159.438,156.957,
-1.70826,-1.61255,-1.74239,-5.90788,-31.5192,
-0.00050714,-0.010226,0.0537299,0.915362,1.53943,
183.481,174.261,165.108,156.957,
-1.70826,-1.4848,-2.397,-31.5192,
-0.00050714,-0.00519696,0.246665,1.53943,
183.481,174.455,165.485,156.476,156.957,
-1.70826,-1.41761,-2.2234,-14.9331,-31.5192,
-0.00050714,-0.0175762,0.243116,1.46796,1.53943,
183.481,173.88,164.294,155.36,156.181,156.957,
-1.70826,-1.6112,-2.05016,-14.6944,-23.1054,-31.5192,
-0.00050714,-0.000942333,0.111229,1.54989,1.7258,1.53943,
183.481,173.733,164.049,156.957,
-1.70826,-1.67861,-2.65782,-31.5192,
-0.00050714,0.0216463,0.20713,1.53943,
183.481,158.233,157.688,157.259,156.957,
-1.70826,-9.19636,-16.6302,-24.0716,-31.5192,
-0.00050714,1.4905,1.50518,1.52149,1.53943,
176.675,169.866,163.228,157.665,155.925,156.957,
-1.39943,-1.32473,-2.73574,-8.10861,-15.7563,-31.5192,
-0.0591667,0.0682441,0.381725,1.10565,1.53991,1.53943,
183.481,173.945,164.435,156.957,
-1.70826,-1.81525,-2.47814,-31.5192,
-0.00050714,0.0316751,0.116229,1.53943,
183.481,158.088,157.223,157.044,156.957,
-1.70826,-8.74855,-16.3035,-23.9102,-31.5192,
-0.00050714,1.3853,1.51506,1.56644,1.53943,
183.481,158.214,157.641,156.957,
-1.70826,-10.2435,-17.3256,-31.5192,
-0.00050714,1.47655,1.50259,1.53943,
183.481,164.182,156.957,
-1.70826,-2.15385,-31.5192,
-0.00050714,0.126062,1.53943,
183.481,166.673,156.525,156.957,
-1.70826,-1.59801,-14.1502,-31.5192,
-0.00050714,0.123729,1.44679,1.53943,
183.481,158.585,158.146,157.447,156.957,
-1.70826,-9.84976,-17.0803,-24.2917,-31.5192,
-0.00050714,1.55001,1.48131,1.47778,1.53943,
183.481,158.232,157.491,157.161,156.957,
-1.70826,-8.9069,-16.4223,-23.9684,-31.5192,
-0.00050714,1.43243,1.50614,1.54181,1.53943,
183.481,157.658,157.49,157.22,156.957,
-1.70826,-10.2404,-17.3353,-24.4271,-31.5192,
-0.00050714,1.55937,1.53735,1.5307,1.53943,
183.481,174.548,165.627,155.929,156.345,156.957,
-1.70826,-1.91122,-2.40508,-14.5807,-23.0531,-31.5192,
-0.00050714,0.0424743,0.0646556,1.49311,1.68903,1.53943,
183.481,158.003,157.606,156.957,
-1.70826,-9.75573,-17.0079,-31.5192,
-0.00050714,1.51605,1.51724,1.53943,
183.481,167.202,156.957,
-1.70826,-1.03544,-31.5192,
-0.00050714,-0.0320107,1.53943,
183.481,164.792,156.957,
-1.70826,-2.13739,-31.5192,
-0.00050714,0.151001,1.53943,
183.481,157.552,157.304,156.957,
-1.70826,-10.4813,-17.4924,-31.5192,
-0.00050714,1.52504,1.54356,1.53943,
183.481,158.446,157.583,157.185,156.957,
-1.70826,-8.48148,-16.1317,-23.8217,-31.5192,
-0.00050714,1.41522,1.49522,1.53662,1.53943,
183.481,175.328,167.174,156.394,156.467,156.957,
-1.70826,-1.43929,-1.31517,-13.6846,-22.6027,-31.5192,
-0.00050714,-0.0447757,0.0350134,1.44574,1.65721,1.53943,
183.481,174.289,165.119,156.957,
-1.70826,-1.83298,-2.46836,-31.5192,
-0.00050714,0.0345082,0.110724,1.53943,
183.481,174.815,166.169,159.169,156.36,156.957,
-1.70826,-1.80333,-2.37608,-6.70562,-14.6022,-31.5192,
-0.00050714,0.0305035,0.109854,0.94428,1.46068,1.53943,
183.481,174.182,164.908,156.957,
-1.70826,-1.80521,-2.46325,-31.5192,
-0.00050714,0.0309951,0.120325,1.53943,
183.481,158.702,157.397,157.064,156.957,
-1.70826,-8.46876,-16.0749,-23.7929,-31.5192,
-0.00050714,1.30517,1.48042,1.5585,1.53943,
183.481,158.472,157.803,157.289,156.957,
-1.70826,-9.29946,-16.6943,-24.1016,-31.5192,
-0.00050714,1.47095,1.49048,1.51331,1.53943,
183.481,174.166,164.921,156.957,
-1.70826,-1.50366,-2.44346,-31.5192,
-0.00050714,-0.00186774,0.246065,1.53943,
176.707,169.936,163.203,156.85,155.095,156.121,156.957,
-1.67162,-1.82152,-2.53577,-7.30087,-15.2262,-23.3648,-31.5192,
-0.000974043,0.0545787,0.166151,1.05898,1.58548,1.74562,1.53943,
183.481,174.26,165.086,156.957,
-1.70826,-1.85105,-2.74736,-31.5192,
-0.00050714,0.0439583,0.163321,1.53943,
183.481,165.37,156.957,
-1.70826,-1.82478,-31.5192,
-0.00050714,0.164644,1.53943,
183.481,174.795,166.127,156.333,156.485,156.957,
-1.70826,-1.63195,-2.08828,-14.4855,-23.004,-31.5192,
-0.00050714,0.00242038,0.122254,1.46429,1.66022,1.53943,
183.481,173.671,158.408,157.941,157.365,156.957,
-1.70826,-0.848558,-9.60821,-16.9132,-24.2108,-31.5192,
-0.00050714,-0.0767347,1.52705,1.4931,1.49723,1.53943,
183.481,165.128,156.957,
-1.70826,-2.07517,-31.5192,
-0.00050714,0.177496,1.53943,
183.481,174.46,165.456,156.008,156.957,
-1.70826,-1.55949,-1.99857,-14.5501,-31.5192,
-0.00050714,-0.00817719,0.129936,1.49413,1.53943,
183.481,163.92,158.208,157.698,157.264,156.957,
-1.70826,-2.3548,-9.8738,-17.0835,-24.2981,-31.5192,
-0.00050714,0.439911,1.4971,1.50431,1.51842,1.53943,
183.481,174.188,164.928,158.248,156.358,156.957,
-1.70826,-1.72353,-2.42861,-6.99559,-23.2102,-31.5192,
-0.00050714,0.0213075,0.148201,0.995102,1.69071,1.53943,
183.481,174.795,166.132,159.167,156.377,156.501,156.957,
-1.70826,-1.74001,-2.30794,-6.70118,-14.6044,-23.0632,-31.5192,
-0.00050714,0.0211887,0.123102,0.94936,1.46083,1.65752,1.53943,
176.805,170.131,163.491,157.057,155.201,156.957,
-1.65397,-1.76089,-2.42214,-7.16307,-15.1152,-31.5192,
-0.00590619,0.0477918,0.160587,1.04835,1.57407,1.53943,
183.481,173.944,164.476,155.993,156.42,156.957,
-1.70826,-1.55023,-2.51935,-15.2039,-23.3634,-31.5192,
