157.713,157.458,157.972,156.354,150.214,142.117,
-26.602,-33.3774,-40.1306,-48.2893,-54.0057,-56.3925,
1.51439,1.57097,1.74174,1.0354,0.49121,0.109175,
157.964,157.95,158.132,142.117,
-19.8266,-35.2901,-43.0194,-56.3925,
1.572,1.58,1.6116,0.109175,
157.964,157.507,142.117,
-19.8266,-42.7016,-56.3925,
1.572,1.53575,0.109175,
157.964,157.897,157.928,142.117,
-19.8266,-35.5175,-43.363,-56.3925,
1.572,1.56832,1.58292,0.109175,
157.964,157.938,157.839,157.664,142.117,
-19.8266,-27.7236,-35.6199,-43.515,-56.3925,
1.572,1.56294,1.55349,1.54364,0.109175,
157.964,157.505,157.189,142.117,
-19.8266,-35.2531,-42.9639,-56.3925,
1.572,1.52571,1.53788,0.109175,
157.964,157.985,158.001,157.971,142.117,
-19.8266,-28.1223,-36.4181,-44.7138,-56.3925,
1.572,1.57378,1.57077,1.56297,0.109175,
157.964,158.27,158.455,142.117,
-19.8266,-33.9068,-40.9463,-56.3925,
1.572,1.60137,1.58979,0.109175,
157.964,157.431,156.953,142.117,
-19.8266,-35.6929,-43.6172,-56.3925,
1.572,1.51374,1.51014,0.109175,
157.964,157.868,157.689,142.117,
-19.8266,-35.1076,-42.7462,-56.3925,
1.572,1.55439,1.53992,0.109175,
157.964,157.934,157.845,157.729,142.117,
-19.8266,-27.364,-34.9009,-42.4375,-56.3925,
1.572,1.56214,1.55653,1.55517,0.109175,
157.964,157.696,157.341,142.117,
-19.8266,-35.1062,-42.7392,-56.3925,
1.572,1.53411,1.51436,0.109175,
157.964,157.949,157.842,142.117,
-19.8266,-35.3056,-43.0443,-56.3925,
1.572,1.56334,1.54951,0.109175,
157.964,157.955,157.928,157.906,142.117,
-19.8266,-27.2405,-34.6544,-42.0683,-56.3925,
1.572,1.56773,1.5669,1.5695,0.109175,
157.964,158.043,157.928,142.117,
-19.8266,-33.6837,-40.6111,-56.3925,
1.572,1.56807,1.53734,0.109175,
157.964,158.11,158.185,142.117,
-19.8266,-35.947,-44.0072,-56.3925,
1.572,1.58253,1.57644,0.109175,
157.964,158.062,157.914,142.117,
-19.8266,-34.8801,-42.4051,-56.3925,
1.572,1.56741,1.53106,0.109175,
157.964,157.709,157.436,142.117,
-19.8266,-34.3543,-41.6144,-56.3925,
1.572,1.53804,1.52906,0.109175,
157.964,157.727,157.557,142.117,
-19.8266,-34.7007,-42.137,-56.3925,
1.572,1.54602,1.55183,0.109175,
157.964,158.211,158.217,142.117,
-19.8266,-34.2389,-41.4458,-56.3925,
1.572,1.58596,1.55272,0.109175,
157.964,157.665,157.655,142.117,
-19.8266,-34.7562,-42.2222,-56.3925,
1.572,1.55196,1.59249,0.109175,
157.964,158.112,157.887,142.117,
-19.8266,-35.3757,-43.1465,-56.3925,
1.572,1.56599,1.51226,0.109175,
157.964,157.672,157.477,142.117,
-19.8266,-34.8951,-42.4285,-56.3925,
1.572,1.54162,1.55069,0.109175,
157.964,158.101,158.22,157.909,142.117,
-19.8266,-27.8391,-35.8518,-43.8576,-56.3925,
1.572,1.59524,1.56732,1.48823,0.109175,
157.964,157.723,157.633,142.117,
-19.8266,-34.5411,-41.8989,-56.3925,
1.572,1.55037,1.57023,0.109175,
157.964,157.69,157.206,142.117,
-19.8266,-35.2964,-43.0175,-56.3925,
1.572,1.52681,1.48774,0.109175,
157.964,157.891,157.932,142.117,
-19.8266,-34.3247,-41.5736,-56.3925,
1.572,1.5684,1.58663,0.109175,
157.964,157.966,157.931,157.832,142.117,
-19.8266,-28.1298,-36.4329,-44.7355,-56.3925,
1.572,1.56937,1.56333,1.55388,0.109175,
157.964,157.537,157.185,142.117,
-19.8266,-34.5301,-41.8773,-56.3925,
1.572,1.52326,1.52538,0.109175,
157.964,158.012,158.179,158.523,142.117,
-19.8266,-26.8601,-33.8917,-40.9167,-56.3925,
1.572,1.58461,1.60568,1.63523,0.109175,
157.964,157.962,157.944,142.117,
-19.8266,-34.6692,-42.0905,-56.3925,
1.572,1.56915,1.56745,0.109175,
157.964,157.826,157.543,157.341,142.117,
-19.8266,-27.3715,-34.9127,-42.4564,-56.3925,
1.572,1.53784,1.53365,1.55941,0.109175,
157.964,157.83,157.954,142.117,
-19.8266,-35.1467,-42.8057,-56.3925,
1.572,1.56979,1.60864,0.109175,
157.964,157.976,157.994,158.015,142.117,
-19.8266,-26.6948,-33.5629,-40.431,-56.3925,
1.572,1.573,1.57364,1.57391,0.109175,
157.964,158.127,157.802,142.117,
-19.8266,-36.1482,-44.3016,-56.3925,
1.572,1.56156,1.49343,0.109175,
157.964,157.968,157.961,157.943,155.715,142.117,
-19.8266,-26.5939,-33.3611,-40.1283,-47.9997,-56.3925,
1.572,1.57055,1.56899,1.56735,1.03089,0.109175,
157.964,158.012,158.157,142.117,
-19.8266,-35.5736,-43.4457,-56.3925,
1.572,1.58127,1.5985,0.109175,
157.964,157.803,157.61,142.117,
-19.8266,-34.4916,-41.8222,-56.3925,
1.572,1.54889,1.54021,0.109175,
157.964,158.016,158.121,158.238,142.117,
-19.8266,-27.6657,-35.5042,-43.3426,-56.3925,
1.572,1.58173,1.58591,1.58453,0.109175,
157.964,157.76,157.419,142.117,
-19.8266,-35.3877,-43.1616,-56.3925,
1.572,1.53921,1.51352,0.109175,
157.964,157.799,157.934,142.117,
-19.8266,-35.8407,-43.8466,-56.3925,
1.572,1.56873,1.6117,0.109175,
157.964,158.01,158.056,142.117,
-19.8266,-34.5162,-41.8609,-56.3925,
1.572,1.57591,1.57801,0.109175,
157.964,158.213,158.245,142.117,
-19.8266,-35.5513,-43.4144,-56.3925,
1.572,1.58625,1.55966,0.109175,
157.964,158.093,158.268,142.117,
-19.8266,-35.1383,-42.7924,-56.3925,
1.572,1.58801,1.59982,0.109175,
157.964,158.008,157.942,142.117,
-19.8266,-34.1295,-41.2806,-56.3925,
1.572,1.56901,1.55265,0.109175,
157.964,158.101,157.702,142.117,
-19.8266,-35.2137,-42.8955,-56.3925,
1.572,1.55522,1.47464,0.109175,
157.964,158.426,142.117,
-19.8266,-41.0029,-56.3925,
1.572,1.60509,0.109175,
157.964,158.041,158.087,157.852,142.117,
-19.8266,-27.3486,-34.8707,-42.3885,-56.3925,
1.572,1.58448,1.56373,1.50977,0.109175,
157.964,158.073,158.262,158.35,142.117,
-19.8266,-26.9347,-34.0414,-41.1497,-56.3925,
1.572,1.59592,1.59448,1.56767,0.109175,
157.685,157.484,158.345,156.799,150.321,142.117,
-26.8767,-33.9285,-40.918,-49.0264,-54.3389,-56.3925,
1.51351,1.59457,1.81519,0.992478,0.423806,0.109175,
157.964,157.588,157.572,142.117,
-19.8266,-34.3411,-41.6003,-56.3925,
1.572,1.54635,1.59807,0.109175,
157.964,157.936,157.889,157.909,142.117,
-19.8266,-27.4001,-34.9735,-42.547,-56.3925,
1.572,1.5639,1.56712,1.58167,0.109175,
157.964,157.912,142.117,
-19.8266,-43.3692,-56.3925,
1.572,1.52923,0.109175,
157.372,158.484,155.941,147.344,142.117,
-26.0458,-45.3171,-54.5046,-57.5032,-56.3925,
1.2858,1.59653,0.910818,-0.335604,0.109175,
157.964,157.923,157.901,142.117,
-19.8266,-35.4713,-43.2936,-56.3925,
1.572,1.56676,1.56958,0.109175,
157.964,157.805,157.729,142.117,
-19.8266,-36.3779,-44.6536,-56.3925,
1.572,1.55774,1.56722,0.109175,
157.964,157.97,157.971,157.968,142.117,
-19.8266,-26.8741,-33.9215,-40.9689,-56.3925,
1.572,1.57122,1.57063,1.57023,0.109175,
157.964,158.012,158.336,142.117,
-19.8266,-27.4157,-42.5906,-56.3925,
1.572,1.5821,1.60214,0.109175,
157.964,158.004,157.896,142.117,
-19.8266,-35.0681,-42.688,-56.3925,
1.572,1.5664,1.54465,0.109175,
157.964,157.923,157.863,142.117,
-19.8266,-35.6355,-43.5398,-56.3925,
1.572,1.5647,1.56174,0.109175,
157.964,158.383,158.415,142.117,
-19.8266,-35.56,-43.4289,-56.3925,
1.572,1.59582,1.54711,0.109175,
157.964,157.86,157.625,157.399,155.102,142.117,
-19.8266,-27.0269,-34.2242,-41.4219,-48.7601,-56.3925,
1.572,1.54393,1.5355,1.54671,0.999538,0.109175,
157.964,157.867,157.743,157.877,142.117,
-19.8266,-27.8598,-35.8928,-43.9248,-56.3925,
1.572,1.55116,1.56555,1.61518,0.109175,
157.964,157.758,157.695,142.117,
-19.8266,-34.6281,-42.0293,-56.3925,
1.572,1.5542,1.57339,0.109175,
157.964,158.046,158.119,142.117,
-19.8266,-33.4124,-40.205,-56.3925,
1.572,1.58051,1.5823,0.109175,
157.964,157.821,157.241,142.117,
-19.8266,-27.7867,-43.6995,-56.3925,
1.572,1.53794,1.54816,0.109175,
157.964,157.942,157.899,157.894,142.117,
-19.8266,-26.8977,-33.9687,-41.0398,-56.3925,
1.572,1.56475,1.56594,1.57555,0.109175,
157.964,158.029,158.194,158.437,156.111,142.117,
-19.8266,-26.9479,-34.0675,-41.185,-48.8926,-56.3925,
1.572,1.58735,1.59987,1.60955,0.969359,0.109175,
157.964,158.104,158.301,158.254,142.117,
-19.8266,-27.6472,-35.4667,-43.2878,-56.3925,
1.572,1.59874,1.58683,1.53628,0.109175,
157.964,157.146,156.575,142.117,
-19.8266,-35.5277,-43.3702,-56.3925,
1.572,1.49182,1.511,0.109175,
157.964,157.991,158.07,158.233,142.117,
-19.8266,-27.8556,-35.8841,-43.9114,-56.3925,
1.572,1.57674,1.58526,1.59758,0.109175,
157.964,157.899,157.881,142.117,
-19.8266,-35.0282,-42.6291,-56.3925,
1.572,1.5655,1.57254,0.109175,
157.964,158.015,158.032,157.842,142.117,
-19.8266,-27.6384,-35.4502,-43.2594,-56.3925,
1.572,1.57881,1.56343,1.52586,0.109175,
157.964,157.399,142.117,
-19.8266,-42.1974,-56.3925,
1.572,1.5315,0.109175,
157.964,158.179,158.489,142.117,
-19.8266,-35.1906,-42.8672,-56.3925,
1.572,1.60077,1.62235,0.109175,
157.964,157.997,158.039,158.035,142.117,
-19.8266,-27.6686,-35.5106,-43.3527,-56.3925,
1.572,1.57677,1.5744,1.56489,0.109175,
157.964,158.106,158.44,142.117,
-19.8266,-35.0067,-42.5896,-56.3925,
1.572,1.59826,1.63394,0.109175,
157.964,158.129,158.354,142.117,
-19.8266,-35.6765,-43.5988,-56.3925,
1.572,1.59224,1.6065,0.109175,
157.964,157.765,157.492,142.117,
-19.8266,-35.4075,-43.1941,-56.3925,
1.572,1.54343,1.52798,0.109175,
157.964,157.69,157.473,142.117,
-19.8266,-35.4838,-43.3109,-56.3925,
1.572,1.54247,1.54564,0.109175,
157.964,157.988,158.019,158.032,142.117,
-19.8266,-27.8539,-35.8812,-43.9085,-56.3925,
1.572,1.57478,1.57414,1.57009,0.109175,
157.964,158.29,158.417,142.117,
-19.8266,-34.3959,-41.6814,-56.3925,
1.572,1.59798,1.5742,0.109175,
157.964,158.043,158.104,142.117,
-19.8266,-33.7406,-40.6975,-56.3925,
1.572,1.57928,1.57946,0.109175,
157.964,157.742,157.493,142.117,
-19.8266,-34.6171,-42.0093,-56.3925,
1.572,1.54208,1.53286,0.109175,
157.964,157.995,157.721,142.117,
-19.8266,-35.0312,-42.6279,-56.3925,
1.572,1.55613,1.50878,0.109175,
157.964,157.929,157.755,157.371,142.117,
-19.8266,-27.6502,-35.4719,-43.2859,-56.3925,
1.572,1.55892,1.53668,1.50527,0.109175,
157.964,158.223,158.527,142.117,
-19.8266,-33.8496,-40.856,-56.3925,
1.572,1.60607,1.62211,0.109175,
157.964,158.131,158.09,142.117,
-19.8266,-34.2983,-41.5344,-56.3925,
1.572,1.57813,1.54869,0.109175,
157.964,158.058,158.217,158.286,142.117,
-19.8266,-27.0481,-34.2685,-41.4901,-56.3925,
1.572,1.59185,1.59019,1.56702,0.109175,
157.964,157.903,157.54,142.117,
-19.8266,-35.3194,-43.0568,-56.3925,
1.572,1.54605,1.49807,0.109175,
157.964,158.039,158.151,158.158,142.117,
