92.4023,91.1349,90.397,89.9509,
-212.532,-236.06,-243.882,-251.593,
1.57095,1.48085,1.4746,1.55517,
92.5647,91.2476,90.5015,89.9509,
-211.79,-221.683,-231.637,-251.593,
1.40316,1.47046,1.51823,1.55517,
92.2145,91.0971,90.4542,90.1259,89.9509,
-212.725,-222.4,-232.119,-241.854,-251.593,
1.42582,1.48304,1.52368,1.54772,1.55517,
92.0975,89.9509,
-211.868,-251.593,
1.42936,1.55517,
92.4023,91.6301,90.9317,90.2632,89.9509,
-212.532,-228.622,-236.648,-244.677,-251.593,
1.57095,1.48954,1.48216,1.49699,1.55517,
92.4023,92.2423,91.7966,91.1202,89.9509,
-212.532,-220.001,-227.459,-234.9,-251.593,
1.57095,1.52902,1.4944,1.46709,1.55517,
92.4967,91.3583,90.6152,89.9509,
-213.339,-222.861,-232.423,-251.593,
1.42792,1.47413,1.51074,1.55517,
92.4297,91.7361,90.9686,89.9509,
-212.971,-222.623,-232.269,-251.593,
1.50928,1.49204,1.49394,1.55517,
92.5087,91.6205,89.9509,
-212.923,-222.573,-251.593,
1.4758,1.48356,1.55517,
92.2402,91.4188,90.7351,90.2317,89.9509,
-211.912,-221.817,-231.732,-241.658,-251.593,
1.48253,1.4943,1.51033,1.53062,1.55517,
92.4023,91.7858,91.1386,90.3271,89.9509,
-212.532,-225.932,-232.61,-242.088,-251.593,
1.57095,1.48694,1.46347,1.50781,1.55517,
92.0165,91.2543,90.7109,90.3423,89.9509,
-211.643,-219.61,-227.595,-235.59,-251.593,
1.45983,1.49007,1.51472,1.53379,1.55517,
92.6171,89.9509,
-211.969,-251.593,
1.47787,1.55517,
92.2976,91.6692,90.9436,90.3082,89.9509,
-211.839,-221.776,-231.706,-241.643,-251.593,
1.51883,1.4996,1.49925,1.51777,1.55517,
92.3548,91.2117,89.9509,
-211.613,-227.595,-251.593,
1.50884,1.49675,1.55517,
92.4023,91.7335,90.9166,90.2522,89.9509,
-212.532,-229.087,-237.332,-244.45,-251.593,
1.57095,1.49096,1.45338,1.50264,1.55517,
92.1456,91.518,90.8455,90.2742,89.9509,
-213.135,-222.746,-232.354,-241.968,-251.593,
1.513,1.50071,1.50364,1.5218,1.55517,
92.8999,92.1532,89.9509,
-212.133,-221.999,-251.593,
1.51417,1.48114,1.55517,
92.5195,91.5708,90.8002,90.2471,89.9509,
-212.129,-221.973,-231.833,-241.708,-251.593,
1.46701,1.4831,1.50316,1.52718,1.55517,
92.1986,90.9721,89.9509,
-211.616,-227.588,-251.593,
1.48478,1.50524,1.55517,
92.4023,90.8007,90.2217,89.9509,
-212.532,-236.275,-243.925,-251.593,
1.57095,1.47469,1.5156,1.55517,
92.5654,91.747,90.9454,89.9509,
-212.233,-222.063,-231.894,-251.593,
1.49162,1.48622,1.49501,1.55517,
92.1176,89.9509,
-212.082,-251.593,
1.49847,1.55517,
92.0351,90.5329,90.1617,89.9509,
-212.271,-231.907,-241.747,-251.593,
1.46157,1.52258,1.54243,1.55517,
92.5432,91.499,90.7305,89.9509,
-212.021,-221.885,-231.773,-251.593,
1.45076,1.47958,1.50659,1.55517,
92.5136,89.9509,
-212.063,-251.593,
1.48839,1.55517,
92.371,90.9473,89.9509,
-212.193,-231.881,-251.593,
1.51181,1.49743,1.55517,
92.4023,92.2265,91.7545,91.0729,90.2681,89.9509,
-212.532,-220.974,-229.406,-237.823,-246.229,-251.593,
1.57095,1.53072,1.50072,1.48097,1.47145,1.55517,
92.1863,91.3451,90.6815,90.2115,89.9509,
-213.118,-222.719,-232.333,-241.959,-251.593,
1.47469,1.49237,1.51167,1.53261,1.55517,
92.3403,91.8412,91.0858,89.9509,
-211.863,-221.802,-231.725,-251.593,
1.54313,1.50292,1.49152,1.55517,
92.4317,91.418,90.686,90.2068,89.9509,
-212.263,-222.066,-231.895,-241.74,-251.593,
1.45241,1.48261,1.50981,1.534,1.55517,
92.4023,91.7073,90.9295,90.2677,89.9509,
-212.532,-228.799,-236.905,-244.238,-251.593,
1.57095,1.49027,1.46124,1.5023,1.55517,
92.239,91.0114,90.3728,89.9509,
-211.885,-221.76,-231.692,-251.593,
1.40968,1.4807,1.52863,1.55517,
92.3709,91.0217,89.9509,
-212.236,-231.907,-251.593,
1.52688,1.49356,1.55517,
92.2313,91.4946,90.8037,89.9509,
-212.748,-222.45,-232.155,-251.593,
1.496,1.49569,1.50544,1.55517,
92.4023,90.7367,89.9509,
-212.532,-237.501,-251.593,
1.57095,1.47486,1.55517,
92.2279,89.9509,
-211.609,-251.593,
1.53024,1.55517,
92.021,91.3304,90.7114,90.2297,89.9509,
-211.853,-221.778,-231.709,-241.647,-251.593,
1.49991,1.50384,1.51436,1.53147,1.55517,
92.2503,91.1943,90.5328,90.1555,89.9509,
-211.891,-221.782,-231.707,-241.647,-251.593,
1.44078,1.48621,1.52042,1.54341,1.55517,
92.1693,91.4263,89.9509,
-212.138,-221.991,-251.593,
1.49418,1.49812,1.55517,
92.4023,91.5769,90.7539,90.2124,89.9509,
-212.532,-228.209,-235.982,-243.78,-251.593,
1.57095,1.44713,1.48344,1.51945,1.55517,
92.2016,89.9509,
-212.333,-251.593,
1.50728,1.55517,
92.461,89.9509,
-212.198,-251.593,
1.50418,1.55517,
92.5269,91.5369,90.7683,90.235,89.9509,
-212.005,-221.877,-231.768,-241.676,-251.593,
1.46009,1.48182,1.50491,1.52936,1.55517,
92.4023,91.6427,90.8202,89.9509,
-212.532,-229.107,-237.364,-251.593,
1.57095,1.48591,1.45883,1.55517,
92.72,91.1617,90.3771,89.9509,
-211.721,-231.646,-241.609,-251.593,
1.52032,1.48331,1.50563,1.55517,
92.208,90.601,89.9509,
-211.638,-235.598,-251.593,
1.50969,1.51096,1.55517,
92.2153,89.9509,
-211.898,-251.593,
1.46007,1.55517,
92.4023,92.2243,91.7614,91.1238,90.4212,89.9509,
-212.532,-220.254,-227.966,-235.664,-243.357,-251.593,
1.57095,1.52692,1.49713,1.48157,1.48024,1.55517,
92.2086,91.5848,90.8906,89.9509,
-211.953,-221.86,-231.763,-251.593,
1.51702,1.50159,1.50281,1.55517,
92.4023,91.7736,91.0871,89.9509,
-212.532,-227.637,-235.167,-251.593,
1.57095,1.49336,1.46787,1.55517,
92.3094,90.447,89.9509,
-211.667,-235.597,-251.593,
1.46018,1.5231,1.55517,
92.3025,91.4821,90.7744,90.2429,89.9509,
-213.018,-222.647,-232.285,-241.934,-251.593,
1.48213,1.49056,1.50554,1.52708,1.55517,
92.2103,91.7049,91.1483,89.9509,
-211.62,-219.612,-227.601,-251.593,
1.51408,1.50282,1.5013,1.55517,
92.4138,90.9426,89.9509,
-211.607,-227.569,-251.593,
1.45546,1.50105,1.55517,
92.2558,91.5287,90.8278,89.9509,
-212.829,-222.511,-232.195,-251.593,
1.49832,1.49528,1.50374,1.55517,
92.44,89.9509,
-211.657,-251.593,
