233.396,223.546,203.738,193.823,
-1.76855,-0.60681,0.43971,0.744883,
-0.149598,-0.088763,-0.0310063,-0.0340841,
232.877,216.549,208.985,201.41,193.823,
-1.73331,-0.875551,-0.181765,0.375315,0.744883,
-0.00050714,-0.098272,-0.0835506,-0.0621547,-0.0340841,
232.216,222.644,213.049,203.441,193.823,
-2.03364,-1.02299,-0.241204,0.338935,0.744883,
-0.118087,-0.0927651,-0.070324,-0.0507636,-0.0340841,
233.682,213.747,203.792,193.823,
-1.57853,-0.521327,0.215033,0.744883,
-0.0131194,-0.0755364,-0.067794,-0.0340841,
233.191,193.823,
-2.00218,0.744883,
-0.0765828,-0.0340841,
233.795,217.821,193.823,
-1.96955,-0.667951,0.744883,
-0.082815,-0.0767922,-0.0340841,
232.234,222.627,213.03,193.823,
-1.67197,-1.13741,-0.433407,0.744883,
-0.040358,-0.0676086,-0.0756465,-0.0340841,
232.877,224.279,215.695,207.133,200.487,193.823,
-1.73331,-1.54713,-1.02508,-0.209051,0.395185,0.744883,
-0.00050714,-0.0419948,-0.078683,-0.110572,-0.0711589,-0.0340841,
232.877,224.764,208.57,200.495,193.823,
-1.73331,-1.58434,-0.545912,0.257737,0.744883,
-0.00050714,-0.0353375,-0.0892316,-0.108295,-0.0340841,
233.217,213.526,193.823,
-1.9062,-0.483927,0.744883,
-0.05372,-0.0788411,-0.0340841,
233.083,193.823,
-1.78165,0.744883,
-0.0760778,-0.0340841,
233.245,193.823,
-1.68712,0.744883,
-0.0908545,-0.0340841,
233.179,193.823,
-1.49065,0.744883,
-0.0588666,-0.0340841,
233.594,223.655,213.717,203.774,193.823,
-1.62873,-0.96909,-0.298431,0.300508,0.744883,
-0.0629426,-0.0682134,-0.0651607,-0.0537842,-0.0340841,
233.332,223.49,213.607,203.715,193.823,
-1.21609,-0.21774,0.267384,0.500703,0.744883,
-0.135956,-0.0706393,-0.0318882,-0.0197031,-0.0340841,
233.484,223.592,213.677,203.752,193.823,
-1.5896,-0.671782,-0.043488,0.395266,0.744883,
-0.110513,-0.0762144,-0.0520434,-0.038,-0.0340841,
233.711,223.731,213.765,203.8,193.823,
-1.64446,-1.19595,-0.496475,0.226316,0.744883,
-0.0247245,-0.0612932,-0.0750428,-0.0659731,-0.0340841,
232.877,207.632,193.823,
-1.73331,-0.238103,0.744883,
-0.00050714,-0.108316,-0.0340841,
233.291,213.574,203.701,193.823,
-1.63499,-0.170803,0.349542,0.744883,
-0.0896721,-0.0594004,-0.0461229,-0.0340841,
233.18,193.823,
-1.77887,0.744883,
-0.0953478,-0.0340841,
232.412,222.778,213.136,193.823,
-1.90262,-1.05046,-0.298982,0.744883,
-0.0920993,-0.0836803,-0.0712048,-0.0340841,
232.42,222.776,213.132,193.823,
-1.76082,-1.04815,-0.332399,0.744883,
-0.0704666,-0.075494,-0.0711061,-0.0340841,
233.334,193.823,
-1.87087,0.744883,
-0.102185,-0.0340841,
233.237,223.379,213.532,193.823,
-1.82809,-1.25913,-0.505459,0.744883,
-0.0414169,-0.0704505,-0.0789062,-0.0340841,
232.678,193.823,
-1.66777,0.744883,
-0.0595697,-0.0340841,
232.877,217.104,209.236,201.364,193.823,
-1.73331,-0.962208,-0.277818,0.363456,0.744883,
-0.00050714,-0.0818139,-0.0878689,-0.0708584,-0.0340841,
232.303,222.677,213.066,193.823,
-1.95566,-1.36272,-0.563055,0.744883,
-0.0428809,-0.0762122,-0.0858565,-0.0340841,
233.246,223.422,213.567,203.698,193.823,
-1.84571,-0.795254,-0.08853,0.387086,0.744883,
-0.127819,-0.0871376,-0.0579545,-0.04027,-0.0340841,
233.635,223.674,213.724,203.777,193.823,
-1.19966,-0.914304,-0.356998,0.265067,0.744883,
-0.00804862,-0.0457625,-0.062673,-0.0587802,-0.0340841,
233.135,223.32,213.496,193.823,
-1.83092,-1.00385,-0.277504,0.744883,
-0.0881083,-0.0794751,-0.0675933,-0.0340841,
233.659,213.748,203.791,193.823,
-1.85007,-0.442342,0.253181,0.744883,
-0.0562185,-0.0749982,-0.0620029,-0.0340841,
233.703,213.772,203.802,193.823,
-1.74864,-0.34769,0.285404,0.744883,
-0.0650081,-0.0688934,-0.0563256,-0.0340841,
233.443,223.546,213.646,193.823,
-1.77807,-1.02511,-0.310495,0.744883,
-0.0756928,-0.0750836,-0.0679457,-0.0340841,
232.613,222.92,193.823,
-1.57108,-0.9085,0.744883,
-0.0664404,-0.068895,-0.0340841,
233.703,223.725,213.76,203.797,193.823,
-1.55757,-1.13746,-0.466161,0.235017,0.744883,
-0.0220893,-0.0583698,-0.0724624,-0.0643672,-0.0340841,
233.595,223.652,213.715,203.775,193.823,
-1.79438,-1.14454,-0.413031,0.262654,0.744883,
-0.0565491,-0.0716812,-0.0729811,-0.0604487,-0.0340841,
233.749,193.823,
-1.78744,0.744883,
-0.0964195,-0.0340841,
233.586,213.713,193.823,
-2.2889,-0.642887,0.744883,
-0.0600487,-0.0906905,-0.0340841,
233.764,223.781,213.798,203.813,193.823,
-1.27753,-0.724351,-0.169086,0.33757,0.744883,
-0.0535583,-0.0563064,-0.0539767,-0.0465693,-0.0340841,
233.275,223.405,213.544,193.823,
-1.02097,-0.754705,-0.258759,0.744883,
-0.00961194,-0.0414717,-0.0561703,-0.0340841,
232.877,216.961,209.021,201.083,193.823,
-1.73331,-1.03176,-0.371313,0.309093,0.744883,
-0.00050714,-0.0758709,-0.0871767,-0.0808985,-0.0340841,
232.877,216.751,208.706,200.658,193.823,
-1.73331,-0.967048,-0.277287,0.384784,0.744883,
-0.00050714,-0.0800483,-0.0874102,-0.0731664,-0.0340841,
233.197,223.351,213.51,193.823,
-1.2767,-0.833745,-0.264927,0.744883,
-0.0342834,-0.0534868,-0.0598547,-0.0340841,
233.315,213.582,193.823,
-1.83758,-0.339151,0.744883,
-0.0760484,-0.0704152,-0.0340841,
232.877,217.479,209.797,202.121,193.823,
-1.73331,-1.10674,-0.485395,0.203036,0.744883,
-0.00050714,-0.0718511,-0.0873208,-0.0893222,-0.0340841,
232.168,222.577,212.996,203.414,193.823,
-1.50599,-1.03454,-0.38323,0.269421,0.744883,
-0.0335265,-0.0615972,-0.0710471,-0.0618761,-0.0340841,
233.674,223.715,213.756,203.793,193.823,
-1.54957,-0.901544,-0.258382,0.312819,0.744883,
-0.0629805,-0.0658597,-0.0620034,-0.0514116,-0.0340841,
232.877,209.974,202.355,193.823,
-1.73331,-0.461716,0.210222,0.744883,
-0.00050714,-0.0874856,-0.0858992,-0.0340841,
233.862,225.882,209.863,193.823,
-1.58773,-0.749163,0.206963,0.744883,
-0.124828,-0.086269,-0.0397664,-0.0340841,
233.506,193.823,
-2.30089,0.744883,
-0.072052,-0.0340841,
233.562,213.696,193.823,
-1.15032,-0.134992,0.744883,
-0.0477177,-0.0510331,-0.0340841,
232.877,217.47,209.783,202.104,193.823,
-1.73331,-1.12165,-0.50418,0.195843,0.744883,
