233.396,223.546,203.738,193.823,
-1.76855,-0.60681,0.43971,0.744883,
-0.149598,-0.088763,-0.0310063,-0.0340841,
-0.00050714,-0.0707275,-0.087563,-0.0922154,-0.0340841,
233.657,213.756,203.797,193.823,
-2.16381,-0.473235,0.251332,0.744883,
-0.0815124,-0.080438,-0.062921,-0.0340841,
232.877,208.997,201.053,193.823,
-1.73331,-0.401333,0.309682,0.744883,
-0.00050714,-0.0883957,-0.0876468,-0.0340841,
233.859,225.865,217.862,209.853,201.839,193.823,
-1.58944,-0.92162,-0.371552,0.0780111,0.444375,0.744883,
-0.0914307,-0.0756246,-0.0619869,-0.0505175,-0.0412166,-0.0340841,
233.087,223.28,213.467,193.823,
-1.52345,-0.810462,-0.182266,0.744883,
-0.0762604,-0.068568,-0.0589745,-0.0340841,
233.473,213.679,203.755,193.823,
-2.09539,-0.252473,0.332623,0.744883,
-0.119383,-0.0689026,-0.0495357,-0.0340841,
233.266,223.437,213.577,203.702,193.823,
-1.81682,-0.763441,-0.0675095,0.394011,0.744883,
-0.129109,-0.0865231,-0.0564903,-0.0390107,-0.0340841,
233.323,223.491,213.616,203.722,193.823,
-2.04968,-0.849696,-0.086061,0.394104,0.744883,
-0.148798,-0.0967137,-0.0602332,-0.0393567,-0.0340841,
233.639,203.788,193.823,
-1.74898,0.315111,0.744883,
-0.0808882,-0.0514851,-0.0340841,
233.078,223.286,213.475,193.823,
-1.80276,-0.87633,-0.170957,0.744883,
-0.107038,-0.0823283,-0.061933,-0.0340841,
233.376,223.501,203.723,193.823,
-1.64477,-0.834096,0.348466,0.744883,
-0.089943,-0.0741001,-0.0461707,-0.0340841,
232.877,213.157,193.823,
-1.73331,-0.441986,0.744883,
-0.00050714,-0.102185,-0.0340841,
232.123,222.543,212.976,193.823,
-1.93962,-1.34487,-0.550689,0.744883,
-0.0438294,-0.0762903,-0.0854865,-0.0340841,
233.379,223.485,213.6,193.823,
-1.28173,-0.875368,-0.30118,0.744883,
-0.0274612,-0.0520856,-0.0613976,-0.0340841,
233.81,217.839,193.823,
-1.69509,-0.355493,0.744883,
-0.106196,-0.0641089,-0.0340841,
232.877,218.253,210.12,201.978,193.823,
-1.73331,-1.00973,-0.283869,0.332686,0.744883,
-0.00050714,-0.0918464,-0.0842377,-0.0649836,-0.0340841,
232.877,216.042,207.645,200.74,193.823,
-1.73331,-0.847721,-0.0830511,0.42804,0.744883,
-0.00050714,-0.0869087,-0.0902969,-0.0586474,-0.0340841,
232.877,209.2,201.518,193.823,
-1.73331,-0.207828,0.380711,0.744883,
-0.00050714,-0.092447,-0.0611863,-0.0340841,
233.101,223.288,213.473,193.823,
-1.74754,-1.02181,-0.314222,0.744883,
-0.072187,-0.0741768,-0.0684896,-0.0340841,
232.877,217.359,209.618,201.875,193.823,
-1.73331,-1.01212,-0.355443,0.286907,0.744883,
-0.00050714,-0.0787232,-0.0871126,-0.0750229,-0.0340841,
233.137,213.498,193.823,
-1.91371,-0.319105,0.744883,
-0.0880626,-0.0707456,-0.0340841,
232.045,222.525,212.97,203.399,193.823,
-1.87508,-0.788695,-0.0719188,0.398057,0.744883,
-0.137316,-0.0920923,-0.0598124,-0.0404764,-0.0340841,
233.516,193.823,
-1.24555,0.744883,
-0.0612838,-0.0340841,
233.449,223.543,213.642,193.823,
-1.68603,-1.0673,-0.371013,0.744883,
-0.0541783,-0.068435,-0.0698382,-0.0340841,
233.61,213.725,193.823,
-1.6836,-0.320246,0.744883,
-0.06406,-0.0669061,-0.0340841,
232.66,222.965,213.259,193.823,
-1.6815,-0.857378,-0.183257,0.744883,
-0.0927985,-0.0769432,-0.0618724,-0.0340841,
232.518,222.879,213.203,203.514,193.823,
-1.62001,-0.584074,0.0449278,0.432446,0.744883,
-0.133852,-0.0831202,-0.0495817,-0.0332363,-0.0340841,
232.877,215.332,206.593,193.823,
-1.73331,-0.928902,-0.0391047,0.744883,
-0.00050714,-0.085654,-0.11592,-0.0340841,
233.561,223.616,213.685,193.823,
-1.25022,-1.01296,-0.431835,0.744883,
0.00196972,-0.0454131,-0.0672164,-0.0340841,
232.877,209.757,201.8,193.823,
-1.73331,-0.356752,0.32982,0.744883,
-0.00050714,-0.102235,-0.0694607,-0.0340841,
232.877,217.346,209.513,201.674,193.823,
-1.73331,-0.872907,-0.212761,0.356505,0.744883,
-0.00050714,-0.0860614,-0.0801943,-0.0628685,-0.0340841,
232.877,213.721,203.783,193.823,
-1.73331,-0.521457,0.275257,0.744883,
-0.00050714,-0.0998334,-0.061853,-0.0340841,
233.873,225.882,193.823,
-1.74912,-0.995321,0.744883,
-0.104935,-0.08374,-0.0340841,
233.628,223.695,213.744,203.785,193.823,
-1.42697,-0.599304,-0.0201356,0.398509,0.744883,
-0.0985845,-0.0691555,-0.0485958,-0.0369053,-0.0340841,
233.774,193.823,
-2.13912,0.744883,
-0.144138,-0.0340841,
233.476,213.659,203.743,193.823,
-1.38161,-0.137498,0.353571,0.744883,
-0.0705718,-0.0542001,-0.0446102,-0.0340841,
232.877,213.739,203.791,193.823,
-1.73331,-0.636332,0.202299,0.744883,
-0.00050714,-0.0935346,-0.0719588,-0.0340841,
233.12,223.305,213.486,193.823,
-1.79319,-1.00817,-0.29074,0.744883,
-0.0815953,-0.0772081,-0.0678272,-0.0340841,
233.696,223.735,213.768,203.798,193.823,
-1.30225,-0.665739,-0.110605,0.360489,0.744883,
-0.0678058,-0.0597704,-0.0514717,-0.0429096,-0.0340841,
233.711,223.765,213.796,203.813,193.823,
-1.9579,-0.94604,-0.195934,0.348803,0.744883,
-0.116428,-0.0872925,-0.0638565,-0.0461204,-0.0340841,
232.877,216.737,208.689,201.263,193.823,
-1.73331,-0.953137,-0.222395,0.374094,0.744883,
-0.00050714,-0.0830063,-0.0948105,-0.0652421,-0.0340841,
232.448,222.799,213.149,193.823,
-1.87567,-1.1179,-0.365805,0.744883,
-0.0754122,-0.0796974,-0.0742377,-0.0340841,
232.877,208.875,193.823,
-1.73331,-0.35838,0.744883,
-0.00050714,-0.106949,-0.0340841,
232.635,222.93,213.234,193.823,
-1.84045,-1.21056,-0.457505,0.744883,
-0.052686,-0.0740553,-0.078078,-0.0340841,
233.261,223.412,213.558,193.823,
-1.90301,-1.09197,-0.338206,0.744883,
-0.0829321,-0.0803176,-0.0713048,-0.0340841,
232.05,222.501,212.947,193.823,
-1.42723,-0.748056,-0.147891,0.744883,
-0.0745309,-0.0671787,-0.0579868,-0.0340841,
232.573,222.892,213.21,193.823,
-1.8015,-1.06945,-0.341604,0.744883,
-0.0726203,-0.0767855,-0.0717512,-0.0340841,
232.877,212.528,193.823,
-1.73331,-0.450756,0.744883,
-0.00050714,-0.109341,-0.0340841,
232.033,222.47,212.921,203.378,193.823,
-1.34258,-1.06514,-0.450824,0.239405,0.744883,
-0.00228091,-0.0511744,-0.0727728,-0.067076,-0.0340841,
