194.759,179.401,171.808,157.472,
-1.71398,-0.313845,1.07035,-16.2764,
-0.000507128,-0.160782,-0.194704,1.53987,
187.935,181.118,174.644,159.274,157.472,
-1.9696,-1.77957,0.258406,-6.92201,-16.2764,
0.0400902,-0.131145,-0.514214,1.1687,1.53987,
187.726,180.786,173.933,164.992,159.25,157.472,
-1.21163,0.0532896,1.73301,0.0797746,-7.13738,-16.2764,
-0.133948,-0.21848,-0.254103,0.57998,1.17797,1.53987,
194.759,186.313,177.884,169.462,157.472,
-1.71398,-1.46728,-0.885902,-0.194494,-16.2764,
-0.000507128,-0.053464,-0.0798205,-0.0795766,1.53987,
194.759,180.038,172.778,157.472,
-1.71398,-0.321633,1.11467,-16.2764,
-0.000507128,-0.170455,-0.215733,1.53987,
194.759,187.709,180.733,173.911,157.472,
-1.71398,-1.35599,-0.276049,1.53903,-16.2764,
-0.000507128,-0.101562,-0.206226,-0.3145,1.53987,
188.01,181.366,174.862,159.366,157.472,
-1.23066,0.0625118,1.94105,-6.75858,-16.2764,
-0.137174,-0.242016,-0.315034,1.16771,1.53987,
187.92,181.126,174.539,165.397,157.472,
-1.55657,-0.790954,1.01601,0.0923538,-16.2764,
-0.056569,-0.178918,-0.367555,0.525486,1.53987,
194.759,179.481,171.954,157.472,
-1.71398,-0.436127,1.04866,-16.2764,
-0.000507128,-0.160564,-0.227492,1.53987,
194.759,180.817,173.962,157.472,
-1.71398,0.298911,1.98761,-16.2764,
-0.000507128,-0.234621,-0.235572,1.53987,
194.759,179.472,171.926,157.472,
-1.71398,-0.89627,0.395723,-16.2764,
-0.000507128,-0.122702,-0.220522,1.53987,
194.759,187.391,180.055,172.837,157.472,
-1.71398,-1.54551,-0.86238,0.606352,-16.2764,
-0.000507128,-0.0515369,-0.140484,-0.267348,1.53987,
194.759,187.055,179.414,171.824,157.472,
-1.71398,-1.27542,-0.186949,1.22535,-16.2764,
-0.000507128,-0.106202,-0.169761,-0.191186,1.53987,
187.812,180.904,174.19,165.201,159.285,157.472,
-1.57965,-0.865672,0.888895,-0.118075,-7.15846,-16.2764,
-0.0496618,-0.167815,-0.354966,0.534518,1.16613,1.53987,
194.759,179.13,171.436,157.472,
-1.71398,-1.32615,0.020958,-16.2764,
-0.000507128,-0.0989185,-0.260164,1.53987,
194.759,179.093,171.349,163.439,157.472,
-1.71398,-0.410829,0.977877,-1.08803,-16.2764,
-0.000507128,-0.152466,-0.199187,0.662538,1.53987,
194.759,180.091,172.864,157.472,
-1.71398,-0.322216,1.14531,-16.2764,
-0.000507128,-0.172953,-0.223757,1.53987,
187.861,180.983,174.375,159.269,157.472,
-1.77974,-1.33549,0.562489,-7.05809,-16.2764,
-0.00395529,-0.148584,-0.434393,1.16877,1.53987,
194.759,187.59,180.477,173.492,157.472,
-1.71398,-1.41441,-0.478294,1.15582,-16.2764,
-0.000507128,-0.0846663,-0.178689,-0.282576,1.53987,
187.958,181.178,174.642,165.523,159.371,157.472,
-1.75453,-1.29879,0.504712,-0.0944694,-7.06564,-16.2764,
-0.00907339,-0.146672,-0.413303,0.500176,1.15124,1.53987,
194.759,186.018,177.284,168.556,157.472,
-1.71398,-1.55253,-1.16232,-0.671114,-16.2764,
-0.000507128,-0.0339946,-0.0528681,-0.0571276,1.53987,
187.916,181.133,174.507,165.402,159.369,157.472,
-1.43229,-0.499778,1.21632,0.0369352,-7.06105,-16.2764,
-0.0853336,-0.191459,-0.318883,0.536709,1.15629,1.53987,
194.759,179.781,172.369,157.472,
-1.71398,-0.296077,1.03973,-16.2764,
-0.000507128,-0.162979,-0.187354,1.53987,
194.759,180.064,172.817,157.472,
-1.71398,-0.423203,0.98792,-16.2764,
-0.000507128,-0.163178,-0.218563,1.53987,
194.759,187.642,180.593,173.724,157.472,
-1.71398,-1.4063,-0.386126,1.4923,-16.2764,
-0.000507128,-0.0896843,-0.201562,-0.336141,1.53987,
187.72,180.687,173.912,165.084,157.472,
-1.91949,-1.72212,0.0822203,-0.464455,-16.2764,
0.0297258,-0.11501,-0.434716,0.509944,1.53987,
194.759,187.473,180.221,173.096,157.472,
-1.71398,-1.53352,-0.818488,0.695175,-16.2764,
-0.000507128,-0.0552717,-0.147554,-0.277355,1.53987,
194.759,180.256,173.139,157.472,
-1.71398,-0.205784,1.41953,-16.2764,
-0.000507128,-0.191721,-0.253558,1.53987,
187.835,181.046,174.286,165.197,159.329,157.472,
-1.02613,0.527425,2.21161,0.353613,-6.9833,-16.2764,
-0.179758,-0.252335,-0.21824,0.584958,1.171,1.53987,
194.759,187.745,180.77,173.961,165.098,159.276,157.472,
-1.71398,-1.55352,-0.826466,0.834221,-0.322039,-7.28522,-16.2764,
-0.000507128,-0.054304,-0.162479,-0.325033,0.542924,1.16456,1.53987,
187.874,181.068,174.463,165.204,159.239,157.472,
-1.38448,-0.305743,1.65535,0.554314,-6.8342,-16.2764,
-0.0988225,-0.219232,-0.361734,0.551261,1.18513,1.53987,
187.86,181.033,174.44,165.163,157.472,
-1.44512,-0.442083,1.58159,0.609769,-16.2764,
-0.0849087,-0.214334,-0.388783,0.547846,1.53987,
187.851,181.029,174.31,165.259,157.472,
-1.26311,-0.0786821,1.59906,0.0978587,-16.2764,
-0.124198,-0.213951,-0.269768,0.56025,1.53987,
194.759,173.664,157.472,
-1.71398,1.62604,-16.2764,
-0.000507128,-0.217685,1.53987,
194.759,186.244,177.741,169.259,157.472,
-1.71398,-1.54306,-1.05886,-0.291468,-16.2764,
-0.000507128,-0.0390553,-0.0741334,-0.105741,1.53987,
194.759,187.499,180.31,173.232,159.097,157.472,
-1.71398,-1.32399,-0.237565,1.42928,-7.34869,-16.2764,
-0.000507128,-0.104327,-0.193132,-0.266924,1.19815,1.53987,
194.759,187.402,180.077,172.901,157.472,
-1.71398,-1.56828,-0.883142,0.714639,-16.2764,
-0.000507128,-0.0478159,-0.14745,-0.299408,1.53987,
188.06,181.401,174.964,159.43,157.472,
-1.60029,-0.900689,0.912547,-6.92039,-16.2764,
-0.0471289,-0.175927,-0.386903,1.14747,1.53987,
194.759,179.753,172.366,157.472,
-1.71398,-0.33491,1.19238,-16.2764,
-0.000507128,-0.171911,-0.233167,1.53987,
194.759,186.392,178.041,169.706,157.472,
-1.71398,-1.50408,-0.961533,-0.204191,-16.2764,
