134.888,126.913,118.814,110.622,95.8233,
-59.0372,-57.1049,-55.8117,-55.8354,-62.2379,
-0.250093,-0.211672,-0.0913701,0.110812,0.760818,
135.787,127.533,119.29,110.988,102.871,95.8233,
-58.537,-57.5514,-56.4655,-56.2675,-57.9344,-62.2379,
-0.0730218,-0.14479,-0.0972903,0.0694776,0.355514,0.760818,
136.34,127.989,119.642,111.22,102.978,95.8233,
-58.9061,-57.7075,-56.4813,-56.2121,-57.8757,-62.2379,
-0.101819,-0.163745,-0.108445,0.0640824,0.353837,0.760818,
135.344,126.553,117.802,109.024,101.897,95.8233,
-59.1944,-58.6767,-57.6678,-56.949,-58.2593,-62.2379,
-0.00116962,-0.101641,-0.113082,-0.0354913,0.389966,0.760818,
136.658,128.242,119.797,111.285,103.004,95.8233,
-58.396,-57.0466,-55.9055,-55.851,-57.7444,-62.2379,
-0.1369,-0.163857,-0.0875635,0.0919801,0.374774,0.760818,
135.344,116.939,107.744,95.8233,
-59.1944,-58.2114,-57.561,-62.2379,
-0.00116962,-0.078424,-0.0560372,0.760818,
135.989,127.8,119.484,111.063,102.894,95.8233,
-59.2035,-57.1807,-55.7856,-55.736,-57.7252,-62.2379,
-0.251958,-0.218258,-0.10013,0.102426,0.389408,0.760818,
136.337,127.988,119.602,95.8233,
-58.3324,-56.9572,-55.8422,-62.2379,
-0.145393,-0.164414,-0.0833036,0.760818,
135.709,127.442,119.195,110.921,95.8233,
-57.4795,-57.0497,-56.2884,-56.2439,-62.2379,
0.0103745,-0.0931339,-0.0698438,0.0802448,0.760818,
137.857,120.557,95.8233,
-59.1377,-56.5633,-62.2379,
-0.0912722,-0.121678,0.760818,
136.284,127.995,119.605,111.133,102.928,95.8233,
-58.6429,-56.8252,-55.5779,-55.6299,-57.6843,-62.2379,
-0.221535,-0.195978,-0.0849639,0.111507,0.393434,0.760818,
138.291,129.496,120.729,95.8233,
-57.5916,-57.0243,-56.1008,-62.2379,
-0.00127729,-0.106114,-0.0823232,0.760818,
136.742,128.359,95.8233,
-59.3567,-57.6506,-62.2379,
-0.183344,-0.200985,0.760818,
136.318,127.935,119.542,111.11,102.924,95.8233,
-57.6091,-56.609,-55.7152,-55.813,-57.7665,-62.2379,
-0.0900919,-0.12992,-0.0647427,0.105439,0.380626,0.760818,
136.677,128.273,95.8233,
-59.116,-57.7415,-62.2379,
-0.127729,-0.177507,0.760818,
136.31,111.2,95.8233,
-58.9218,-56.1273,-62.2379,
-0.124561,0.0708963,0.760818,
136.503,128.101,119.689,111.221,95.8233,
-58.1696,-57.0288,-55.9761,-55.9279,-62.2379,
-0.104074,-0.147783,-0.0831482,0.0898301,0.760818,
136.001,127.807,119.473,111.042,102.884,95.8233,
-58.9591,-56.9158,-55.5745,-55.615,-57.6879,-62.2379,
-0.260224,-0.215251,-0.0906602,0.113548,0.397374,0.760818,
136.669,128.252,111.341,95.8233,
-58.8672,-57.6276,-56.1342,-62.2379,
-0.107805,-0.165388,0.0664067,0.760818,
135.344,116.786,109.362,102.095,95.8233,
-59.1944,-57.2699,-56.7106,-58.2746,-62.2379,
-0.00116962,-0.197309,0.0576736,0.377049,0.760818,
136.776,128.413,120.001,111.459,95.8233,
-60.0565,-58.2022,-56.5955,-56.1576,-62.2379,
-0.196917,-0.22147,-0.137972,0.0535749,0.760818,
136.469,128.112,119.75,111.296,95.8233,
-59.3313,-57.9459,-56.5885,-56.2383,-62.2379,
-0.127237,-0.181964,-0.120522,0.0570895,0.760818,
137.475,128.945,120.358,111.664,95.8233,
-59.3164,-57.5547,-56.1032,-55.8513,-62.2379,
-0.187627,-0.202617,-0.115268,0.0744211,0.760818,
137.454,128.955,120.38,111.681,95.8233,
-59.6632,-57.7223,-56.165,-55.8621,-62.2379,
-0.213575,-0.21875,-0.123899,0.0709798,0.760818,
135.954,127.78,119.476,111.059,95.8233,
-59.3289,-57.2597,-55.83,-55.7564,-62.2379,
-0.258598,-0.223269,-0.103662,0.100221,0.760818,
136.626,128.215,119.803,111.317,95.8233,
-58.766,-57.5498,-56.3411,-56.113,-62.2379,
-0.105729,-0.162313,-0.10395,0.0693593,0.760818,
137.435,128.897,95.8233,
-58.8023,-57.1041,-62.2379,
-0.186069,-0.190454,0.760818,
136.565,119.811,111.321,103.022,95.8233,
-59.3238,-56.378,-56.0912,-57.8124,-62.2379,
-0.159064,-0.116699,0.067277,0.359783,0.760818,
136.666,111.404,95.8233,
-59.8672,-56.1834,-62.2379,
-0.1787,0.0545164,0.760818,
136.983,128.615,120.126,111.502,103.099,95.8233,
-59.7929,-57.6337,-56.0357,-55.7903,-57.6726,-62.2379,
-0.255322,-0.234489,-0.122458,0.0807702,0.375195,0.760818,
135.344,117.423,108.456,101.619,95.8233,
-59.1944,-57.6734,-56.9615,-58.3237,-62.2379,
-0.00116962,-0.110079,-0.0338618,0.411232,0.760818,
136.849,111.489,95.8233,
-60.1564,-56.0316,-62.2379,
-0.232453,0.0613076,0.760818,
136.171,119.674,111.194,95.8233,
-59.9307,-55.9503,-55.7673,-62.2379,
-0.298148,-0.120633,0.0911604,0.760818,
137.739,120.576,111.795,95.8233,
-59.8019,-55.9724,-55.7011,-62.2379,
-0.252888,-0.124552,0.0781891,0.760818,
136.638,128.311,119.884,111.34,95.8233,
-59.4447,-57.4631,-55.9881,-55.8118,-62.2379,
-0.233058,-0.218832,-0.112331,0.0864441,0.760818,
137.115,128.605,120.056,111.443,103.076,95.8233,
-58.2181,-56.8135,-55.6858,-55.6914,-57.6666,-62.2379,
-0.146666,-0.163932,-0.0818168,0.0996799,0.380558,0.760818,
136.603,128.22,119.796,111.29,103.005,95.8233,
-58.7997,-57.2863,-56.0303,-55.902,-57.7566,-62.2379,
-0.159787,-0.18037,-0.0986004,0.0855205,0.371993,0.760818,
137.502,128.885,95.8233,
-58.0498,-57.0858,-62.2379,
-0.0676553,-0.135682,0.760818,
135.344,126.648,117.968,109.34,102.035,95.8233,
-59.1944,-59.0491,-58.5216,-57.4458,-58.2482,-62.2379,
-0.00116962,-0.0354696,-0.0891421,-0.162187,0.360526,0.760818,
137.943,129.241,120.574,95.8233,
-58.5689,-57.728,-56.555,-62.2379,
-0.0334526,-0.13732,-0.109827,0.760818,
136.45,128.07,119.688,111.238,95.8233,
-58.6187,-57.4409,-56.2801,-56.0957,-62.2379,
-0.102703,-0.157591,-0.098683,0.0740211,0.760818,
136.467,128.092,119.696,111.229,95.8233,
-58.5683,-57.2494,-56.0806,-55.965,-62.2379,
-0.129526,-0.165054,-0.0937837,0.0842852,0.760818,
136.552,128.135,119.709,111.231,95.8233,
-58.0309,-56.9316,-55.9149,-55.896,-62.2379,
-0.0987274,-0.142991,-0.0791685,0.0927405,0.760818,
136.363,128.018,119.662,111.224,102.978,95.8233,
-58.9639,-57.6289,-56.3697,-56.1304,-57.8454,-62.2379,
-0.125754,-0.172791,-0.107652,0.0696624,0.359152,0.760818,
136.461,128.052,111.2,95.8233,
-57.8765,-56.9854,-55.9965,-62.2379,
-0.0639601,-0.128089,0.0872794,0.760818,
135.344,118.138,109.548,102.118,95.8233,
-59.1944,-57.7141,-56.7875,-58.0439,-62.2379,
-0.00116962,-0.12365,-0.0795695,0.396071,0.760818,
137.363,128.793,120.221,111.581,103.145,95.8233,
-58.4806,-57.3024,-56.1323,-55.9533,-57.7362,-62.2379,
-0.0990792,-0.15515,-0.0971957,0.0747836,0.360788,0.760818,
136.478,128.13,119.721,111.23,95.8233,
-58.7496,-57.1255,-55.8716,-55.807,-62.2379,
-0.182118,-0.186145,-0.0938642,0.094723,0.760818,
137.143,128.636,120.105,111.495,95.8233,
-58.6601,-57.256,-56.0232,-55.8772,-62.2379,
-0.13814,-0.171289,-0.0979678,0.0818238,0.760818,
135.569,127.49,119.248,110.896,102.815,95.8233,
-59.2269,-57.0537,-55.6498,-55.6666,-57.7243,-62.2379,
-0.284274,-0.228506,-0.0961123,0.112906,0.398549,0.760818,
136.359,111.225,102.974,95.8233,
-59.2309,-55.9606,-57.7814,-62.2379,
-0.188892,0.0805179,0.370598,0.760818,
136.891,128.483,119.973,111.374,103.04,95.8233,
-58.718,-56.8529,-55.5537,-55.5701,-57.6267,-62.2379,
-0.222796,-0.199327,-0.0892304,0.107492,0.390842,0.760818,
135.344,126.267,117.212,108.178,101.471,95.8233,
-59.1944,-58.9088,-58.2008,-57.2609,-58.3758,-62.2379,
-0.00116962,-0.0582394,-0.0943451,-0.109487,0.410484,0.760818,
136.533,128.204,111.295,103.005,95.8233,
-59.3176,-57.5095,-55.9017,-57.749,-62.2379,
-0.204692,-0.206604,0.0820939,0.372703,0.760818,
137.392,128.909,120.366,111.689,95.8233,
-59.9961,-58.0651,-56.4339,-56.0168,-62.2379,
-0.206207,-0.223828,-0.135936,0.0574691,0.760818,
137.382,128.831,120.249,111.586,95.8233,
-58.6816,-57.2213,-55.9649,-55.8216,-62.2379,
-0.146001,-0.174763,-0.0984623,0.0829015,0.760818,
136.755,128.321,119.835,111.289,103.004,95.8233,
-58.1053,-56.6582,-55.5676,-55.6435,-57.6733,-62.2379,
-0.159401,-0.164641,-0.0752398,0.108804,0.38749,0.760818,
136.236,127.911,119.57,111.155,95.8233,
-58.7349,-57.4274,-56.2315,-56.0656,-62.2379,
-0.126038,-0.167322,-0.0992784,0.0780927,0.760818,
136.965,128.502,120.019,111.449,95.8233,
-58.9368,-57.5052,-56.2117,-55.9901,-62.2379,
-0.139325,-0.177631,-0.10677,0.073259,0.760818,
136.834,111.399,95.8233,
-59.1682,-55.8257,-62.2379,
-0.20111,0.0853437,0.760818,
135.344,126.854,118.476,110.468,102.607,95.8233,
-59.1944,-58.5824,-57.0648,-56.3447,-57.973,-62.2379,
-0.00116962,-0.134157,-0.215618,0.0467795,0.372258,0.760818,
136.459,128.127,119.74,111.257,95.8233,
-59.1398,-57.473,-56.1223,-55.9418,-62.2379,
-0.182765,-0.195325,-0.107247,0.0814698,0.760818,
135.344,118.34,109.892,102.31,95.8233,
-59.1944,-58.4751,-57.4431,-58.1998,-62.2379,
-0.00116962,-0.0912123,-0.153858,0.340434,0.760818,
135.344,127.55,119.768,111.978,104.183,95.8233,
-59.1944,-58.9216,-58.389,-57.9973,-58.1476,-62.2379,
-0.00116962,-0.0602327,-0.0678599,-0.0240512,0.0711933,0.760818,
136.198,127.929,119.576,111.131,95.8233,
-58.95,-57.1687,-55.8584,-55.7965,-62.2379,
-0.209886,-0.199174,-0.0967474,0.0973933,0.760818,
136.593,128.155,119.721,111.244,102.988,95.8233,
-57.794,-56.896,-55.9596,-55.9441,-57.7915,-62.2379,
-0.0660143,-0.127177,-0.0750744,0.090292,0.368923,0.760818,
136.595,128.263,119.859,111.339,103.026,95.8233,
-59.5504,-57.6929,-56.2129,-55.9568,-57.759,-62.2379,
-0.208763,-0.213379,-0.118729,0.075187,0.368369,0.760818,
136.756,128.385,95.8233,
-59.6275,-57.82,-62.2379,
-0.196636,-0.211494,0.760818,
136.842,128.382,103.049,95.8233,
-58.51,-57.2803,-57.7733,-62.2379,
-0.111515,-0.158724,0.364675,0.760818,
135.344,126.128,116.935,107.735,101.292,95.8233,
-59.1944,-58.8255,-58.0667,-57.4052,-58.5957,-62.2379,
-0.00116962,-0.0700072,-0.0858905,-0.0488194,0.399657,0.760818,
137.169,128.672,95.8233,
-58.6061,-57.0161,-62.2379,
-0.172531,-0.181153,0.760818,
136.02,127.742,119.47,111.115,95.8233,
-59.1585,-57.918,-56.6414,-56.3166,-62.2379,
-0.107034,-0.170704,-0.115754,0.0578166,0.760818,
137.609,128.986,120.364,111.674,95.8233,
-58.4391,-57.2702,-56.0999,-55.9203,-62.2379,
-0.0965125,-0.153894,-0.0968522,0.0746138,0.760818,
136.491,128.182,119.777,95.8233,
-59.2395,-57.3312,-55.9215,-62.2379,
-0.224937,-0.211248,-0.105828,0.760818,
