118.502,101.064,89.7695,
-59.1747,-59.3704,-86.8125,
-0.00117024,0.128766,1.57581,
118.502,111.504,104.527,89.7695,
-59.1747,-59.0172,-58.4541,-86.8125,
-0.00117024,-0.047676,-0.117215,1.57581,
118.502,110.328,102.154,89.7695,
-59.1747,-59.0694,-58.934,-86.8125,
-0.00117024,-0.0196574,-0.00852885,1.57581,
118.502,110.481,102.459,94.8008,89.7695,
-59.1747,-59.044,-58.9598,-62.3417,-86.8125,
-0.00117024,-0.0224028,0.010422,0.778906,1.57581,
118.502,111.278,104.078,89.7695,
-59.1747,-59.0196,-58.419,-86.8125,
-0.00117024,-0.0470509,-0.124692,1.57581,
118.502,111.152,103.807,95.73,91.0795,89.7169,89.7695,
-59.1747,-59.0671,-58.7944,-61.8393,-69.2485,-77.9631,-86.8125,
-0.00117024,-0.0269937,-0.0461016,0.725981,1.25366,1.53694,1.57581,
111.615,104.717,96.4062,91.502,89.8522,89.7695,
-58.1959,-57.3206,-60.8506,-68.5496,-77.5924,-86.8125,
-0.207386,0.0287009,0.738398,1.23282,1.51195,1.57581,
118.502,110.892,103.284,89.7695,
-59.1747,-59.2939,-59.1561,-86.8125,
-0.00117024,0.0156317,-0.0687104,1.57581,
118.502,109.419,100.345,89.9292,89.4238,89.7695,
-59.1747,-59.11,-59.4276,-70.5256,-78.6553,-86.8125,
-0.00117024,0.00043334,0.0830432,1.36688,1.60571,1.57581,
118.502,101.819,89.7695,
-59.1747,-59.599,-86.8125,
-0.00117024,0.00998536,1.57581,
118.502,110.459,102.416,94.7179,90.5691,89.7695,
-59.1747,-58.9955,-58.833,-62.2085,-69.6546,-86.8125,
-0.00117024,-0.0323012,0.00296099,0.780377,1.30166,1.57581,
111.69,104.874,96.3102,91.3414,89.7816,89.7695,
-57.8437,-56.5336,-60.0691,-68.02,-77.3366,-86.8125,
-0.287974,0.00491266,0.73977,1.24654,1.52522,1.57581,
118.502,110.402,102.302,89.7695,
-59.1747,-59.3224,-59.38,-86.8125,
-0.00117024,0.0251557,-0.0234212,1.57581,
118.502,110.722,102.948,94.9748,90.6089,89.5689,89.7695,
-59.1747,-59.0634,-58.7369,-61.8261,-69.3291,-78.0272,-86.8125,
-0.00117024,-0.0277885,-0.0565127,0.750909,1.2921,1.56707,1.57581,
118.502,110.388,102.274,89.7695,
-59.1747,-58.9928,-58.817,-86.8125,
-0.00117024,-0.0328465,0.00032446,1.57581,
118.502,110.156,101.811,89.7695,
-59.1747,-59.3134,-59.5241,-86.8125,
-0.00117024,0.027676,0.016045,1.57581,
118.502,110.788,103.075,90.7904,89.7695,
-59.1747,-59.2359,-59.1289,-69.5578,-86.8125,
-0.00117024,0.00703428,-0.044768,1.27687,1.57581,
118.502,110.421,102.338,89.7695,
-59.1747,-59.4895,-59.5178,-86.8125,
-0.00117024,0.0501347,-0.0720777,1.57581,
118.502,110.93,103.362,90.8622,89.7695,
