158.688,158.291,158.211,157.283,155.578,
-4.5401,-23.6301,-30.4352,-37.1778,-43.7676,
1.38432,1.62429,1.49505,1.37439,1.26232,
158.688,157.448,155.578,
-4.5401,-29.7781,-43.7676,
1.38432,1.63866,1.26232,
158.57,158.141,158.125,155.578,
-3.7415,-11.7833,-19.8388,-43.7676,
1.47101,1.55349,1.57387,1.26232,
158.723,157.5,157.356,155.578,
-3.38216,-11.4141,-19.546,-43.7676,
1.32089,1.5025,1.58745,1.26232,
158.909,155.578,
-3.47644,-43.7676,
1.37941,1.26232,
158.688,157.25,157.305,155.578,
-4.5401,-23.7155,-33.3439,-43.7676,
1.38432,1.56893,1.57432,1.26232,
158.884,158.467,158.227,155.578,
-3.73175,-19.8476,-27.9055,-43.7676,
1.49502,1.55979,1.51325,1.26232,
158.688,157.469,157.49,155.578,
-4.5401,-23.3015,-32.7169,-43.7676,
1.38432,1.57626,1.55701,1.26232,
158.688,157.126,155.578,
-4.5401,-33.1109,-43.7676,
1.38432,1.60042,1.26232,
158.688,157.035,156.831,156.796,155.578,
-4.5401,-19.8003,-27.4784,-35.1594,-43.7676,
1.38432,1.52524,1.55927,1.56903,1.26232,
158.608,158.455,158.382,155.578,
-4.72589,-14.5517,-24.379,-43.7676,
1.52652,1.5716,1.5426,1.26232,
158.478,158.42,158.384,157.666,155.578,
-4.66559,-14.5077,-24.35,-34.162,-43.7676,
1.53993,1.57798,1.54439,1.43917,1.26232,
158.688,157.042,157.329,155.578,
-4.5401,-23.0392,-32.3323,-43.7676,
1.38432,1.56779,1.63246,1.26232,
158.688,156.823,157.128,155.578,
-4.5401,-22.8563,-32.0649,-43.7676,
1.38432,1.55748,1.65123,1.26232,
158.688,157.443,157.057,157.092,156.73,155.578,
-4.5401,-14.2647,-24.0644,-33.8732,-38.8805,-43.7676,
1.38432,1.49498,1.56045,1.58071,1.41767,1.26232,
158.688,157.805,155.578,
-4.5401,-22.9964,-43.7676,
1.38432,1.68217,1.26232,
158.688,157.5,157.161,157.361,155.578,
-4.5401,-13.6974,-22.9276,-32.1634,-43.7676,
1.38432,1.49359,1.5689,1.61024,1.26232,
158.688,157.294,157.806,155.578,
-4.5401,-20.9701,-29.2096,-43.7676,
1.38432,1.5853,1.67984,1.26232,
158.428,158.17,158.068,155.578,
-3.5903,-19.7544,-27.8387,-43.7676,
1.49417,1.57652,1.53015,1.26232,
158.688,158.202,155.578,
-4.5401,-24.2653,-43.7676,
1.38432,1.69645,1.26232,
158.391,158.392,158.392,157.685,155.578,
-4.22207,-14.1754,-24.1288,-34.0527,-43.7676,
1.54715,1.5827,1.54708,1.44029,1.26232,
158.688,157.026,157.113,156.787,155.578,
-4.5401,-23.5837,-33.1532,-38.5241,-43.7676,
1.38432,1.55961,1.59433,1.42659,1.26232,
158.688,156.81,157.052,155.578,
-4.5401,-22.908,-32.145,-43.7676,
1.38432,1.55401,1.64014,1.26232,
158.688,157.45,155.578,
-4.5401,-27.6329,-43.7676,
1.38432,1.63725,1.26232,
158.63,158.4,158.313,155.578,
-5.27819,-14.9627,-24.6504,-43.7676,
1.51392,1.56738,1.54326,1.26232,
158.688,157.813,157.603,157.964,157.741,155.578,
-4.5401,-11.1536,-17.8223,-24.4851,-34.2426,-43.7676,
1.38432,1.4917,1.58459,1.66297,1.44021,1.26232,
158.688,157.316,156.672,156.91,155.578,
-4.5401,-13.5176,-22.5754,-31.6518,-43.7676,
1.38432,1.45671,1.54564,1.65109,1.26232,
158.688,158.124,155.578,
-4.5401,-22.782,-43.7676,
1.38432,1.64552,1.26232,
158.688,157.87,155.578,
-4.5401,-21.8382,-43.7676,
1.38432,1.67244,1.26232,
158.688,157.643,158.018,155.578,
-4.5401,-21.0471,-29.3242,-43.7676,
1.38432,1.59685,1.62674,1.26232,
158.688,157.302,156.697,156.898,156.739,155.578,
-4.5401,-13.9785,-23.4989,-33.0362,-38.4635,-43.7676,
1.38432,1.46588,1.54929,1.63456,1.44843,1.26232,
158.063,157.915,158.029,155.578,
-5.04512,-14.7815,-24.5203,-43.7676,
1.51228,1.58395,1.56618,1.26232,
158.688,157.615,157.291,157.502,157.204,155.578,
-4.5401,-12.6411,-20.8081,-28.9799,-36.4602,-43.7676,
1.38432,1.48955,1.56829,1.62051,1.44138,1.26232,
158.688,157.277,156.588,156.819,155.578,
-4.5401,-13.635,-22.8117,-32.0097,-43.7676,
1.38432,1.45288,1.54238,1.65282,1.26232,
158.688,157.15,155.578,
-4.5401,-32.1657,-43.7676,
1.38432,1.60842,1.26232,
158.688,157.455,157.094,157.382,155.578,
-4.5401,-13.8393,-23.2147,-32.5939,-43.7676,
1.38432,1.48967,1.57088,1.62795,1.26232,
158.688,157.428,157.815,155.578,
-4.5401,-18.0821,-24.8786,-43.7676,
1.38432,1.57576,1.68056,1.26232,
158.688,157.56,157.751,157.457,155.578,
-4.5401,-18.7196,-25.8395,-34.9019,-43.7676,
1.38432,1.57431,1.615,1.45587,1.26232,
158.688,157.174,157.213,156.81,155.578,
-4.5401,-23.6457,-33.2416,-38.5687,-43.7676,
1.38432,1.56448,1.5767,1.41522,1.26232,
158.587,158.457,158.384,155.578,
-4.88002,-14.6678,-24.4566,-43.7676,
