92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.6193,89.8834,
-61.8567,-100.957,
1.43653,1.56827,
92.9773,91.1444,89.8834,
-62.0248,-75.3493,-100.957,
1.41018,1.45725,1.56827,
92.9773,90.0064,89.8834,
-62.0248,-92.9331,-100.957,
1.41018,1.54152,1.56827,
92.9773,91.9685,91.0783,89.8834,
-62.0248,-68.5448,-75.082,-100.957,
1.41018,1.42539,1.44652,1.56827,
92.9773,92.2359,89.8834,
-62.0248,-66.644,-100.957,
1.41018,1.41526,1.56827,
93.0337,91.72,90.7366,89.8834,
-61.5886,-71.383,-81.2159,-100.957,
1.42164,1.45379,1.48894,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,90.0715,89.8834,
-62.0248,-90.9662,-100.957,
1.41018,1.53372,1.56827,
92.9773,90.0059,89.8834,
-62.0248,-92.2835,-100.957,
1.41018,1.54483,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,92.1676,89.8834,
-62.0248,-66.9411,-100.957,
1.41018,1.40762,1.56827,
92.9773,91.0329,90.3907,89.8834,
-62.0248,-77.0155,-84.5472,-100.957,
1.41018,1.47188,1.49921,1.56827,
92.9773,90.018,89.8834,
-62.0248,-92.0269,-100.957,
1.41018,1.54175,1.56827,
92.9773,91.9762,89.8834,
-62.0248,-68.3824,-100.957,
1.41018,1.42015,1.56827,
92.9773,90.9489,90.3058,89.8834,
-62.0248,-77.9033,-85.8824,-100.957,
1.41018,1.47565,1.50469,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,92.2055,91.0908,90.383,89.8834,
-62.0248,-66.8425,-75.3257,-83.8529,-100.957,
1.41018,1.41321,1.46557,1.50887,1.56827,
92.9773,91.1445,89.8834,
-62.0248,-75.4885,-100.957,
1.41018,1.46113,1.56827,
92.9773,90.6442,89.8834,
-62.0248,-81.0698,-100.957,
1.41018,1.4802,1.56827,
92.9773,91.032,90.4225,90.043,89.8834,
-62.0248,-77.1978,-84.8232,-92.4634,-100.957,
1.41018,1.47554,1.50631,1.53582,1.56827,
92.9719,91.6293,89.8834,
-62.3458,-71.9453,-100.957,
1.41159,1.45194,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,90.0387,89.8834,
-62.0248,-92.1293,-100.957,
1.41018,1.53777,1.56827,
92.9773,90.6183,89.8834,
-62.0248,-81.0435,-100.957,
1.41018,1.48317,1.56827,
93.0613,89.8834,
-61.8307,-100.957,
1.42205,1.56827,
92.9773,90.4852,89.8834,
-62.0248,-83.5357,-100.957,
1.41018,1.49773,1.56827,
92.9773,89.9616,89.8834,
-62.0248,-92.2902,-100.957,
1.41018,1.55439,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,90.4947,89.8834,
-62.0248,-83.3257,-100.957,
1.41018,1.49138,1.56827,
92.9773,90.6659,89.8834,
-62.0248,-81.1288,-100.957,
1.41018,1.49169,1.56827,
92.9773,91.1029,89.8834,
-62.0248,-75.968,-100.957,
1.41018,1.46431,1.56827,
92.5615,89.8834,
-61.7101,-100.957,
1.47821,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
93.1163,91.7615,90.7525,89.8834,
-62.8639,-72.3344,-81.8479,-100.957,
1.41142,1.44645,1.48427,1.56827,
92.9773,90.0052,89.8834,
-62.0248,-92.4411,-100.957,
1.41018,1.54353,1.56827,
93.0519,91.7662,89.8834,
-61.7076,-71.4757,-100.957,
1.42679,1.45396,1.56827,
92.9773,90.4371,89.8834,
-62.0248,-83.3893,-100.957,
1.41018,1.49466,1.56827,
92.9773,91.0592,90.4145,89.8834,
-62.0248,-76.7783,-84.19,-100.957,
1.41018,1.47085,1.49669,1.56827,
92.9773,90.5688,89.8834,
-62.0248,-80.9823,-100.957,
1.41018,1.47995,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,90.7813,89.8834,
-62.0248,-77.0508,-100.957,
1.41018,1.44921,1.56827,
92.8653,91.5837,89.8834,
-61.6908,-71.4602,-100.957,
1.42228,1.45847,1.56827,
92.9773,90.6357,90.0675,89.8834,
-62.0248,-81.7719,-91.7007,-100.957,
1.41018,1.49402,1.5329,1.56827,
92.8444,91.7991,90.8543,89.8834,
-62.4571,-72.0588,-81.6708,-100.957,
1.46246,1.46492,1.48338,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,89.9131,89.8834,
-62.0248,-93.0651,-100.957,
1.41018,1.56576,1.56827,
92.7547,91.6123,90.7107,89.8834,
-61.3227,-71.1976,-81.0972,-100.957,
1.44555,1.46674,1.49426,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.2851,91.3641,90.6073,89.8834,
-62.7385,-72.2717,-81.8192,-100.957,
1.46848,1.4818,1.50287,1.56827,
92.9773,91.9386,90.9941,89.8834,
-62.0248,-68.936,-75.8608,-100.957,
1.41018,1.43075,1.43743,1.56827,
92.9773,91.0379,90.413,89.8834,
-62.0248,-76.9832,-84.5,-100.957,
1.41018,1.47287,1.50265,1.56827,
92.9773,89.9965,89.8834,
-62.0248,-92.3033,-100.957,
1.41018,1.5471,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,91.0852,89.8834,
-62.0248,-74.794,-100.957,
1.41018,1.42945,1.56827,
92.8379,91.6151,90.6924,89.8834,
-61.4996,-71.3231,-81.1792,-100.957,
1.43285,1.46164,1.49381,1.56827,
92.6917,91.601,90.7165,89.8834,
-61.1022,-71.0365,-80.9911,-100.957,
1.4537,1.47049,1.49518,1.56827,
92.9773,90.0195,89.8834,
-62.0248,-91.87,-100.957,
1.41018,1.54313,1.56827,
92.9773,90.0281,89.8834,
-62.0248,-92.1573,-100.957,
1.41018,1.53902,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.8433,91.7368,89.8834,
-62.8312,-72.333,-100.957,
1.44993,1.46176,1.56827,
92.9773,91.5605,89.8834,
-62.0248,-71.9141,-100.957,
1.41018,1.44804,1.56827,
92.6725,89.8834,
-61.7008,-100.957,
1.46888,1.56827,
92.9773,91.0165,90.4077,90.0317,89.8834,
-62.0248,-77.3904,-85.1127,-92.8498,-100.957,
1.41018,1.47655,1.50744,1.53679,1.56827,
92.9773,92.0261,89.8834,
-62.0248,-67.8199,-100.957,
1.41018,1.40892,1.56827,
92.9773,90.6451,89.8834,
-62.0248,-81.0463,-100.957,
1.41018,1.48207,1.56827,
93.137,91.9847,89.8834,
-61.4819,-71.3228,-100.957,
1.45409,1.45719,1.56827,
92.9773,92.0294,91.2305,89.8834,
-62.0248,-68.3061,-74.608,-100.957,
1.41018,1.43237,1.4575,1.56827,
92.9773,91.0366,89.8834,
-62.0248,-76.3658,-100.957,
1.41018,1.4507,1.56827,
92.9773,90.5406,89.8834,
-62.0248,-82.0266,-100.957,
1.41018,1.49283,1.56827,
93.2163,89.8834,
-61.1135,-100.957,
1.44692,1.56827,
92.8825,91.8349,89.8834,
-61.6954,-71.4884,-100.957,
1.46521,1.46602,1.56827,
92.9773,90.3999,89.8834,
-62.0248,-84.5931,-100.957,
1.41018,1.50211,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9774,91.7449,90.773,89.8834,
-61.2517,-71.1388,-81.0548,-100.957,
1.4359,1.45881,1.48851,1.56827,
92.9773,90.9685,89.9828,89.8834,
-62.0248,-76.9596,-92.9469,-100.957,
1.41018,1.46345,1.54633,1.56827,
93.0267,91.9027,90.9011,89.8834,
-61.4836,-71.3249,-81.1793,-100.957,
1.45608,1.46069,1.48092,1.56827,
92.9773,90.6675,89.8834,
-62.0248,-81.1349,-100.957,
1.41018,1.48852,1.56827,
92.9335,91.8103,90.8422,89.8834,
-61.2394,-71.1403,-81.0573,-100.957,
1.45429,1.46352,1.48559,1.56827,
92.9773,90.8784,89.8834,
-62.0248,-76.7425,-100.957,
1.41018,1.44114,1.56827,
92.9773,91.8405,89.8834,
-62.0248,-68.8688,-100.957,
1.41018,1.40748,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.7122,89.8834,
-61.7949,-100.957,
1.46515,1.56827,
93.0334,91.8085,89.8834,
-62.2394,-71.8805,-100.957,
1.43548,1.45489,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,90.9915,89.8834,
-62.0248,-76.1783,-100.957,
1.41018,1.45322,1.56827,
92.9535,89.8834,
-61.7541,-100.957,
1.43149,1.56827,
92.9773,91.9986,91.1393,90.3415,89.8834,
-62.0248,-68.4404,-74.8731,-83.5455,-100.957,
1.41018,1.42868,1.44733,1.50748,1.56827,
92.9108,90.7749,89.8834,
-61.6037,-81.2344,-100.957,
1.44187,1.4885,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,90.0177,89.8834,
-62.0248,-92.0396,-100.957,
1.41018,1.542,1.56827,
93.0827,91.8851,90.8712,89.8834,
-62.222,-71.8714,-81.5417,-100.957,
1.44199,1.45473,1.48002,1.56827,
92.9773,91.6189,90.6606,90.0873,89.8834,
-62.0248,-71.7033,-81.4295,-91.186,-100.957,
1.41018,1.45225,1.49263,1.5313,1.56827,
92.9773,90.4977,89.8834,
-62.0248,-83.3043,-100.957,
1.41018,1.50111,1.56827,
92.9773,91.5812,90.4905,90.0065,89.8834,
-62.0248,-71.0467,-80.9802,-90.9629,-100.957,
1.41018,1.42272,1.49603,1.54454,1.56827,
92.9773,90.4273,89.8834,
-62.0248,-84.2801,-100.957,
1.41018,1.50158,1.56827,
92.9773,90.9689,89.8834,
-62.0248,-76.8463,-100.957,
1.41018,1.45991,1.56827,
93.0232,89.8834,
-61.765,-100.957,
1.43094,1.56827,
