244.781,217.46,
-1.61552,-0.292672,
-0.0315176,-0.0521491,
243.764,235.007,217.46,
-1.84725,-1.15858,-0.292672,
-0.099354,-0.0613266,-0.0521491,
245.151,235.916,226.689,217.46,
-1.9372,-1.48342,-0.865993,-0.292672,
-0.0327305,-0.0617069,-0.0681798,-0.0521491,
244.079,235.206,217.46,
-1.82818,-1.32262,-0.292672,
-0.0532935,-0.0594436,-0.0521491,
244.15,235.259,217.46,
-1.69102,-1.11203,-0.292672,
-0.0808,-0.05241,-0.0521491,
244.741,217.46,
-1.97756,-0.292672,
-0.0971861,-0.0521491,
244.956,217.46,
-2.18305,-0.292672,
-0.072218,-0.0521491,
244.439,236.137,227.853,217.46,
-1.73917,-1.5591,-0.98481,-0.292672,
-0.00050714,-0.0441595,-0.0955685,-0.0521491,
244.439,239.021,233.61,225.537,217.46,
-1.73917,-1.63355,-1.34659,-0.78867,-0.292672,
-0.00050714,-0.0373594,-0.0674832,-0.0678378,-0.0521491,
244.439,237.69,230.949,224.219,217.46,
-1.73917,-1.62791,-1.30765,-0.788579,-0.292672,
-0.00050714,-0.032221,-0.0624695,-0.0912525,-0.0521491,
244.709,235.622,217.46,
-1.53334,-1.19768,-0.292672,
-0.0295301,-0.0432823,-0.0521491,
244.75,217.46,
-1.9754,-0.292672,
-0.08192,-0.0521491,
244.439,235.436,226.448,217.46,
-1.73917,-1.46634,-0.875272,-0.292672,
-0.00050714,-0.0540341,-0.071248,-0.0521491,
244.75,217.46,
-1.69236,-0.292672,
-0.0447589,-0.0521491,
244.439,223.385,217.46,
-1.73917,-0.668978,-0.292672,
-0.00050714,-0.081505,-0.0521491,
243.654,226.197,217.46,
-1.80419,-0.699041,-0.292672,
-0.0969028,-0.0445529,-0.0521491,
244.712,235.628,217.46,
-1.6828,-1.20548,-0.292672,
-0.0550114,-0.0505715,-0.0521491,
245.329,217.46,
-1.9066,-0.292672,
-0.0433813,-0.0521491,
244.439,229.811,223.637,217.46,
