145.707,129.748,121.806,106.397,
-59.2065,-58.4279,-57.5477,-57.8741,
-0.00116998,-0.091996,-0.127652,0.232347,
146.475,138.55,130.529,122.447,114.369,106.397,
-59.1444,-57.5084,-56.4414,-56.0673,-56.5074,-57.8741,
-0.234341,-0.170356,-0.0916946,0.0016431,0.109657,0.232347,
145.707,129.05,120.761,106.397,
-59.2065,-58.3153,-57.3602,-57.8741,
-0.00116998,-0.0981099,-0.129439,0.232347,
146.474,138.518,130.499,122.429,106.397,
-58.9411,-57.5272,-56.5375,-56.149,-57.8741,
-0.195213,-0.152946,-0.0890571,-0.00354508,0.232347,
145.707,130.468,122.888,106.397,
-59.2065,-58.5589,-57.7032,-57.8741,
-0.00116998,-0.0873238,-0.138385,0.232347,
146.063,136.166,126.248,116.276,106.397,
-59.1945,-57.9118,-56.8072,-56.5668,-57.8741,
-0.114908,-0.131373,-0.0789853,0.0422548,0.232347,
146.561,138.555,130.532,106.397,
-59.2464,-58.0864,-57.0571,-57.8741,
-0.13916,-0.142193,-0.106558,0.232347,
145.707,130.71,123.24,106.397,
-59.2065,-58.1867,-57.33,-57.8741,
-0.00116998,-0.110703,-0.111669,0.232347,
146.284,106.397,
-58.8861,-57.8741,
-0.124685,0.232347,
146.291,130.384,122.362,106.397,
-59.1795,-56.8352,-56.3321,-57.8741,
-0.172035,-0.100561,-0.0196845,0.232347,
145.707,135.858,126.027,116.213,106.397,
-59.2065,-58.9266,-58.2423,-57.3518,-57.8741,
-0.00116998,-0.0522987,-0.0833394,-0.094292,0.232347,
146.206,138.318,130.364,114.322,106.397,
-59.5058,-57.9769,-56.8433,-56.5889,-57.8741,
-0.207904,-0.170746,-0.108142,0.093405,0.232347,
146.089,136.159,126.24,106.397,
-58.9078,-57.9835,-56.9431,-57.8741,
-0.0588186,-0.112734,-0.0821775,0.232347,
145.707,130.511,122.947,106.397,
-59.2065,-58.4035,-57.5538,-57.8741,
-0.00116998,-0.096253,-0.125445,0.232347,
145.707,138.016,130.344,122.695,106.397,
-59.2065,-58.9664,-58.3547,-57.5073,-57.8741,
-0.00116998,-0.0583174,-0.0978801,-0.119858,0.232347,
146.053,136.193,126.261,116.275,106.397,
-59.1866,-57.5633,-56.4978,-56.4504,-57.8741,
-0.176092,-0.142653,-0.0634334,0.0615667,0.232347,
145.41,135.666,125.91,116.108,106.397,
-58.964,-57.8297,-56.805,-56.588,-57.8741,
-0.0977407,-0.122152,-0.0752746,0.0428919,0.232347,
145.888,136.062,126.185,116.243,106.397,
-59.5119,-57.944,-56.7585,-56.5412,-57.8741,
-0.158032,-0.148641,-0.0804472,0.0465488,0.232347,
145.707,120.414,106.397,
-59.2065,-57.3575,-57.8741,
-0.00116998,-0.16245,0.232347,
146.431,138.436,130.434,114.35,106.397,
-58.9002,-57.9183,-56.995,-56.6443,-57.8741,
-0.112177,-0.125385,-0.0975372,0.0813291,0.232347,
146.299,122.4,106.397,
-59.8262,-56.4066,-57.8741,
-0.211046,-0.0304537,0.232347,
145.039,135.483,125.795,116.041,106.397,
-59.5881,-57.6086,-56.4546,-56.4417,-57.8741,
-0.236589,-0.166661,-0.0651955,0.0678072,0.232347,
145.707,135.753,125.859,106.397,
-59.2065,-58.9276,-57.8265,-57.8741,
-0.00116998,-0.0621359,-0.166825,0.232347,
146.527,138.594,122.468,106.397,
-59.1352,-57.4766,-56.0447,-57.8741,
-0.238551,-0.171452,0.00336674,0.232347,
146.136,138.255,130.316,122.318,106.397,
-59.4785,-57.9962,-56.8762,-56.3373,-57.8741,
-0.199772,-0.167551,-0.108229,-0.021805,0.232347,
144.984,135.347,125.69,106.397,
-58.706,-57.5865,-56.6615,-57.8741,
-0.104389,-0.116244,-0.0640736,0.232347,
146.517,138.58,122.475,106.397,
-59.4681,-57.843,-56.2136,-57.8741,
-0.225335,-0.175141,-0.0127391,0.232347,
145.707,138.219,130.75,123.304,114.828,106.397,
-59.2065,-58.9688,-58.3633,-57.5247,-56.9491,-57.8741,
-0.00116998,-0.0593014,-0.0995118,-0.121801,0.0034664,0.232347,
145.99,136.132,126.225,116.261,106.397,
-59.2888,-57.7943,-56.6796,-56.517,-57.8741,
-0.150549,-0.140803,-0.073738,0.0506453,0.232347,
146.237,106.397,
-59.6443,-57.8741,
-0.186959,0.232347,
146.306,138.436,130.432,122.37,106.397,
-58.7405,-56.9795,-55.9924,-55.8031,-57.8741,
-0.268245,-0.171719,-0.0733966,0.0267219,0.232347,
145.707,137.028,128.363,119.758,113.056,106.397,
-59.2065,-59.0797,-58.5673,-57.443,-56.9773,-57.8741,
-0.00116998,-0.0324393,-0.0900977,-0.174145,0.0338188,0.232347,
146.483,106.397,
-59.3325,-57.8741,
-0.179472,0.232347,
145.363,135.654,125.901,116.099,106.397,
-59.0564,-57.6622,-56.6328,-56.5208,-57.8741,
-0.1426,-0.133267,-0.0676645,0.0542069,0.232347,
145.707,129.2,120.976,113.646,106.397,
-59.2065,-57.9169,-56.927,-56.7764,-57.8741,
-0.00116998,-0.122148,-0.10929,0.0665361,0.232347,
146.264,130.401,122.364,106.397,
-59.2077,-56.5242,-56.1215,-57.8741,
-0.229174,-0.0948223,-0.00251807,0.232347,
146.524,138.542,130.518,106.397,
-59.0206,-57.7296,-56.7367,-57.8741,
-0.169381,-0.146523,-0.0949216,0.232347,
146.573,138.649,130.604,122.492,114.391,106.397,
-59.1313,-57.3605,-56.277,-55.9561,-56.4682,-57.8741,
-0.260115,-0.178258,-0.0880839,0.0104085,0.117219,0.232347,
146.583,138.568,130.534,122.46,106.397,
-58.867,-57.7701,-56.8376,-56.3544,-57.8741,
-0.134502,-0.131649,-0.0935378,-0.0201679,0.232347,
146.503,138.483,130.474,106.397,
-59.1794,-58.3002,-57.3234,-57.8741,
-0.0862468,-0.123707,-0.110578,0.232347,
145.707,130.688,123.212,106.397,
-59.2065,-58.4121,-57.5725,-57.8741,
-0.00116998,-0.0962886,-0.125338,0.232347,
145.707,130.366,122.723,106.397,
-59.2065,-58.2428,-57.4052,-57.8741,
-0.00116998,-0.103887,-0.109332,0.232347,
145.176,135.575,125.848,116.066,106.397,
-59.3206,-57.4179,-56.3499,-56.4085,-57.8741,
