197.197,189.294,181.392,173.49,165.588,158.412,
-1.71521,-1.65475,-1.51526,-1.34756,-1.20247,-10.7852,
-0.000507122,-0.0137225,-0.0205073,-0.0208617,-0.0147857,1.33179,
189.407,181.697,173.927,166.147,158.412,
-1.01063,0.352125,1.27119,0.636337,-10.7852,
-0.15623,-0.169997,-0.0418079,0.228338,1.33179,
189.243,181.421,173.457,165.692,160.095,158.412,
-0.711156,1.11167,2.0094,0.236084,-5.31593,-10.7852,
-0.21394,-0.207274,0.0194904,0.466354,1.13332,1.33179,
189.372,181.548,173.73,165.932,158.412,
-1.69359,-1.56851,-1.23778,-0.599715,-10.7852,
-0.00719671,-0.0269547,-0.0597812,-0.105676,1.33179,
189.348,181.57,173.749,165.891,160.488,158.412,
-1.07683,0.1898,1.13399,0.79851,-3.75932,-10.7852,
-0.141544,-0.161038,-0.0589897,0.164601,1.11333,1.33179,
189.163,181.181,173.161,165.132,160.207,158.412,
-1.14479,-0.0377348,0.718303,0.231421,-4.16407,-10.7852,
-0.122805,-0.134358,-0.0351673,0.174768,1.14855,1.33179,
189.415,181.749,173.994,166.233,160.79,158.412,
-0.859599,0.786675,1.8772,1.05099,-3.75019,-10.7852,
-0.189511,-0.204603,-0.0457818,0.286952,1.07066,1.33179,
189.193,181.302,173.281,165.498,159.881,158.412,
-0.760886,0.944583,1.6993,-0.192067,-5.79154,-10.7852,
-0.201291,-0.188857,0.0367952,0.475665,1.12775,1.33179,
189.519,181.926,174.282,166.592,160.823,158.412,
-1.0191,0.362726,1.39591,1.03726,-3.5719,-10.7852,
-0.157762,-0.17973,-0.0664103,0.182196,1.0627,1.33179,
189.158,181.256,173.204,165.37,159.837,158.412,
-0.680671,1.19343,2.10479,0.250107,-5.47804,-10.7852,
-0.217927,-0.210288,0.0224096,0.480166,1.16298,1.33179,
197.197,181.456,173.587,165.722,158.412,
-1.71521,-1.67607,-1.54057,-1.24557,-10.7852,
-0.000507122,-0.00969382,-0.0260478,-0.0502421,1.33179,
189.202,181.337,173.329,159.958,158.412,
-0.711014,1.10466,1.97592,-5.47953,-10.7852,
-0.21264,-0.204349,0.0243666,1.14307,1.33179,
189.138,164.963,158.412,
-1.76236,-1.98453,-10.7852,
0.0108275,-0.00487421,1.33179,
189.31,181.428,173.544,165.658,160.425,158.412,
-1.58034,-1.29219,-1.01331,-0.906308,-4.47908,-10.7852,
-0.0302557,-0.0393868,-0.0279003,0.00420379,1.06065,1.33179,
189.357,181.519,173.679,165.857,158.412,
-1.83491,-2.01952,-1.99546,-1.48957,-10.7852,
0.0252242,0.0160564,-0.0280105,-0.106977,1.33179,
189.41,181.687,173.935,166.134,160.525,158.412,
-1.13144,0.0544132,1.01439,0.915843,-3.6001,-10.7852,
-0.131374,-0.15556,-0.0730632,0.116115,1.10916,1.33179,
189.164,165.392,159.825,158.412,
-0.706859,0.105315,-5.58229,-10.7852,
-0.212385,0.478461,1.1509,1.33179,
197.197,189.122,181.047,172.971,164.897,158.412,
-1.71521,-1.70209,-1.68843,-1.70054,-1.7647,-10.7852,
-0.000507122,-0.00220093,-0.000638563,0.00417997,0.0122547,1.33179,
189.201,181.225,173.229,165.258,160.421,158.412,
-1.32446,-0.609897,-0.244245,-0.900554,-4.74385,-10.7852,
-0.0831234,-0.0815542,0.0042006,0.174141,1.06383,1.33179,
197.197,189.155,181.113,173.071,165.032,158.412,
-1.71521,-1.62418,-1.47267,-1.43085,-1.66884,-10.7852,
-0.000507122,-0.0186057,-0.0155458,0.00867264,0.0540496,1.33179,
189.451,181.717,173.98,166.232,160.66,158.412,
-1.48304,-0.995904,-0.555563,-0.463948,-4.18827,-10.7852,
-0.0529292,-0.0663714,-0.0408339,0.0236835,1.03398,1.33179,
197.197,189.154,181.112,173.07,165.031,158.412,
-1.71521,-1.66182,-1.58623,-1.60307,-1.82695,-10.7852,
-0.000507122,-0.0103946,-0.00602814,0.0125921,0.0454662,1.33179,
197.197,189.114,181.031,172.948,164.866,158.412,
-1.71521,-1.68632,-1.64576,-1.65043,-1.75721,-10.7852,
-0.000507122,-0.00546901,-0.00339291,0.00572118,0.0218732,1.33179,
189.149,181.106,173.059,165.014,160.224,158.412,
-1.54894,-1.23696,-1.04713,-1.24742,-4.82183,-10.7852,
-0.0352618,-0.0367251,-0.00489697,0.0602225,1.08875,1.33179,
189.229,181.391,173.411,165.636,160.039,158.412,
-0.713524,1.10201,1.98677,0.194986,-5.3769,-10.7852,
-0.212957,-0.20564,0.0214446,0.468296,1.13492,1.33179,
189.236,181.322,173.373,165.419,160.368,158.412,
-1.16962,-0.115829,0.589422,0.0857154,-4.20625,-10.7852,
-0.118377,-0.128405,-0.0305904,0.175066,1.11217,1.33179,
189.134,159.745,158.412,
-0.735184,-5.95151,-10.7852,
-0.205038,1.15709,1.33179,
197.197,189.12,181.043,172.967,164.89,158.412,
-1.71521,-1.75651,-1.85749,-1.97152,-2.05196,-10.7852,
-0.000507122,0.00977001,0.0142727,0.0130009,0.00595466,1.33179,
189.234,181.392,173.416,165.65,160.001,158.412,
-0.744003,1.00861,1.83791,0.0404937,-5.47282,-10.7852,
-0.206418,-0.19753,0.0261545,0.464637,1.11792,1.33179,
197.197,189.239,181.281,173.323,165.367,158.412,
-1.71521,-1.73111,-1.74816,-1.70828,-1.55338,-10.7852,
-0.000507122,0.00328659,-0.000218424,-0.0110222,-0.0291247,1.33179,
189.222,181.358,173.366,165.604,159.961,158.412,
-0.768303,0.926799,1.68579,-0.170113,-5.70581,-10.7852,
-0.200537,-0.188788,0.0347386,0.470043,1.11713,1.33179,
189.271,181.489,173.558,165.8,160.191,158.412,
-0.684915,1.20228,2.18459,0.492741,-5.01072,-10.7852,
-0.220796,-0.217776,0.00855293,0.45819,1.13114,1.33179,
189.26,181.444,173.495,165.745,160.064,158.412,
-0.749368,0.998,1.83842,0.0834184,-5.36192,-10.7852,
-0.20609,-0.198209,0.0231348,0.457942,1.10621,1.33179,
189.472,181.767,174.056,166.326,160.671,158.412,
-1.40197,-0.749466,-0.17546,-0.0982337,-4.00411,-10.7852,
-0.0715271,-0.0884141,-0.0511681,0.0402107,1.04643,1.33179,
197.197,181.173,165.148,158.412,
-1.71521,-1.62451,-1.52361,-10.7852,
-0.000507122,-0.00839614,-0.0017802,1.33179,
197.197,189.07,180.943,172.816,164.693,158.412,
-1.71521,-1.67215,-1.61787,-1.65234,-1.87552,-10.7852,
-0.000507122,-0.00803951,-0.00326927,0.0138036,0.0431791,1.33179,
197.197,189.142,181.088,173.033,164.978,158.412,
-1.71521,-1.64318,-1.5057,-1.40842,-1.45702,-10.7852,
-0.000507122,-0.0151914,-0.0167583,-0.00520783,0.01946,1.33179,
189.462,181.751,174.031,166.29,160.647,158.412,
-1.36561,-0.641941,-0.0182687,0.0305127,-3.95659,-10.7852,
-0.079597,-0.0973235,-0.0536868,0.0513132,1.05556,1.33179,
189.178,181.172,173.156,165.14,160.263,158.412,
-1.40844,-0.821955,-0.443337,-0.760777,-4.59931,-10.7852,
-0.0658241,-0.0703035,-0.0139452,0.103251,1.10049,1.33179,
197.197,181.146,173.121,165.097,158.412,
-1.71521,-1.59511,-1.59672,-1.76887,-10.7852,
-0.000507122,-0.00639309,0.00881049,0.0361118,1.33179,
189.528,181.899,174.251,166.573,158.412,
-1.2461,-0.296022,0.465185,0.36517,-10.7852,
-0.107088,-0.126144,-0.0576757,0.0983173,1.33179,
189.164,181.242,173.19,165.393,159.816,158.412,
-0.760784,0.936949,1.66346,-0.286546,-5.96241,-10.7852,
-0.200341,-0.186197,0.0419265,0.484028,1.14011,1.33179,
197.197,182.059,174.5,166.939,158.412,
-1.71521,-1.18003,-0.700608,-0.243074,-10.7852,
-0.000507122,-0.0593925,-0.064582,-0.0536028,1.33179,
189.368,181.595,173.785,165.953,160.564,158.412,
-1.14032,-0.00937001,0.806213,0.430225,-3.94111,-10.7852,
-0.127489,-0.142866,-0.0466392,0.161192,1.08683,1.33179,
189.392,181.696,173.958,166.124,160.395,158.412,
-0.959859,0.591248,1.89603,1.90327,-3.0942,-10.7852,
-0.170059,-0.205341,-0.106354,0.126903,1.16109,1.33179,
189.276,181.504,173.581,165.817,160.19,158.412,
-0.672573,1.2451,2.26794,0.616084,-4.86382,-10.7852,
-0.223809,-0.222562,0.00323244,0.453575,1.12847,1.33179,
189.401,181.64,173.859,166.058,160.598,158.412,
-1.26673,-0.372907,0.304305,0.100665,-4.03365,-10.7852,
-0.100243,-0.114919,-0.0445343,0.11091,1.06793,1.33179,
189.251,181.42,173.46,165.711,160.049,158.412,
-0.759309,0.962096,1.76504,-0.032,-5.50969,-10.7852,
-0.20348,-0.193882,0.0282868,0.463027,1.11034,1.33179,
189.403,181.611,173.821,166.031,160.585,158.412,
-1.64973,-1.48617,-1.26203,-1.01476,-4.43346,-10.7852,
-0.0154962,-0.0256769,-0.0310494,-0.0316135,1.02527,1.33179,
189.156,181.145,173.111,165.076,160.208,158.412,
-1.27507,-0.426676,0.137028,-0.278767,-4.39929,-10.7852,
