92.63,-119.577,1.57343
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.281,-138.873,1.5641
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3829,-129.349,1.56835
92.3162,-139.178,1.55844
92.116,-149.005,1.5412
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3482,-134.986,1.56299
92.2533,-142.718,1.55344
92.0702,-150.449,1.54017
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3749,-126.644,1.56696
92.2683,-140.89,1.55988
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.2911,-141.606,1.56071
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3677,-127.388,1.5654
92.3027,-135.256,1.55963
92.1914,-143.124,1.55364
92.0322,-150.99,1.54743
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3123,-138.912,1.56354
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.2498,-141.539,1.55751
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3908,-125.921,1.57177
92.4045,-132.321,1.57438
92.345,-141.16,1.55395
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3696,-133.362,1.56762
92.2889,-141.853,1.55434
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3486,-141.216,1.56593
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3621,-133.806,1.56859
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3636,-134.185,1.56693
92.3253,-141.517,1.56411
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3279,-136.152,1.56222
92.2287,-144.468,1.55521
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.374,-127.276,1.56671
92.3204,-135.032,1.56078
92.2142,-142.788,1.55315
92.0423,-150.542,1.54382
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.2709,-134.95,1.55705
92.1505,-142.664,1.55371
92.0136,-150.378,1.55278
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.4064,-133.704,1.57656
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3375,-138.168,1.56154
92.2295,-145.057,1.54839
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3066,-133.87,1.56126
92.2351,-141.044,1.56088
91.7105,-158.825,1.51664
92.5766,-119.35,1.57454
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3284,-134.641,1.56302
92.2568,-142.201,1.55971
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.2678,-141.783,1.55799
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3461,-134.254,1.56343
92.2669,-141.62,1.55628
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3891,-126.114,1.57144
92.4036,-132.708,1.57509
92.3453,-141.418,1.55347
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.2805,-135.805,1.55782
92.1513,-143.947,1.55215
91.9785,-152.087,1.54709
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3829,-129.349,1.56835
92.3162,-139.178,1.55844
92.116,-149.005,1.5412
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3829,-129.349,1.56835
92.3162,-139.178,1.55844
92.116,-149.005,1.5412
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3098,-133.835,1.56166
92.2419,-140.992,1.56145
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.322,-139.506,1.56191
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3533,-134.427,1.56612
92.3106,-141.88,1.56405
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3829,-129.349,1.56835
92.3162,-139.178,1.55844
92.116,-149.005,1.5412
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3673,-126.869,1.56525
92.3111,-134.218,1.56135
92.2328,-141.567,1.55924
92.0636,-150.199,1.54184
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3852,-126.633,1.56934
92.3607,-133.746,1.56488
92.2943,-140.858,1.55758
92.0944,-149.845,1.53891
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3829,-129.349,1.56835
92.3162,-139.178,1.55844
92.116,-149.005,1.5412
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3319,-136.001,1.56442
92.2709,-144.241,1.56251
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3755,-126.855,1.56734
92.3397,-134.19,1.56466
92.2877,-141.525,1.5629
92.0991,-150.178,1.53628
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3164,-135.155,1.56046
92.2072,-142.972,1.55294
92.0333,-150.788,1.54391
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.3847,-124.713,1.56925
92.3586,-133.244,1.5652
92.272,-141.774,1.55508
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.2993,-141.912,1.56362
92.1042,-150.372,1.53393
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.2251,-142.703,1.55659
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.4266,-134.055,1.575
92.3558,-142.316,1.55031
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.2663,-141.919,1.5611
91.7105,-158.825,1.51664
92.3882,-119.52,1.57095
92.403,-126.576,1.57576
92.4711,-133.632,1.58608
91.7105,-158.825,1.51664
