179.503,172.585,163.33,157.942,156.864,157.06,
-1.50262,0.140649,-1.08057,-8.99478,-18.6487,-28.3984,
-0.0943639,-0.408915,0.611002,1.27546,1.58447,1.53801,
186.637,156.627,157.06,
-1.70986,-12.3058,-28.3984,
-0.00050714,1.6045,1.53801,
179.345,172.116,163.363,157.06,
-0.142803,1.7588,-1.35194,-28.3984,
-0.328529,-0.0917003,0.728307,1.53801,
186.637,179.612,172.722,158.433,157.06,
-1.70986,-1.14463,0.352496,-9.41692,-28.3984,
-0.00050714,-0.153592,-0.267858,1.25291,1.53801,
186.637,157.052,157.06,
-1.70986,-12.1306,-28.3984,
-0.00050714,1.60364,1.53801,
186.637,168.749,156.76,156.964,157.06,
-1.70986,-1.29053,-12.5925,-20.495,-28.3984,
-0.00050714,0.160892,1.5652,1.60885,1.53801,
186.637,178.867,171.164,162.75,158.079,157.06,
-1.70986,-1.35942,-0.291648,-2.75212,-10.3679,-28.3984,
-0.00050714,-0.0905224,-0.185826,0.703211,1.28686,1.53801,
179.986,173.504,164.165,158.658,157.135,157.06,
-0.459062,1.5752,-0.634004,-8.71171,-18.4782,-28.3984,
-0.308072,-0.237084,0.651535,1.24359,1.53908,1.53801,
179.238,171.944,163.165,157.06,
-0.823287,0.758522,-1.75115,-28.3984,
-0.202196,-0.189094,0.695066,1.53801,
179.187,171.786,164.385,159.469,158.008,157.349,157.06,
-0.600482,0.852211,-0.137516,-5.53957,-13.0736,-20.7237,-28.3984,
-0.232949,-0.0925027,0.420832,1.30705,1.44164,1.51863,1.53801,
186.637,178.937,171.313,157.06,
-1.70986,-1.45122,-0.378035,-28.3984,
-0.00050714,-0.0766802,-0.213024,1.53801,
179.316,172.13,163.229,158.086,156.948,157.06,
-1.64454,-0.372173,-1.98915,-9.68209,-18.9885,-28.3984,
-0.0547181,-0.333196,0.635984,1.27091,1.57159,1.53801,
186.637,177.177,167.717,157.278,157.06,
-1.70986,-1.62871,-1.59574,-12.2648,-28.3984,
-0.00050714,-0.0113406,0.00968024,1.37573,1.53801,
186.637,158.394,158.107,157.512,157.06,
-1.70986,-7.41467,-14.4178,-21.4031,-28.3984,
-0.00050714,1.57312,1.49703,1.48533,1.53801,
186.637,179.364,172.205,163.375,158.293,157.038,157.06,
-1.70986,-1.25529,0.100437,-1.98973,-9.72432,-19.0026,-28.3984,
-0.00050714,-0.124563,-0.249959,0.662411,1.26453,1.5564,1.53801,
186.637,158.179,157.692,157.06,
-1.70986,-6.86774,-14.0383,-28.3984,
-0.00050714,1.49266,1.51247,1.53801,
186.637,178.931,171.351,162.583,157.827,156.9,157.06,
-1.70986,-0.84899,0.836609,-1.61739,-9.6043,-18.9645,-28.3984,
-0.00050714,-0.193509,-0.215618,0.706841,1.3066,1.58366,1.53801,
186.637,179.278,172.036,158.193,157.06,
-1.70986,-1.20091,0.211965,-9.70283,-28.3984,
-0.00050714,-0.134226,-0.247771,1.27298,1.53801,
186.637,176.989,167.321,155.67,156.852,157.06,
-1.70986,-0.782368,-0.483862,-13.1536,-20.7311,-28.3984,
-0.00050714,-0.12724,0.129489,1.79333,1.65976,1.53801,
186.637,159.135,158.042,157.398,157.06,
-1.70986,-7.02388,-14.1044,-21.2407,-28.3984,
-0.00050714,1.37903,1.45267,1.50566,1.53801,
186.637,178.402,170.169,162.212,157.922,157.573,157.294,157.06,
-1.70986,-0.643704,0.443865,-1.55983,-8.32124,-15.0109,-21.7038,-28.3984,
-0.00050714,-0.193491,-0.00568936,0.562897,1.51227,1.5245,1.53308,1.53801,
186.637,158.444,157.797,157.06,
-1.70986,-7.52611,-14.4702,-28.3984,
-0.00050714,1.46138,1.49343,1.53801,
186.637,179.192,171.84,163.172,158.23,157.03,157.06,
-1.70986,-1.36634,-0.164572,-2.34676,-10.0057,-19.147,-28.3984,
-0.00050714,-0.097895,-0.232336,0.673399,1.27037,1.55857,1.53801,
186.637,179.153,171.781,163.028,158.089,156.976,157.06,
-1.70986,-1.29206,0.0573514,-2.06888,-9.8244,-19.0623,-28.3984,
-0.00050714,-0.114718,-0.251076,0.673824,1.28031,1.56837,1.53801,
186.637,158.634,158.208,157.539,157.06,
-1.70986,-6.38504,-13.7295,-21.057,-28.3984,
-0.00050714,1.54893,1.48655,1.48291,1.53801,
186.637,170.083,157.863,157.197,157.06,
-1.70986,-0.818072,-10.1899,-19.2794,-28.3984,
-0.00050714,0.0973616,1.42187,1.55007,1.53801,
186.637,179.017,171.496,158.019,156.96,157.06,
-1.70986,-1.44501,-0.237908,-10.0488,-19.1777,-28.3984,
-0.00050714,-0.0829619,-0.249286,1.28526,1.57186,1.53801,
186.637,179.469,172.453,163.428,158.209,156.99,157.06,
-1.70986,-1.25986,0.257225,-1.56543,-9.39233,-18.8388,-28.3984,
-0.00050714,-0.131363,-0.301016,0.644719,1.26647,1.56423,1.53801,
186.637,158.332,157.857,157.397,157.06,
-1.70986,-6.31361,-13.6724,-21.0322,-28.3984,
-0.00050714,1.5099,1.50499,1.51436,1.53801,
179.09,171.629,164.087,159.286,158.105,157.42,157.06,
-0.40631,1.40012,0.587234,-5.03064,-12.772,-20.5741,-28.3984,
-0.272872,-0.133605,0.417292,1.37982,1.45504,1.50777,1.53801,
186.637,157.775,157.471,157.06,
-1.70986,-8.03473,-14.8201,-28.3984,
-0.00050714,1.51493,1.5349,1.53801,
186.637,177.806,169,161.241,157.348,156.81,157.06,
-1.70986,-1.67738,-1.06771,-3.88585,-11.3567,-19.8602,-28.3984,
-0.00050714,-0.0216257,-0.131408,0.773268,1.35306,1.60798,1.53801,
179.094,171.552,164.18,159.072,157.481,157.06,
-0.936169,-0.159535,-1.66494,-7.02998,-14.0265,-28.3984,
-0.153155,-0.00128602,0.455099,1.216,1.45631,1.53801,
186.637,179.629,172.765,158.394,157.06,
-1.70986,-1.29463,0.156001,-9.39677,-28.3984,
-0.00050714,-0.125797,-0.298682,1.25219,1.53801,
186.637,167.575,156.281,157.06,
-1.70986,-1.18611,-14.0942,-28.3984,
-0.00050714,0.180331,1.7688,1.53801,
186.637,158.628,157.631,157.06,
-1.70986,-9.52292,-18.9432,-28.3984,
-0.00050714,1.44773,1.4854,1.53801,
186.637,179.858,173.273,158.417,157.06,
-1.70986,-1.06984,0.678762,-8.87167,-28.3984,
-0.00050714,-0.182304,-0.331421,1.2492,1.53801,
179.123,171.605,164.295,159.212,157.06,
-1.01356,-0.394245,-2.02111,-7.37295,-28.3984,
-0.135796,0.0199417,0.466706,1.2045,1.53801,
186.637,172.19,163.223,158.121,157.06,
-1.70986,0.445032,-1.55941,-9.43551,-28.3984,
-0.00050714,-0.276201,0.661446,1.27636,1.53801,
186.637,179.154,171.806,162.951,157.986,156.934,157.06,
-1.70986,-1.20514,0.297946,-1.76581,-9.61722,-18.9627,-28.3984,
-0.00050714,-0.134372,-0.269372,0.672086,1.28714,1.57578,1.53801,
179.097,171.55,164.233,159.096,157.437,157.06,
-1.06712,-0.554873,-2.25951,-7.60195,-14.3916,-28.3984,
-0.122974,0.0340318,0.47051,1.18646,1.45126,1.53801,
179.677,172.856,163.804,158.37,157.022,157.06,
-1.77861,-0.572079,-1.88302,-9.49828,-18.881,-28.3984,
-0.0311807,-0.370511,0.602192,1.24451,1.55645,1.53801,
179.133,171.691,164.208,159.103,157.06,
-0.554211,1.01421,0.175348,-5.13635,-28.3984,
-0.242644,-0.110369,0.396317,1.27741,1.53801,
186.637,158.441,157.908,157.06,
-1.70986,-7.12316,-14.2104,-28.3984,
-0.00050714,1.49908,1.49528,1.53801,
186.637,157.682,157.171,157.122,157.06,
-1.70986,-7.4901,-14.4455,-21.4221,-28.3984,
-0.00050714,1.44152,1.54206,1.57422,1.53801,
