179.503,172.585,163.33,157.942,156.864,157.06,
-1.50262,0.140649,-1.08057,-8.99478,-18.6487,-28.3984,
-0.0943639,-0.408915,0.611002,1.27546,1.58447,1.53801,
186.637,156.627,157.06,
-1.70986,-12.3058,-28.3984,
-0.00050714,1.6045,1.53801,
179.345,172.116,163.363,157.06,
-0.142803,1.7588,-1.35194,-28.3984,
-0.328529,-0.0917003,0.728307,1.53801,
179.999,173.549,158.601,157.102,157.06,
-0.733397,1.1779,-8.73076,-18.4887,-28.3984,
-0.254321,-0.284616,1.24183,1.5437,1.53801,
186.637,177.787,168.953,161.305,157.443,156.85,157.06,
-1.70986,-1.7239,-1.26399,-4.15781,-11.5455,-19.9522,-28.3984,
-0.00050714,-0.0107664,-0.10771,0.777814,1.34728,1.60068,1.53801,
186.637,158.729,158.087,157.462,157.06,
-1.70986,-8.25123,-14.9605,-21.6712,-28.3984,
-0.00050714,1.48461,1.47154,1.48934,1.53801,
186.637,158.78,157.916,157.377,157.06,
-1.70986,-6.37215,-13.6889,-21.0371,-28.3984,
-0.00050714,1.4264,1.4778,1.515,1.53801,
179.186,171.779,164.38,159.399,157.06,
-0.629148,0.776178,-0.222498,-5.57186,-28.3984,
-0.226629,-0.0874727,0.416962,1.28668,1.53801,
179.059,171.54,164.013,159.265,158.097,157.06,
-0.5079,1.07618,0.0405465,-5.65318,-13.1871,-28.3984,
-0.248249,-0.101163,0.440753,1.3775,1.45286,1.53801,
179.865,173.25,164.039,158.597,157.116,157.06,
-0.807197,0.958413,-1.09166,-9.02139,-18.6353,-28.3984,
-0.230578,-0.257161,0.644189,1.24383,1.54178,1.53801,
186.637,177.77,168.892,160.758,156.984,157.136,157.06,
-1.70986,-1.01365,-0.903574,-4.20888,-11.9397,-20.1688,-28.3984,
-0.00050714,-0.100778,0.131448,0.696172,1.59339,1.58024,1.53801,
186.637,179.026,171.596,162.609,157.667,156.814,157.06,
-1.70986,-1.19185,0.520632,-1.35022,-9.34854,-18.8399,-28.3984,
-0.00050714,-0.141324,-0.31764,0.669062,1.30724,1.59689,1.53801,
186.637,179.035,171.511,162.972,157.06,
-1.70986,-1.23128,-0.0333139,-2.47098,-28.3984,
-0.00050714,-0.117814,-0.190531,0.695555,1.53801,
179.22,171.901,163.189,158.151,157.06,
-1.82262,-0.800587,-2.51717,-10.0628,-28.3984,
-0.0154334,-0.308435,0.642359,1.26703,1.53801,
186.637,177.841,169.057,157.568,157.06,
-1.70986,-1.41096,-0.848606,-11.4452,-28.3984,
-0.00050714,-0.0581918,-0.0604383,1.34231,1.53801,
186.637,158.909,157.866,157.341,157.06,
-1.70986,-5.66173,-13.1993,-20.792,-28.3984,
-0.00050714,1.38713,1.47349,1.52378,1.53801,
186.637,177.812,169.009,161.271,157.409,156.839,157.06,
-1.70986,-1.35142,-0.61305,-3.6887,-11.245,-19.8033,-28.3984,
-0.00050714,-0.0714099,-0.0866833,0.790362,1.35349,1.60271,1.53801,
186.637,158.028,157.792,157.4,157.06,
-1.70986,-5.86128,-13.377,-20.8865,-28.3984,
-0.00050714,1.5588,1.52448,1.51755,1.53801,
186.637,179.061,171.571,162.984,158.156,157.06,
-1.70986,-1.27666,-0.0610292,-2.40464,-10.0874,-28.3984,
-0.00050714,-0.11137,-0.208023,0.689029,1.27905,1.53801,
186.637,179.406,172.362,163.202,158.03,156.929,157.06,
-1.70986,-0.845529,1.04936,-0.951361,-9.01904,-18.6609,-28.3984,
-0.00050714,-0.214146,-0.288156,0.662475,1.28371,1.57556,1.53801,
186.637,158.093,157.404,157.203,157.06,
-1.70986,-4.90104,-12.713,-20.555,-28.3984,
-0.00050714,1.43353,1.52313,1.55796,1.53801,
186.637,178.988,171.488,157.746,156.849,157.06,
-1.70986,-1.37911,0.110712,-9.64271,-18.9844,-28.3984,
-0.00050714,-0.10279,-0.306283,1.30163,1.59127,1.53801,
186.637,158.578,157.708,157.06,
-1.70986,-9.62989,-19.0059,-28.3984,
-0.00050714,1.49093,1.4779,1.53801,
179.022,171.487,162.937,158.094,156.987,157.06,
-1.66461,-0.661403,-2.71404,-10.2704,-19.285,-28.3984,
-0.0402688,-0.25338,0.670897,1.27755,1.56659,1.53801,
186.637,177.778,168.915,160.856,157.147,157.213,157.06,
-1.70986,-1.09101,-1.14848,-4.60068,-12.3583,-20.379,-28.3984,
-0.00050714,-0.085292,0.15199,0.71134,1.59276,1.56534,1.53801,
186.637,178.642,170.698,157.935,156.963,157.06,
-1.70986,-1.661,-0.838325,-10.723,-19.5203,-28.3984,
-0.00050714,-0.0331846,-0.194672,1.29625,1.57328,1.53801,
178.872,171.105,163.578,158.967,157.921,157.06,
-0.830522,0.0274505,-1.76264,-7.78862,-14.6143,-28.3984,
-0.16819,0.00497966,0.519001,1.37387,1.45868,1.53801,
179.187,171.858,164.349,158.72,156.834,156.852,157.06,
-0.426373,1.51243,1.27744,-3.45529,-11.6037,-20.0007,-28.3984,
-0.277598,-0.176614,0.302446,1.15958,1.49254,1.61869,1.53801,
186.637,156.977,157.102,157.06,
-1.70986,-12.4706,-20.4344,-28.3984,
-0.00050714,1.58013,1.58448,1.53801,
186.637,177.752,168.867,160.785,156.961,157.075,157.06,
-1.70986,-1.12327,-1.23552,-4.70256,-12.4412,-20.4198,-28.3984,
-0.00050714,-0.0789876,0.156655,0.706422,1.57031,1.58839,1.53801,
186.637,179.22,171.96,157.957,156.915,157.06,
-1.70986,-1.11757,0.523011,-9.40006,-18.8548,-28.3984,
-0.00050714,-0.154915,-0.285638,1.28825,1.57865,1.53801,
186.637,179.424,172.337,157.031,157.06,
-1.70986,-1.24905,0.161381,-18.9425,-28.3984,
-0.00050714,-0.128608,-0.26577,1.55746,1.53801,
186.637,158.077,157.507,157.06,
-1.70986,-8.22336,-14.9342,-28.3984,
-0.00050714,1.45192,1.51456,1.53801,
186.637,157.823,157.647,157.06,
-1.70986,-6.75566,-13.9724,-28.3984,
-0.00050714,1.56127,1.53475,1.53801,
186.637,177.82,168.997,160.912,157.047,157.116,157.06,
-1.70986,-1.05766,-1.01377,-4.30997,-11.9507,-20.1748,-28.3984,
-0.00050714,-0.0932819,0.137271,0.691152,1.56836,1.58081,1.53801,
186.637,159.131,158.187,157.06,
-1.70986,-6.73947,-13.9339,-28.3984,
-0.00050714,1.4278,1.45461,1.53801,
186.637,178.606,170.66,162.229,157.71,157.06,
-1.70986,-1.34008,-0.130325,-2.55046,-10.2834,-28.3984,
-0.00050714,-0.0950361,-0.210655,0.714702,1.3146,1.53801,
186.637,177.021,167.416,156.084,157.06,
-1.70986,-1.07338,-1.3751,-14.5066,-28.3984,
-0.00050714,-0.0745026,0.19455,1.7618,1.53801,
186.637,158.388,157.843,157.06,
-1.70986,-8.42241,-15.0743,-28.3984,
-0.00050714,1.48661,1.49321,1.53801,
179.223,171.92,163.11,156.896,157.06,
-2.19846,-1.21451,-2.4131,-19.1185,-28.3984,
0.0489913,-0.400274,0.611142,1.58029,1.53801,
179.286,172.055,164.66,159.712,158.22,157.434,157.06,
-0.35411,1.62682,1.14356,-4.11168,-12.1291,-20.2484,-28.3984,
-0.294498,-0.170621,0.371124,1.33074,1.43666,1.50575,1.53801,
178.953,171.297,163.706,158.658,157.388,157.127,157.06,
-0.672859,0.602062,-0.611042,-6.20221,-13.5229,-20.9576,-28.3984,
-0.20865,-0.0622891,0.438575,1.29394,1.48577,1.56713,1.53801,
186.637,158.301,157.761,157.06,
-1.70986,-6.74685,-13.9564,-28.3984,
-0.00050714,1.4866,1.50538,1.53801,
186.637,178.113,169.61,161.788,157.692,157.06,
-1.70986,-1.67398,-1.11928,-3.90613,-11.3084,-28.3984,
-0.00050714,-0.0212942,-0.122384,0.754909,1.32407,1.53801,
186.637,158.765,157.977,157.411,157.06,
-1.70986,-6.11398,-13.5242,-20.9547,-28.3984,
-0.00050714,1.44979,1.47989,1.5093,1.53801,
186.637,177.498,168.37,160.204,156.764,157.11,157.06,
-1.70986,-1.15159,-1.43289,-5.29541,-13.4583,-20.9244,-28.3984,
-0.00050714,-0.0683031,0.183183,0.753953,1.644,1.59037,1.53801,
186.637,158.727,157.773,157.06,
-1.70986,-8.10192,-14.828,-28.3984,
-0.00050714,1.38068,1.47243,1.53801,
186.637,158.055,157.496,157.06,
-1.70986,-8.74238,-18.5674,-28.3984,
-0.00050714,1.5132,1.51754,1.53801,
179.606,172.677,163.679,158.542,157.136,157.06,
-0.192535,1.8195,-1.00507,-9.10187,-18.6832,-28.3984,
-0.335977,-0.140743,0.701564,1.26213,1.54094,1.53801,
186.637,177.563,156.624,156.994,157.06,
-1.70986,-1.08468,-12.8094,-20.6005,-28.3984,
-0.00050714,-0.083004,1.61598,1.60957,1.53801,
179.821,173.145,163.932,158.597,157.133,157.06,
-0.232378,1.87854,-0.675902,-8.81208,-18.5338,-28.3984,
-0.343024,-0.186238,0.678396,1.25398,1.54052,1.53801,
179.536,172.519,163.597,158.538,157.144,157.06,
-0.0689475,1.96997,-1.03516,-9.15421,-18.7108,-28.3984,
-0.354181,-0.111909,0.715106,1.26577,1.54007,1.53801,
180.489,174.559,166.609,160.735,157.144,157.06,
-0.261046,2.01384,1.10425,-4.44747,-20.2136,-28.3984,
-0.380488,-0.270441,0.466717,1.01614,1.55179,1.53801,
186.637,177.591,160.375,156.617,156.935,157.06,
-1.70986,-1.14378,-4.98351,-12.9231,-20.6589,-28.3984,
-0.00050714,-0.0723759,0.721956,1.58816,1.6176,1.53801,
186.637,157.802,157.552,157.3,157.06,
-1.70986,-7.477,-14.4507,-21.4244,-28.3984,
-0.00050714,1.53577,1.53445,1.5352,1.53801,
186.637,178.398,158.119,157.414,157.06,
-1.70986,-0.997257,-10.0348,-19.206,-28.3984,
-0.00050714,-0.118316,1.4619,1.51982,1.53801,
186.637,178.977,171.394,162.88,158.092,157.06,
-1.70986,-1.53954,-0.497374,-2.69864,-10.2846,-28.3984,
-0.00050714,-0.0616846,-0.229225,0.682307,1.28069,1.53801,
186.637,158.84,158.026,157.06,
-1.70986,-6.20505,-13.5842,-28.3984,
-0.00050714,1.44735,1.47502,1.53801,
