89.5487,89.4804,89.8098,90.4082,91.8989,
-250.049,-258.258,-266.462,-274.65,-291.004,
1.53304,1.58931,1.62994,1.65494,1.65803,
89.1698,89.2372,89.9256,90.918,91.8989,
-251.185,-261.168,-271.129,-281.066,-291.004,
1.53586,1.61395,1.66035,1.67504,1.65803,
89.6751,89.1678,89.405,90.1181,91.8989,
-248.609,-257.098,-265.602,-274.08,-291.004,
1.45681,1.56016,1.63195,1.6722,1.65803,
89.675,89.4384,89.7157,90.3335,91.8989,
-249.787,-258.047,-266.307,-274.548,-291.004,
1.50407,1.57675,1.62848,1.65927,1.65803,
88.8477,88.7184,89.2011,90.0531,91.8989,
-249.312,-257.679,-266.036,-274.364,-291.004,
1.50912,1.59674,1.65544,1.68522,1.65803,
89.4725,89.5368,90.1522,91.034,91.8989,
-256.13,-264.874,-273.598,-282.3,-291.004,
1.53578,1.6151,1.66192,1.67623,1.65803,
90.1647,89.3242,91.8989,
-247.956,-256.554,-291.004,
1.4077,1.53275,1.65803,
89.9603,88.8324,88.9269,91.8989,
-249.23,-257.553,-265.957,-291.004,
1.34463,1.51832,1.6365,1.65803,
89.5601,89.6903,90.2767,91.0892,91.8989,
-257.5,-265.899,-274.28,-282.642,-291.004,
1.55001,1.61804,1.65872,1.67205,1.65803,
89.2954,89.4955,89.9126,90.49,91.171,91.8989,
-249.056,-257.461,-265.859,-274.247,-282.627,-291.004,
1.57943,1.60863,1.6311,1.64682,1.6558,1.65803,
89.1155,89.5802,90.0762,90.6181,91.2208,91.8989,
-249.738,-257.997,-266.254,-274.509,-282.759,-291.004,
1.62571,1.6286,1.63327,1.63974,1.64799,1.65803,
90.8162,88.9108,88.7023,89.5624,90.8421,91.8989,
-249.556,-257.698,-266.069,-274.405,-282.689,-291.004,
1.21264,1.45628,1.62264,1.71171,1.72351,1.65803,
89.5175,89.45,89.7773,90.3764,91.1244,91.8989,
-248.236,-256.808,-265.374,-273.926,-282.466,-291.004,
1.53511,1.58834,1.62725,1.65183,1.66209,1.65803,
89.5534,89.5376,89.8691,90.443,91.8989,
-249.422,-257.756,-266.083,-274.398,-291.004,
1.54386,1.59184,1.62724,1.65008,1.65803,
89.7409,88.0899,88.1681,89.2916,90.7644,91.8989,
-249.346,-257.589,-266.007,-274.357,-282.655,-291.004,
1.2421,1.49035,1.65607,1.73925,1.73991,1.65803,
89.6517,89.2007,89.4554,90.1602,91.0594,91.8989,
-249.549,-257.853,-266.167,-274.456,-282.727,-291.004,
1.46386,1.5641,1.63363,1.67247,1.6806,1.65803,
89.516,88.8458,89.1021,89.9317,91.8989,
-249.027,-257.429,-265.857,-274.25,-291.004,
1.42223,1.55318,1.64224,1.6894,1.65803,
89.4217,89.2975,91.8989,
-249.887,-258.131,-291.004,
1.52019,1.58793,1.65803,
89.8984,89.1403,89.2938,90.0266,91.0054,91.8989,
-248.695,-257.153,-265.647,-274.112,-282.553,-291.004,
1.41461,1.54167,1.62953,1.67822,1.68772,1.65803,
90.4527,89.1827,89.1423,89.8836,90.9527,91.8989,
-249.124,-257.447,-265.871,-274.267,-282.628,-291.004,
1.32813,1.50165,1.62139,1.68737,1.69959,1.65803,
89.7155,88.2558,88.3637,89.4222,90.8067,91.8989,
-249.016,-257.351,-265.821,-274.232,-282.597,-291.004,
1.27982,1.50275,1.65203,1.72768,1.72968,1.65803,
89.532,89.4427,89.77,90.3785,91.133,91.8989,
-249.403,-257.742,-266.075,-274.393,-282.699,-291.004,
1.52969,1.58777,1.62964,1.65531,1.66477,1.65803,
90.396,89.2821,89.2711,89.9687,90.9765,91.8989,
-248.318,-256.819,-265.397,-273.949,-282.472,-291.004,
1.36056,1.51273,1.61857,1.67806,1.69122,1.65803,
90.0393,89.0668,89.1606,89.9272,91.8989,
-248.835,-257.249,-265.722,-274.164,-291.004,
1.3771,1.52656,1.62939,1.68557,1.65803,
89.4997,88.4978,88.7242,89.6917,91.8989,
-250.623,-258.685,-266.812,-274.887,-291.004,
1.35136,1.53291,1.65436,1.71569,1.65803,
89.6702,88.9159,89.8002,91.8989,
-249.794,-266.31,-274.554,-291.004,
1.37044,1.64449,1.70201,1.65803,
89.8405,89.3439,89.5449,90.1999,91.0654,91.8989,
-248.861,-257.299,-265.75,-274.179,-282.59,-291.004,
