92.2678,91.7014,90.419,
-200.165,-209.772,-238.615,
1.50556,1.51758,1.52898,
92.4004,91.7742,91.0588,90.419,
-199.869,-219.077,-228.662,-238.615,
1.57095,1.50866,1.48471,1.52898,
92.4004,92.2868,91.9599,91.4037,90.8574,90.419,
-199.869,-206.642,-213.408,-221.808,-230.209,-238.615,
1.57095,1.53769,1.50795,1.50333,1.51034,1.52898,
92.4004,91.8799,91.3765,90.419,
-199.869,-214.737,-222.16,-238.615,
1.57095,1.50955,1.49885,1.52898,
92.2732,91.8097,91.3254,90.419,
-200.254,-209.844,-219.434,-238.615,
1.52468,1.52088,1.52033,1.52898,
92.4004,91.9747,91.4887,90.8634,90.419,
-199.869,-215.799,-223.753,-231.697,-238.615,
1.57095,1.51988,1.50035,1.48482,1.52898,
92.6622,90.794,90.419,
-198.987,-228.697,-238.615,
1.45844,1.53445,1.52898,
92.571,91.8361,91.2771,90.419,
-199.498,-209.265,-219.044,-238.615,
1.48441,1.50584,1.52041,1.52898,
92.5721,92.0206,91.4411,90.419,
-199.429,-209.225,-219.019,-238.615,
1.51786,1.51218,1.51215,1.52898,
92.4004,90.914,90.419,
-199.869,-230.246,-238.615,
1.57095,1.49751,1.52898,
92.4004,91.5668,90.419,
-199.869,-219.503,-238.615,
1.57095,1.49225,1.52898,
92.4004,91.3762,90.419,
-199.869,-223.31,-238.615,
1.57095,1.48928,1.52898,
92.4004,91.7993,91.2263,90.7635,90.419,
-199.869,-216.074,-224.163,-231.386,-238.615,
1.57095,1.50636,1.49625,1.51618,1.52898,
92.4004,91.9411,91.4441,90.419,
-199.869,-214.284,-221.479,-238.615,
1.57095,1.51179,1.4931,1.52898,
92.4004,91.8177,91.308,90.8072,90.419,
-199.869,-214.639,-222.014,-230.312,-238.615,
1.57095,1.50503,1.50186,1.51823,1.52898,
92.9126,90.419,
-199.34,-238.615,
1.45406,1.52898,
92.4004,91.7284,91.2043,90.7737,90.419,
-199.869,-215.504,-223.203,-230.907,-238.615,
1.57095,1.49599,1.50927,1.52027,1.52898,
92.4004,91.5529,90.9292,90.419,
-199.869,-218.725,-228.667,-238.615,
1.57095,1.50616,1.51198,1.52898,
92.2223,91.6479,91.1927,90.8014,90.419,
-200.724,-210.191,-219.664,-229.139,-238.615,
1.50196,1.51745,1.52712,1.53097,1.52898,
92.3665,91.8157,90.419,
-199.61,-209.358,-238.615,
1.51194,1.5167,1.52898,
92.4004,91.4365,90.419,
-199.869,-221.615,-238.615,
1.57095,1.49482,1.52898,
92.4004,91.4351,90.419,
-199.869,-222.337,-238.615,
1.57095,1.49042,1.52898,
92.4004,92.1639,91.7046,91.2306,90.7871,90.419,
-199.869,-208.491,-216.021,-223.55,-231.081,-238.615,
1.57095,1.51283,1.5079,1.50895,1.51598,1.52898,
92.4004,91.8218,91.2532,90.78,90.419,
-199.869,-216.38,-224.622,-231.616,-238.615,
1.57095,1.509,1.49695,1.5104,1.52898,
92.4004,91.7803,91.205,90.7509,90.419,
-199.869,-215.825,-223.789,-231.199,-238.615,
1.57095,1.50417,1.49603,1.52049,1.52898,
92.524,91.4078,90.419,
-199.18,-218.894,-238.615,
1.51607,1.51494,1.52898,
92.4004,91.9468,91.3867,90.419,
-199.869,-213.232,-221.69,-238.615,
1.57095,1.50632,1.50458,1.52898,
92.1054,91.5374,91.1286,90.7866,90.419,
-199.29,-209.114,-218.947,-228.782,-238.615,
1.5018,1.52271,1.53421,1.5363,1.52898,
92.4004,91.4301,90.9061,90.419,
-199.869,-222.406,-229.909,-238.615,
1.57095,1.50195,1.5021,1.52898,
92.2498,91.7547,91.2817,90.419,
-200.431,-209.976,-219.521,-238.615,
1.51795,1.52006,1.5226,1.52898,
92.4004,91.8156,91.2724,90.7989,90.419,
-199.869,-215.315,-223.077,-230.844,-238.615,
1.57095,1.49746,1.50491,1.51542,1.52898,
92.4004,91.4336,90.419,
-199.869,-221.721,-238.615,
1.57095,1.49208,1.52898,
92.4004,91.3874,90.419,
-199.869,-221.525,-238.615,
1.57095,1.5028,1.52898,
92.5251,92.0503,91.4795,90.419,
-199.348,-209.168,-218.982,-238.615,
1.5305,1.51602,1.51095,1.52898,
92.4004,91.6187,90.9239,90.419,
-199.869,-219.839,-229.81,-238.615,
1.57095,1.50505,1.50055,1.52898,
92.4035,91.285,90.419,
-199.031,-218.817,-238.615,
1.50346,1.52294,1.52898,
92.5227,91.7953,91.2547,90.8222,90.419,
-198.976,-208.874,-218.784,-228.699,-238.615,
1.48536,1.50819,1.52308,1.53001,1.52898,
92.5207,92.1274,90.419,
-200.811,-210.269,-238.615,
1.54468,1.51649,1.52898,
92.4004,91.4121,90.844,90.419,
-199.869,-220.79,-229.698,-238.615,
1.57095,1.49687,1.51625,1.52898,
92.4004,91.8826,91.3784,90.8392,90.419,
-199.869,-215.459,-223.243,-231.025,-238.615,
1.57095,1.51248,1.50181,1.5035,1.52898,
92.3737,91.8598,91.3479,90.419,
-199.379,-209.187,-218.995,-238.615,
1.5191,1.51817,1.51951,1.52898,
92.8448,90.419,
-200.223,-238.615,
1.51346,1.52898,
92.4004,91.4323,90.8452,90.419,
-199.869,-223.535,-231.41,-238.615,
1.57095,1.50079,1.4933,1.52898,
92.695,91.4551,90.8919,90.419,
-198.992,-218.798,-228.704,-238.615,
1.50842,1.51078,1.5179,1.52898,
92.7365,91.967,90.8522,90.419,
-199.076,-208.949,-228.722,-238.615,
1.48361,1.50165,1.52434,1.52898,
92.4004,91.8914,91.3612,90.419,
-199.869,-215.243,-222.917,-238.615,
1.57095,1.51067,1.4945,1.52898,
92.4004,91.8941,91.3845,90.8313,90.419,
-199.869,-214.547,-221.873,-230.24,-238.615,
1.57095,1.50923,1.49535,1.5137,1.52898,
92.4004,91.4148,90.8531,90.419,
-199.869,-223.344,-231.157,-238.615,
1.57095,1.50154,1.49817,1.52898,
92.4004,91.8393,91.3072,90.7591,90.419,
-199.869,-216.083,-224.178,-232.273,-238.615,
1.57095,1.51083,1.50184,1.5069,1.52898,
92.5768,91.84,91.2808,90.419,
-199.01,-208.9,-218.801,-238.615,
1.48512,1.50656,1.52102,1.52898,
92.368,91.6687,90.419,
-199.473,-209.247,-238.615,
1.48516,1.51183,1.52898,
92.552,91.9228,91.3567,90.419,
-200.149,-209.76,-219.375,-238.615,
1.50219,1.50868,1.51531,1.52898,
92.4004,91.4042,90.8173,90.419,
-199.869,-223.813,-231.781,-238.615,
1.57095,1.50082,1.49523,1.52898,
91.9185,91.3259,90.9833,90.7335,90.419,
-200.442,-209.975,-219.52,-229.069,-238.615,
1.49011,1.52456,1.54253,1.544,1.52898,
92.4004,91.9249,91.4494,90.9223,90.419,
-199.869,-214.884,-222.382,-229.876,-238.615,
1.57095,1.51446,1.50224,1.5007,1.52898,
92.4004,91.3626,90.8672,90.419,
-199.869,-222.447,-229.966,-238.615,
1.57095,1.50218,1.51044,1.52898,
92.4004,91.3878,90.8751,90.419,
-199.869,-222.545,-230.096,-238.615,
1.57095,1.50194,1.50633,1.52898,
92.4345,90.419,
-199.442,-238.615,
1.49768,1.52898,
92.4004,91.4246,90.8801,90.419,
-199.869,-222.969,-230.659,-238.615,
1.57095,1.50197,1.5,1.52898,
92.8836,91.3372,90.8416,90.419,
-199.05,-218.813,-228.712,-238.615,
1.46546,1.51426,1.52588,1.52898,
92.3447,92.0228,91.5005,90.419,
-199.232,-209.084,-218.929,-238.615,
1.55309,1.52558,1.51239,1.52898,
92.4004,91.4994,90.419,
-199.869,-221.797,-238.615,
1.57095,1.48631,1.52898,
92.5759,91.4552,90.419,
-199.102,-218.856,-238.615,
1.52043,1.51204,1.52898,
92.3164,91.2899,90.419,
-199.521,-219.064,-238.615,
1.51306,1.52294,1.52898,
92.1338,91.7719,91.3268,90.419,
-200.203,-209.809,-219.412,-238.615,
1.53948,1.5278,1.52216,1.52898,
92.4489,91.9505,91.4094,90.419,
-199.45,-209.242,-219.031,-238.615,
1.52398,1.51683,1.51528,1.52898,
92.4004,92.2625,91.906,91.42,90.8935,90.419,
-199.869,-207.442,-215.009,-222.569,-230.126,-238.615,
1.57095,1.53619,1.5132,1.50196,1.50248,1.52898,
91.7439,91.5695,91.2476,90.419,
-199.244,-209.091,-218.935,-238.615,
1.56274,1.54451,1.5328,1.52898,
92.7282,90.419,
-198.93,-238.615,
1.53489,1.52898,
92.4004,91.8742,91.3937,90.8483,90.419,
-199.869,-214.222,-221.388,-229.999,-238.615,
1.57095,1.50842,1.50204,1.51366,1.52898,
92.4004,91.4569,90.419,
-199.869,-222.068,-238.615,
1.57095,1.4928,1.52898,
92.4004,91.9025,91.4,90.8365,90.419,
-199.869,-215.617,-223.481,-231.34,-238.615,
1.57095,1.51429,1.50138,1.49875,1.52898,
92.2668,91.4205,90.419,
-199.717,-219.17,-238.615,
1.54495,1.51651,1.52898,
92.3355,90.419,
-199.191,-238.615,
1.5396,1.52898,
92.3164,90.419,
-199.364,-238.615,
1.50596,1.52898,
92.4004,91.3869,90.419,
-199.869,-221.082,-238.615,
1.57095,1.49803,1.52898,
92.1735,91.7423,90.419,
-199.213,-209.064,-238.615,
1.52854,1.52588,1.52898,
92.4004,91.3734,90.8369,90.419,
-199.869,-223.219,-230.993,-238.615,
1.57095,1.50178,1.50413,1.52898,
92.4004,91.549,90.892,90.419,
-199.869,-220.794,-229.699,-238.615,
1.57095,1.48766,1.50704,1.52898,
92.4004,91.381,90.419,
-199.869,-221.802,-238.615,
1.57095,1.50283,1.52898,
92.2789,90.419,
-199.44,-238.615,
1.4819,1.52898,
92.4004,91.9068,91.4063,90.8413,90.419,
-199.869,-215.578,-223.422,-231.261,-238.615,
1.57095,1.5145,1.50129,1.49808,1.52898,
92.4004,91.4141,90.8597,90.419,
-199.869,-221.311,-229.96,-238.615,
1.57095,1.50269,1.51211,1.52898,
92.6309,91.2577,90.419,
-198.997,-218.79,-238.615,
1.47503,1.52153,1.52898,
92.4004,91.6131,90.939,90.419,
-199.869,-218.67,-228.638,-238.615,
1.57095,1.49809,1.50973,1.52898,
92.4004,91.4244,90.419,
-199.869,-222.056,-238.615,
1.57095,1.49649,1.52898,
92.2617,91.4834,90.419,
-199.423,-219.025,-238.615,
1.55819,1.51393,1.52898,
92.1377,91.359,90.419,
-199.557,-219.09,-238.615,
1.5455,1.52161,1.52898,
92.4004,91.6548,90.9647,90.419,
-199.869,-219.487,-229.281,-238.615,
1.57095,1.50572,1.49794,1.52898,
92.5004,92.1416,91.5624,90.419,
-200.61,-210.119,-219.618,-238.615,
1.55059,1.51852,1.50423,1.52898,
92.2428,91.2432,90.8257,90.419,
-199.205,-218.906,-228.76,-238.615,
1.51118,1.52679,1.52956,1.52898,
92.898,90.419,
-199.266,-238.615,
1.47334,1.52898,
92.2997,91.752,90.419,
-199.542,-209.307,-238.615,
1.5107,1.51849,1.52898,
92.4004,91.6873,91.1871,90.7583,90.419,
-199.869,-217.95,-224.834,-231.722,-238.615,
1.57095,1.49395,1.50301,1.51469,1.52898,
92.3671,91.8495,91.3413,90.8589,90.419,
-199.118,-208.991,-218.864,-228.739,-238.615,
1.51849,1.51861,1.5204,1.52386,1.52898,
92.4004,91.8961,91.3971,90.8517,90.419,
-199.869,-215.475,-223.268,-231.057,-238.615,
1.57095,1.51361,1.50198,1.50171,1.52898,
92.4004,91.4273,90.419,
-199.869,-222.042,-238.615,
1.57095,1.49668,1.52898,
92.4004,91.9054,91.4239,90.419,
-199.869,-213.939,-220.964,-238.615,
1.57095,1.50907,1.49783,1.52898,
92.8533,92.0127,91.3644,90.419,
-199.252,-209.077,-218.916,-238.615,
1.47375,1.49618,1.51287,1.52898,
92.4004,91.3925,90.419,
-199.869,-222.992,-238.615,
1.57095,1.48938,1.52898,
