157.97,158.062,157.457,154.914,149.585,141.914,133.905,
-24.7411,-32.8722,-40.9719,-48.6584,-54.6952,-56.9407,-56.5665,
1.572,1.56563,1.40027,1.07592,0.592598,-0.049712,0.00602087,
157.97,147.055,140.501,133.905,
-24.7411,-55.7968,-56.4817,-56.5665,
1.572,0.188512,0.0390909,0.00602087,
156.612,156.297,156.452,154.422,139.089,133.905,
-23.0237,-32.457,-41.9054,-51.0809,-58.254,-56.5665,
1.41764,1.60965,1.51747,1.14113,-0.464098,0.00602087,
157.543,157.722,139.409,133.905,
-22.1706,-32.0013,-58.4303,-56.5665,
1.49929,1.63446,-0.468966,0.00602087,
157.97,157.967,157.585,156.3,153.627,133.905,
-24.7411,-32.4659,-40.179,-47.7885,-55.0196,-56.5665,
1.572,1.55733,1.47386,1.32158,1.10049,0.00602087,
156.889,157.568,138.995,133.905,
-22.7239,-32.4678,-58.2786,-56.5665,
1.58079,1.65911,-0.473425,0.00602087,
156.679,157.511,155.347,139.146,133.905,
-22.9348,-32.612,-51.6296,-58.3342,-56.5665,
1.60283,1.67028,1.08339,-0.465873,0.00602087,
157.97,158.011,157.273,154.559,149.076,141.315,133.905,
-24.7411,-32.9363,-41.0883,-48.7829,-54.7679,-56.939,-56.5665,
1.572,1.55376,1.38176,1.05601,0.576502,-0.0567586,0.00602087,
157.97,157.999,148.549,141.302,133.905,
-24.7411,-41.6862,-54.7409,-56.2148,-56.5665,
1.572,1.41519,0.312291,0.106539,0.00602087,
157.096,157.253,138.963,133.905,
-21.7173,-31.6299,-58.2375,-56.5665,
1.49036,1.63757,-0.485482,0.00602087,
157.97,158.249,145.747,139.826,133.905,
-24.7411,-44.1301,-56.8724,-56.6875,-56.5665,
1.572,1.39322,-0.0155677,-0.0363587,0.00602087,
157.97,158.028,156.74,152.17,143.815,133.905,
-24.7411,-34.3492,-43.8452,-52.1931,-56.5253,-56.5665,
1.572,1.54396,1.29049,0.811584,0.107252,0.00602087,
157.97,157.581,147.576,133.905,
-24.7411,-42.0829,-55.288,-56.5665,
1.572,1.37963,0.317316,0.00602087,
157.97,158.368,157.924,154.347,133.905,
-24.7411,-34.1506,-43.54,-52.1572,-56.5665,
1.572,1.61113,1.39325,0.918357,0.00602087,
157.74,158.704,158.086,139.453,133.905,
-28.5183,-37.0466,-45.5855,-58.1632,-56.5665,
1.72146,1.61806,1.35197,-0.42235,0.00602087,
157.97,140.772,133.905,
-24.7411,-57.3676,-56.5665,
1.572,-0.214681,0.00602087,
157.97,157.799,147.518,140.755,133.905,
-24.7411,-42.2344,-55.2502,-56.3254,-56.5665,
1.572,1.39028,0.251052,0.0803788,0.00602087,
155.535,154.528,154.869,153.499,138.973,133.905,
-22.796,-32.0137,-41.3173,-50.4781,-58.2205,-56.5665,
1.27907,1.58971,1.56993,1.21973,-0.47193,0.00602087,
157.97,157.944,154.924,148.227,141.13,133.905,
-24.7411,-41.8355,-49.7733,-54.8414,-56.2099,-56.5665,
1.572,1.40738,0.967178,0.288382,0.106261,0.00602087,
157.97,157.321,154.507,140.742,133.905,
-24.7411,-41.434,-49.2712,-57.0055,-56.5665,
1.572,1.38256,1.04214,-0.130081,0.00602087,
157.97,148.357,141.179,133.905,
-24.7411,-55.2685,-56.3924,-56.5665,
1.572,0.268832,0.0657268,0.00602087,
157.97,158.258,157.624,153.974,133.905,
-24.7411,-34.3307,-43.8858,-52.6739,-56.5665,
1.572,1.59114,1.37929,0.936456,0.00602087,
157.97,158.399,158.237,148.823,141.43,133.905,
-24.7411,-33.2375,-41.7307,-54.7788,-56.1967,-56.5665,
1.572,1.62844,1.43305,0.286803,0.105747,0.00602087,
157.97,158.307,157.915,154.817,148.006,141.011,133.905,
-24.7411,-33.3733,-41.9885,-49.9774,-55.0143,-56.2638,-56.5665,
1.572,1.6075,1.40308,0.958721,0.274439,0.0943883,0.00602087,
157.97,157.924,156.624,152.51,143.849,133.905,
-24.7411,-34.1535,-43.4563,-51.8503,-56.282,-56.5665,
1.572,1.52936,1.30392,0.89568,0.151118,0.00602087,
155.274,155.527,156.002,139.151,133.905,
-23.4747,-32.7498,-42.0213,-58.2234,-56.5665,
1.49429,1.65601,1.54197,-0.45464,0.00602087,
156.67,157.689,149.128,139.649,133.905,
-22.4664,-32.2187,-58.3259,-58.4811,-56.5665,
1.62003,1.68951,0.445376,-0.453521,0.00602087,
157.97,147.627,133.905,
-24.7411,-55.1257,-56.5665,
1.572,0.273495,0.00602087,
157.97,157.999,141.152,133.905,
-24.7411,-32.9591,-56.9584,-56.5665,
1.572,1.551,-0.05945,0.00602087,
157.97,147.331,140.622,133.905,
-24.7411,-56.2628,-56.5457,-56.5665,
1.572,0.084126,0.0113874,0.00602087,
157.97,158.041,157.342,154.596,148.972,141.061,133.905,
-24.7411,-33.0292,-41.2776,-49.057,-55.0285,-56.9433,-56.5665,
1.572,1.55969,1.38579,1.05031,0.55324,-0.105412,0.00602087,
156.606,157.765,158.061,155.367,148.385,138.999,133.905,
-23.4242,-33.0483,-42.7212,-51.9568,-58.4327,-58.2789,-56.5665,
1.66034,1.68346,1.48162,1.0548,0.403003,-0.473762,0.00602087,
157.97,158.058,156.812,152.224,143.794,133.905,
-24.7411,-34.3805,-43.9133,-52.2829,-56.5173,-56.5665,
1.572,1.54907,1.29374,0.806034,0.0859384,0.00602087,
157.97,158.006,157.263,154.551,149.084,141.343,133.905,
-24.7411,-32.9198,-41.0548,-48.733,-54.711,-56.9012,-56.5665,
1.572,1.55293,1.38095,1.05606,0.578274,-0.0524219,0.00602087,
157.97,146.682,140.298,133.905,
-24.7411,-56.1912,-56.5076,-56.5665,
1.572,0.0866261,0.0208809,0.00602087,
157.97,158.109,157.938,156.616,153.397,133.905,
-24.7411,-32.2555,-39.7663,-47.1508,-53.9059,-56.5665,
1.572,1.5875,1.48975,1.27877,0.95454,0.00602087,
157.97,157.92,157.003,154.155,133.905,
-24.7411,-34.2065,-43.619,-52.6166,-56.5665,
1.572,1.53924,1.38863,1.12019,0.00602087,
157.97,158.209,148.341,141.17,133.905,
-24.7411,-42.0328,-55.0286,-56.2228,-56.5665,
1.572,1.42449,0.241498,0.0973354,0.00602087,
157.97,147.814,140.93,133.905,
-24.7411,-54.9739,-56.3223,-56.5665,
1.572,0.323403,0.0887814,0.00602087,
157.97,148.166,141.064,133.905,
-24.7411,-55.3941,-56.3061,-56.5665,
1.572,0.188733,0.0743577,0.00602087,
156.149,157.77,155.493,148.37,138.846,133.905,
-23.0394,-32.7335,-51.8885,-58.4073,-58.2457,-56.5665,
1.72483,1.71273,1.04902,0.397422,-0.467343,0.00602087,
157.433,157.075,139.635,133.905,
-21.907,-31.6202,-58.4194,-56.5665,
1.40812,1.61176,-0.454222,0.00602087,
157.97,149.097,141.551,133.905,
-24.7411,-55.2893,-56.4382,-56.5665,
1.572,0.27471,0.0557311,0.00602087,
157.97,158.64,156.774,150.442,142.35,133.905,
-24.7411,-40.24,-48.3026,-53.7687,-56.1151,-56.5665,
1.572,1.72605,0.994324,0.463743,0.134309,0.00602087,
157.97,158.41,158.266,148.826,141.429,133.905,
-24.7411,-33.2532,-41.7631,-54.8166,-56.2052,-56.5665,
1.572,1.63047,1.43484,0.281231,0.103352,0.00602087,
157.97,158.192,158.19,157.004,153.774,133.905,
-24.7411,-32.2579,-39.7755,-47.1859,-53.9344,-56.5665,
1.572,1.60692,1.51282,1.28971,0.937576,0.00602087,
155.994,157.835,149.05,139.441,133.905,
-22.2768,-32.0219,-58.1833,-58.2678,-56.5665,
1.74294,1.73632,0.424565,-0.443324,0.00602087,
156.234,155.428,155.872,139.951,133.905,
-22.0102,-31.3814,-40.8101,-58.3633,-56.5665,
1.31179,1.6048,1.57757,-0.425566,0.00602087,
157.97,157.784,147.399,140.689,133.905,
-24.7411,-42.4158,-55.5764,-56.4891,-56.5665,
1.572,1.38947,0.253614,0.0450455,0.00602087,
157.97,158.37,157.801,153.82,145.615,139.761,133.905,
-24.7411,-34.2251,-43.678,-52.1801,-56.4443,-56.5848,-56.5665,
1.572,1.60774,1.3677,0.851869,0.0602609,-0.000916868,0.00602087,
157.97,158.04,157.354,154.663,149.134,141.295,133.905,
-24.7411,-32.9949,-41.2105,-48.974,-54.9921,-57.0732,-56.5665,
1.572,1.55986,1.38882,1.05888,0.570029,-0.0777216,0.00602087,
157.97,158.405,158.14,147.763,140.86,133.905,
-24.7411,-33.6622,-42.5747,-55.7934,-56.5465,-56.5665,
1.572,1.62365,1.41513,0.217594,0.0277555,0.00602087,
157.97,158.073,157.904,156.782,154.078,133.905,
-24.7411,-32.256,-39.7676,-47.1894,-54.1783,-56.5665,
1.572,1.58163,1.49978,1.32646,1.06166,0.00602087,
157.97,147.955,140.973,133.905,
-24.7411,-55.5869,-56.5673,-56.5665,
1.572,0.285305,0.0317315,0.00602087,
157.97,157.951,157.611,156.554,154.408,133.905,
-24.7411,-32.2923,-39.8345,-47.3068,-54.5366,-56.5665,
1.572,1.55577,1.48679,1.36504,1.19054,0.00602087,
157.97,157.306,154.598,149.09,141.303,133.905,
-24.7411,-41.1067,-48.8113,-54.783,-56.875,-56.5665,
1.572,1.38405,1.05534,0.570146,-0.0715431,0.00602087,
157.509,158.187,157.598,154.206,138.665,133.905,
-27.198,-36.0514,-44.8915,-53.0277,-58.0809,-56.5665,
1.6569,1.60664,1.37094,0.949774,-0.448916,0.00602087,
157.97,157.991,157.006,153.562,133.905,
-24.7411,-34.4933,-44.1822,-53.2559,-56.5665,
1.572,1.54751,1.36506,1.02463,0.00602087,
157.97,158.458,158.065,154.203,145.987,139.946,133.905,
-24.7411,-34.2329,-43.7078,-52.2735,-56.5088,-56.5942,-56.5665,
1.572,1.62393,1.38648,0.859655,0.043457,-0.0052071,0.00602087,
157.97,153.638,133.905,
-24.7411,-52.4908,-56.5665,
1.572,0.738346,0.00602087,
157.97,148.149,141.086,133.905,
-24.7411,-55.0574,-56.3184,-56.5665,
1.572,0.290361,0.0843234,0.00602087,
157.97,158.384,157.87,153.997,145.934,139.923,133.905,
-24.7411,-34.0806,-43.3935,-51.7886,-56.0197,-56.3783,-56.5665,
1.572,1.6117,1.37338,0.857035,0.0626725,0.0509642,0.00602087,
157.97,155.82,133.905,
-24.7411,-51.7235,-56.5665,
1.572,1.26168,0.00602087,
156.156,156.653,147.181,138.838,133.905,
-27.514,-36.0926,-58.2731,-58.1477,-56.5665,
1.60262,1.61911,0.386169,-0.452276,0.00602087,
157.97,158.527,158.211,154.245,145.754,139.83,133.905,
-24.7411,-34.4245,-44.0966,-52.818,-56.8774,-56.7059,-56.5665,
1.572,1.63384,1.39165,0.845439,-0.00479487,-0.0396598,0.00602087,
157.67,158.695,158.015,154.432,139.199,133.905,
-28.7798,-37.2952,-45.8229,-53.5477,-58.1767,-56.5665,
1.73841,1.61679,1.33974,0.907248,-0.42404,0.00602087,
156.035,157.781,158.449,155.93,139.33,133.905,
-22.3209,-32.0741,-41.9403,-51.4425,-58.2741,-56.5665,
1.73045,1.72935,1.51118,1.07594,-0.445765,0.00602087,
155.884,157.311,149.209,139.72,133.905,
-21.9913,-31.6999,-57.9399,-58.3295,-56.5665,
1.67422,1.72051,0.463531,-0.420743,0.00602087,
157.97,148.095,141.041,133.905,
-24.7411,-55.3043,-56.3548,-56.5665,
1.572,0.24236,0.0710212,0.00602087,
157.97,157.355,154.791,149.535,141.98,133.905,
-24.7411,-40.8057,-48.402,-54.4022,-56.7849,-56.5665,
1.572,1.39166,1.07363,0.603684,-0.0181729,0.00602087,
157.97,158.026,157.37,154.844,149.65,142.158,133.905,
-24.7411,-32.7463,-40.7158,-48.2773,-54.2737,-56.711,-56.5665,
1.572,1.55841,1.39369,1.07785,0.610883,-0.00720582,0.00602087,
156.003,157.805,138.966,133.905,
-23.8246,-33.3593,-58.3004,-56.5665,
1.7576,1.72329,-0.475982,0.00602087,
157.97,148.403,141.227,133.905,
-24.7411,-54.8484,-56.2733,-56.5665,
1.572,0.318069,0.0960169,0.00602087,
157.97,158.482,158.062,153.992,145.463,139.684,133.905,
-24.7411,-34.433,-44.1061,-52.7866,-56.7882,-56.6568,-56.5665,
1.572,1.62525,1.37963,0.835138,-0.0082192,-0.0282263,0.00602087,
157.725,155.617,156.977,157.856,154.414,145.992,133.905,
-21.412,-30.2193,-39.3018,-48.4257,-56.7459,-58.935,-56.5665,
0.998413,1.60017,1.76579,1.49525,0.788556,-0.354284,0.00602087,
158.074,157.986,157.14,154.993,148.975,141.418,133.905,
-32.2564,-39.7706,-47.2327,-54.4207,-58.5781,-57.8439,-56.5665,
1.58449,1.52112,1.38187,1.16674,0.149271,-0.237636,0.00602087,
157.632,157.175,157.009,138.791,133.905,
-23.6425,-33.1319,-42.6376,-58.291,-56.5665,
1.41532,1.58397,1.47668,-0.500847,0.00602087,
157.97,157.352,154.429,148.423,140.158,133.905,
-24.7411,-41.8158,-49.8123,-55.7709,-57.1933,-56.5665,
1.572,1.38242,1.02951,0.504517,-0.192551,0.00602087,
156.742,157.956,156.045,149.258,139.828,133.905,
-22.7384,-32.4064,-51.4902,-58.2428,-58.3963,-56.5665,
1.65521,1.69771,1.08908,0.437935,-0.444425,0.00602087,
157.97,158.05,157.35,154.556,148.817,140.786,133.905,
-24.7411,-33.1244,-41.468,-49.3295,-55.3188,-57.111,-56.5665,
1.572,1.56114,1.38561,1.0454,0.540532,-0.129011,0.00602087,
157.97,148.877,141.431,133.905,
-24.7411,-55.4872,-56.4875,-56.5665,
1.572,0.252113,0.0435017,0.00602087,
155.972,156.674,156.381,153.521,147.255,139.138,133.905,
-28.5022,-36.8172,-45.1401,-52.9153,-58.2262,-58.1442,-56.5665,
1.64873,1.62831,1.40994,0.99361,0.379327,-0.432912,0.00602087,
157.97,158.148,157.564,154.634,133.905,
-24.7411,-34.6304,-44.4934,-53.8946,-56.5665,
1.572,1.57785,1.41782,1.0919,0.00602087,
157.97,158.037,157.349,154.663,149.153,141.344,133.905,
-24.7411,-32.962,-41.1443,-48.8749,-54.8658,-56.9376,-56.5665,
1.572,1.55935,1.38807,1.05816,0.569624,-0.0775469,0.00602087,
157.97,158.278,157.965,155.264,133.905,
-24.7411,-34.3029,-43.8547,-52.982,-56.5665,
1.572,1.60216,1.44225,1.09229,0.00602087,
157.97,158.426,157.913,153.834,145.405,139.655,133.905,
-24.7411,-34.3504,-43.9334,-52.5201,-56.5684,-56.5748,-56.5665,
1.572,1.616,1.37052,0.835567,0.0111402,-0.00454637,0.00602087,
157.97,157.3,154.627,149.199,141.482,133.905,
-24.7411,-41.0315,-48.7098,-54.7062,-56.9314,-56.5665,
1.572,1.38492,1.06098,0.583431,-0.0477203,0.00602087,
157.97,158.006,156.5,151.355,142.318,133.905,
-24.7411,-34.739,-44.5913,-53.0353,-56.727,-56.5665,
1.572,1.53677,1.26129,0.745581,-0.0103713,0.00602087,
157.97,157.401,154.853,149.577,141.984,133.905,
-24.7411,-40.8611,-48.49,-54.5061,-56.8421,-56.5665,
1.572,1.39572,1.07543,0.600374,-0.0294474,0.00602087,
157.97,158.299,155.386,149.279,141.701,133.905,
-24.7411,-33.0547,-49.1879,-54.6368,-56.3517,-56.5665,
1.572,1.61158,1.02361,0.396069,0.0870656,0.00602087,
156.794,158.464,156.048,139.53,133.905,
-21.873,-41.6771,-51.2546,-58.3249,-56.5665,
1.63917,1.51294,1.09501,-0.450483,0.00602087,
157.97,158.042,157.401,154.844,149.547,141.932,133.905,
-24.7411,-32.8333,-40.8911,-48.5323,-54.5491,-56.8604,-56.5665,
1.572,1.56144,1.39552,1.07425,0.597625,-0.034353,0.00602087,
156.392,157.041,139.693,133.905,
-23.1937,-32.674,-58.3977,-56.5665,
1.56666,1.6695,-0.445289,0.00602087,
156.971,156.6,156.73,138.767,133.905,
-21.8999,-31.6317,-41.3816,-58.1755,-56.5665,
1.41181,1.60595,1.51479,-0.470479,0.00602087,
157.97,157.405,154.833,149.499,141.845,133.905,
-24.7411,-40.9425,-48.6051,-54.6218,-56.885,-56.5665,
1.572,1.39542,1.07225,0.592509,-0.0438157,0.00602087,
