222.203,214.276,206.32,182.338,
-1.80441,-0.702763,0.15414,0.784469,
-0.151566,-0.12366,-0.0899393,0.0461089,
221.118,211.522,201.818,192.078,182.338,
-1.68055,-0.00699738,0.848363,1.05422,0.784469,
-0.221037,-0.127299,-0.0515292,0.00627353,0.0461089,
222.473,206.457,182.338,
-2.03538,-0.287363,0.784469,
-0.0998182,-0.103759,0.0461089,
222.066,212.205,202.279,192.313,182.338,
-2.02796,-0.512818,0.488205,0.933934,0.784469,
-0.177147,-0.127127,-0.0732445,-0.0154992,0.0461089,
221.6,201.941,192.156,182.338,
-1.72759,0.0765769,0.866651,0.784469,
-0.00050714,-0.131771,-0.0327339,0.0461089,
221.6,213.077,204.574,196.103,189.235,182.338,
-1.72759,-1.49987,-0.867626,0.105499,0.751687,0.784469,
-0.00050714,-0.0516903,-0.0955229,-0.132005,-0.0524475,0.0461089,
221.6,213.786,205.983,198.196,190.428,182.338,
-1.72759,-1.56895,-1.13092,-0.458584,0.40307,0.784469,
-0.00050714,-0.0391394,-0.0720543,-0.0992517,-0.120732,0.0461089,
222.223,214.267,182.338,
-1.95257,-1.0741,0.784469,
-0.104639,-0.112155,0.0461089,
222.372,214.405,206.413,198.398,190.368,182.338,
-1.60085,-0.569371,0.231317,0.754787,0.954563,0.784469,
-0.141323,-0.115259,-0.0834837,-0.0459974,-0.0027998,0.0461089,
220.685,211.098,201.533,191.949,182.338,
-1.75601,-1.03661,-0.0519478,0.716245,0.784469,
-0.0442901,-0.0971221,-0.0996663,-0.0519226,0.0461089,
222.498,206.48,182.338,
-1.98399,-0.152232,0.784469,
-0.117353,-0.0997619,0.0461089,
222.515,190.395,182.338,
-1.59555,0.929878,0.784469,
-0.120619,-0.00826458,0.0461089,
221.976,212.144,202.242,192.295,182.338,
-2.23182,-0.645113,0.421322,0.914942,0.784469,
-0.184697,-0.134477,-0.0792686,-0.0190735,0.0461089,
221.6,206.325,198.709,191.102,182.338,
-1.72759,-1.03538,-0.33659,0.455023,0.784469,
-0.00050714,-0.0807495,-0.0999252,-0.105137,0.0461089,
222.345,214.389,206.402,198.391,182.338,
-1.65333,-0.572779,0.246407,0.769021,0.784469,
-0.149954,-0.119314,-0.084388,-0.0451755,0.0461089,
221.6,214.028,206.475,198.94,182.338,
-1.72759,-1.48533,-0.878322,-0.0742479,0.784469,
-0.00050714,-0.0597712,-0.0969374,-0.112006,0.0461089,
221.6,206.138,198.429,190.722,182.338,
-1.72759,-0.947067,-0.214426,0.53651,0.784469,
-0.00050714,-0.0867758,-0.0993393,-0.0915222,0.0461089,
221.6,205.283,197.169,189.77,182.338,
-1.72759,-0.896212,0.0726599,0.77187,0.784469,
-0.00050714,-0.0979011,-0.138933,-0.0487275,0.0461089,
222.251,206.319,182.338,
-1.95327,-0.295233,0.784469,
-0.0899277,-0.102559,0.0461089,
221.6,206.929,199.622,182.338,
-1.72759,-0.871755,-0.0695979,0.784469,
-0.00050714,-0.100221,-0.114509,0.0461089,
221.6,205.296,197.167,189.043,182.338,
-1.72759,-0.960963,-0.216705,0.584127,0.784469,
-0.00050714,-0.0821717,-0.0976001,-0.0960926,0.0461089,
221.244,211.624,201.896,192.12,182.338,
-2.22909,-0.453187,0.58935,0.974985,0.784469,
-0.223248,-0.143248,-0.0716886,-0.00856967,0.0461089,
221.6,213.061,204.539,196.059,189.216,182.338,
-1.72759,-1.5408,-0.95925,0.0609108,0.754655,0.784469,
-0.00050714,-0.0441175,-0.0930447,-0.147289,-0.0537311,0.0461089,
221.351,211.642,201.897,192.122,182.338,
-1.67151,-0.446298,0.454893,0.906902,0.784469,
-0.13794,-0.11099,-0.0713318,-0.0189654,0.0461089,
221.6,202,182.338,
-1.72759,-0.0127441,0.784469,
-0.00050714,-0.131107,0.0461089,
222.196,212.259,202.304,192.325,182.338,
-1.37875,-0.356367,0.464629,0.904863,0.784469,
-0.106664,-0.0953948,-0.0661761,-0.0190081,0.0461089,
221.095,211.513,201.809,192.072,182.338,
-1.54576,0.173423,0.975298,1.09755,0.784469,
-0.23347,-0.125792,-0.0433033,0.0139971,0.0461089,
221.6,213.823,206.059,198.311,190.574,182.338,
-1.72759,-1.54327,-1.05786,-0.360814,0.458772,0.784469,
