151.552,111.733,
-58.716,-57.1312,
-0.0522725,0.105103,
151.217,141.333,131.475,111.733,
-58.4138,-58.4927,-57.6746,-57.1312,
0.0852935,-0.0533606,-0.096277,0.105103,
150.617,140.887,131.179,121.458,111.733,
-58.4264,-58.1279,-57.3526,-56.7902,-57.1312,
0.0174896,-0.0670036,-0.0805658,-0.023197,0.105103,
151.006,133.874,125.354,118.552,111.733,
-58.4727,-58.5366,-57.4199,-56.8569,-57.1312,
0.162334,-0.1087,-0.140437,-0.0229469,0.105103,
151.749,127.744,111.733,
-57.962,-57.173,-57.1312,
0.0924332,-0.0720609,0.105103,
151.006,134.998,127.033,111.733,
-58.4727,-58.6262,-57.6253,-57.1312,
0.162334,-0.101127,-0.13839,0.105103,
151.502,141.584,131.639,121.676,111.733,
-58.1963,-57.231,-56.6046,-56.508,-57.1312,
-0.107722,-0.0831457,-0.0394826,0.0232669,0.105103,
151.556,141.592,131.648,121.691,111.733,
-58.3188,-58.0082,-57.2649,-56.7515,-57.1312,
0.0127524,-0.0639708,-0.0741535,-0.0177956,0.105103,
151.006,134.646,126.508,111.733,
-58.4727,-58.4167,-57.3539,-57.1312,
0.162334,-0.114844,-0.131341,0.105103,
151.006,133.052,125.991,118.868,111.733,
-58.4727,-58.4623,-57.3725,-56.8535,-57.1312,
0.162334,-0.18296,-0.118133,-0.0221122,0.105103,
150.734,140.996,131.252,121.486,111.733,
-58.4248,-57.6247,-56.9045,-56.6209,-57.1312,
-0.0738814,-0.0839676,-0.057499,0.0055245,0.105103,
151.857,143.833,135.815,127.79,119.753,111.733,
-58.2074,-57.7342,-57.169,-56.7326,-56.6463,-57.1312,
-0.0439919,-0.0692267,-0.0669346,-0.0371156,0.0202302,0.105103,
151.656,143.689,135.708,127.713,119.713,111.733,
-58.0925,-57.3566,-56.7865,-56.4883,-56.568,-57.1312,
-0.0980841,-0.0839083,-0.0565018,-0.0158644,0.0380038,0.105103,
151.628,141.645,131.679,121.706,111.733,
-57.9937,-57.91,-57.2583,-56.7586,-57.1312,
0.0441321,-0.0488734,-0.0697134,-0.018388,0.105103,
151.724,143.771,135.768,127.745,119.728,111.733,
-57.847,-56.7888,-56.2347,-56.139,-56.4541,-57.1312,
-0.165875,-0.0997061,-0.0395238,0.0146718,0.0628807,0.105103,
151.741,143.738,135.742,111.733,
-58.1555,-57.7646,-57.2227,-57.1312,
-0.0291896,-0.0633226,-0.0669599,0.105103,
151.006,135.138,127.374,119.55,111.733,
-58.4727,-57.9946,-56.9788,-56.6846,-57.1312,
0.162334,-0.175658,-0.0841979,0.00938902,0.105103,
150.75,140.985,131.246,121.493,111.733,
-58.5433,-58.2246,-57.4083,-56.8061,-57.1312,
0.0172199,-0.0702903,-0.0848132,-0.0263488,0.105103,
151.006,142.413,133.791,125.234,118.503,111.733,
-58.4727,-59.2311,-58.8994,-57.7657,-56.9878,-57.1312,
0.162334,0.0192638,-0.0906224,-0.167325,-0.0548557,0.105103,
151.446,141.507,131.592,121.664,111.733,
-58.323,-58.0894,-57.337,-56.7795,-57.1312,
0.0265692,-0.0615943,-0.0778932,-0.0223275,0.105103,
151.174,141.318,131.466,121.595,111.733,
-58.3502,-57.692,-56.9792,-56.647,-57.1312,
-0.0492159,-0.0768052,-0.0602818,0.000354158,0.105103,
151.298,141.411,131.529,121.628,111.733,
-58.4782,-57.811,-57.0519,-56.669,-57.1312,
-0.0469653,-0.0799063,-0.065542,-0.00387227,0.105103,
151.846,135.811,127.788,111.733,
-58.3624,-57.2583,-56.7798,-57.1312,
-0.0459517,-0.0722689,-0.042058,0.105103,
151.006,143.766,136.484,129.248,111.733,
-58.4727,-59.2562,-59.2439,-58.4313,-57.1312,
0.162334,0.0531661,-0.0566495,-0.167113,0.105103,
151.219,141.333,131.476,111.733,
-58.4775,-58.5154,-57.6789,-57.1312,
0.0797101,-0.0562181,-0.0972953,0.105103,
151.646,141.655,131.692,121.719,111.733,
-58.5378,-58.3715,-57.5323,-56.8439,-57.1312,
0.0445844,-0.0640931,-0.0902325,-0.0338339,0.105103,
151.946,143.892,135.855,111.733,
-58.418,-58.3603,-57.7968,-57.1312,
0.0410575,-0.0469818,-0.0845969,0.105103,
150.482,140.793,131.123,121.43,111.733,
-58.813,-58.1883,-57.3108,-56.7636,-57.1312,
-0.0312707,-0.0874714,-0.083476,-0.0192846,0.105103,
151.87,143.848,135.828,127.798,119.758,111.733,
-58.3203,-57.7539,-57.1503,-56.7109,-56.6374,-57.1312,
-0.0598286,-0.0769838,-0.0690682,-0.0360819,0.0219751,0.105103,
151.549,141.583,131.642,121.693,111.733,
-58.3719,-58.2788,-57.4922,-56.8351,-57.1312,
0.0530306,-0.0579259,-0.0862327,-0.0318898,0.105103,
151.721,143.756,135.762,127.747,119.729,111.733,
-58.2561,-57.3166,-56.6818,-56.4045,-56.5372,-57.1312,
-0.134352,-0.0994088,-0.0579914,-0.0101004,0.0442644,0.105103,
151.006,134.042,125.608,118.684,111.733,
-58.4727,-58.7126,-57.6064,-56.921,-57.1312,
0.162334,-0.0994877,-0.152715,-0.0394345,0.105103,
151.669,143.679,135.7,127.717,111.733,
-58.4065,-58.009,-57.4077,-56.8775,-57.1312,
-0.0254579,-0.0681978,-0.0765117,-0.0503995,0.105103,
151.533,141.596,131.654,121.688,111.733,
-58.5768,-57.7317,-56.9545,-56.627,-57.1312,
-0.0754907,-0.08781,-0.0618174,0.00248681,0.105103,
151.189,141.311,131.465,121.606,111.733,
-58.6855,-58.4238,-57.5459,-56.8489,-57.1312,
0.0316824,-0.071174,-0.0932228,-0.0344638,0.105103,
151.83,143.819,111.733,
-58.6871,-58.0181,-57.1312,
