117.133,109.536,101.903,94.8834,89.711,
-58.1926,-56.8421,-57.5207,-62.3478,-78.4064,
-0.204302,-0.0955645,0.325042,0.860219,1.57945,
124.776,116.038,107.302,98.6006,89.711,
-59.182,-59.137,-59.2953,-60.065,-78.4064,
-0.00116962,-0.00132624,0.0453677,0.138912,1.57945,
124.776,100.231,89.711,
-59.182,-59.337,-78.4064,
-0.00116962,0.260997,1.57945,
124.776,116.385,99.6387,89.711,
-59.182,-59.1197,-59.9412,-78.4064,
-0.00116962,-0.00532366,0.136795,1.57945,
124.776,100.27,89.711,
-59.182,-58.9212,-78.4064,
-0.00116962,0.0562342,1.57945,
124.776,116.952,109.128,101.306,94.0556,89.711,
-59.182,-59.1147,-59.0584,-59.2041,-62.7893,-78.4064,
-0.00116962,-0.0119721,0.00164684,0.0396873,0.831796,1.57945,
124.776,107.513,98.9087,89.711,
-59.182,-59.1894,-59.8378,-78.4064,
-0.00116962,0.0341967,0.124264,1.57945,
124.776,116.522,108.274,100.028,89.711,
-59.182,-59.3189,-59.6468,-60.013,-78.4064,
-0.00116962,0.0312454,0.0451409,0.040517,1.57945,
124.776,116.38,107.984,99.6582,89.711,
-59.182,-58.9759,-58.9519,-59.9687,-78.4064,
-0.00116962,-0.0308123,0.0422257,0.217944,1.57945,
124.776,98.7516,89.711,
-59.182,-59.9435,-78.4064,
-0.00116962,0.094431,1.57945,
124.776,116.561,108.347,100.166,89.711,
-59.182,-59.0963,-59.1694,-59.8667,-78.4064,
-0.00116962,-0.0102363,0.0374969,0.14203,1.57945,
124.776,107.777,99.3331,89.711,
-59.182,-59.2769,-60.2067,-78.4064,
-0.00116962,0.0540922,0.175662,1.57945,
124.776,107.335,98.6386,89.711,
-59.182,-58.6428,-59.2555,-78.4064,
-0.00116962,0.00418279,0.152726,1.57945,
124.776,108.083,99.7508,89.711,
-59.182,-59.1862,-59.6566,-78.4064,
-0.00116962,0.0256765,0.0931217,1.57945,
124.776,109.349,101.642,89.711,
-59.182,-58.5508,-58.0945,-78.4064,
-0.00116962,-0.0622439,-0.0514376,1.57945,
124.776,115.994,98.4362,89.711,
-59.182,-59.0871,-59.2873,-78.4064,
-0.00116962,-0.0147576,0.0602738,1.57945,
124.776,116.525,108.275,100.03,89.711,
-59.182,-59.0786,-59.0088,-59.3038,-78.4064,
-0.00116962,-0.0171911,0.00695482,0.0712681,1.57945,
124.776,116.519,108.267,100.011,89.711,
-59.182,-59.3336,-59.6379,-59.8402,-78.4064,
-0.00116962,0.0327468,0.0358189,0.00804663,1.57945,
124.776,116.611,108.446,100.311,90.38,89.711,
-59.182,-59.0961,-59.1587,-59.8207,-70.6364,-78.4064,
-0.00116962,-0.0106466,0.0352097,0.136399,1.34863,1.57945,
117.034,109.318,101.606,94.7262,90.7959,89.711,
-58.3365,-57.2406,-58.0217,-62.7009,-70.0826,-78.4064,
-0.170652,-0.0657649,0.313491,0.860129,1.28212,1.57945,
124.776,107.723,99.2112,89.711,
-59.182,-59.509,-60.0405,-78.4064,
-0.00116962,0.0451496,0.0809839,1.57945,
124.776,117.285,109.798,102.312,89.711,
-59.182,-58.8873,-58.5136,-58.8002,-78.4064,
-0.00116962,-0.0610398,-0.022242,0.115224,1.57945,
124.776,116.838,108.902,100.968,89.711,
-59.182,-59.2441,-59.4217,-59.6742,-78.4064,
-0.00116962,0.0159553,0.0279488,0.0348111,1.57945,
124.776,107.854,99.4129,89.711,
-59.182,-59.1748,-59.7358,-78.4064,
-0.00116962,0.0295077,0.110518,1.57945,
124.776,108.985,101.093,89.711,
-59.182,-59.0769,-59.299,-78.4064,
-0.00116962,0.00697898,0.0540927,1.57945,
124.776,116.429,108.083,99.7474,89.711,
-59.182,-59.1903,-59.3323,-59.7547,-78.4064,
-0.00116962,0.00607804,0.0308924,0.0732735,1.57945,
124.776,115.96,98.3995,89.711,
-59.182,-58.9267,-59.8893,-78.4064,
