91.6978,90.2926,90.9835,
-164.688,-172.755,-205.436,
1.34499,1.44876,1.68823,
91.3908,89.8884,89.5617,90.05,90.9835,
-170.373,-179.054,-187.863,-196.667,-205.436,
1.31834,1.47355,1.58693,1.65849,1.68823,
92.0801,90.4474,89.6794,89.6211,90.1104,90.9835,
-162.574,-171.038,-179.625,-188.247,-196.857,-205.436,
1.32327,1.43407,1.52596,1.59895,1.65304,1.68823,
92.2569,90.515,89.7113,89.6555,90.1472,90.9835,
-165.568,-173.405,-181.396,-189.428,-197.446,-205.436,
1.2845,1.41551,1.52139,1.60213,1.65775,1.68823,
89.862,89.6247,89.0484,89.2785,90.0214,90.9835,
-170.645,-172.291,-180.583,-188.894,-197.176,-205.436,
1.41393,1.44111,1.55582,1.63525,1.67938,1.68823,
91.7503,89.6903,88.962,89.1961,90.0007,90.9835,
-165.671,-173.429,-181.427,-189.46,-197.458,-205.436,
1.21058,1.40375,1.54811,1.64364,1.69034,1.68823,
91.9783,90.3838,89.6556,89.6284,90.1292,90.9835,
-164.174,-172.318,-180.587,-188.889,-197.177,-205.436,
1.31773,1.4337,1.52873,1.60283,1.65599,1.68823,
90.4535,90.194,89.4561,89.4908,90.9835,
-169.85,-171.531,-179.998,-188.5,-205.436,
1.40557,1.42957,1.53376,1.61161,1.68823,
90.5191,90.3424,89.789,89.7477,90.1643,90.9835,
-169.605,-171.306,-179.837,-188.386,-196.926,-205.436,
1.46053,1.47392,1.53706,1.59382,1.64421,1.68823,
91.9477,90.1745,89.433,89.4866,90.0867,90.9835,
-164.691,-172.702,-180.876,-189.085,-197.274,-205.436,
1.27915,1.4217,1.53389,1.6157,1.66715,1.68823,
89.7993,89.4812,88.7173,89.0125,89.9175,90.9835,
-169.872,-171.545,-180.017,-188.523,-196.989,-205.436,
1.36443,1.40097,1.55198,1.65019,1.69561,1.68823,
92.0398,90.4862,89.7403,89.6681,90.1298,90.9835,
-162.894,-171.304,-179.826,-188.38,-196.923,-205.436,
1.33496,1.43855,1.52567,1.59632,1.65051,1.68823,
90.2194,90.0009,89.4021,89.4914,90.0813,90.9835,
-169.85,-171.536,-180.011,-188.508,-196.985,-205.436,
1.4313,1.45237,1.54446,1.61447,1.66239,1.68823,
92.0781,90.1179,89.3198,90.9835,
-164.625,-172.616,-180.808,-205.436,
1.24627,1.40808,1.53318,1.68823,
90.6449,90.4628,89.8765,89.7985,90.9835,
-169.951,-171.634,-180.081,-188.548,-205.436,
1.45641,1.46963,1.53245,1.58983,1.68823,
90.4655,90.1982,89.4366,89.4687,90.0623,90.9835,
-169.451,-171.15,-179.712,-188.309,-196.887,-205.436,
1.40238,1.42683,1.53282,1.61172,1.66352,1.68823,
89.9559,89.3028,89.409,90.0458,90.9835,
-170.996,-179.604,-188.238,-196.851,-205.436,
1.44222,1.54351,1.61827,1.66651,1.68823,
92.4097,90.599,89.7373,89.6426,90.9835,
-163.661,-171.876,-180.246,-188.66,-205.436,
1.28901,1.41486,1.5177,1.59755,1.68823,
91.5734,90.9835,
-164.159,-205.436,
1.38879,1.68823,
90.2927,89.7702,89.743,90.1636,90.9835,
-171.257,-179.802,-188.363,-196.914,-205.436,
1.47892,1.5396,1.59471,1.64425,1.68823,
91.8948,90.265,89.5548,89.5722,90.1159,90.9835,
-164.64,-172.685,-180.864,-189.075,-197.269,-205.436,
1.30606,1.43164,1.53264,1.60908,1.66094,1.68823,
91.6378,90.377,89.7714,89.7321,90.1673,90.9835,
-163.981,-172.209,-180.511,-188.836,-197.15,-205.436,
1.37544,1.46021,1.53388,1.59644,1.64789,1.68823,
91.7254,90.4708,89.84,89.7638,90.9835,
-163.219,-171.601,-180.054,-188.531,-205.436,
1.38232,1.46071,1.53049,1.59167,1.68823,
92.0417,90.2584,89.4963,89.5249,90.102,90.9835,
-165.095,-173.021,-181.113,-189.242,-197.353,-205.436,
1.27585,1.41819,1.53059,1.61306,1.66561,1.68823,
91.633,90.1206,89.662,90.0282,90.9835,
-165.649,-175.522,-185.503,-195.488,-205.436,
1.35793,1.47576,1.57009,1.64091,1.68823,
92.3961,90.5422,89.6852,89.6189,90.1252,90.9835,
-164.76,-172.743,-180.896,-189.095,-197.28,-205.436,
1.27194,1.4088,1.51886,1.60211,1.65857,1.68823,
91.4527,90.1239,89.7112,90.0531,90.9835,
-165.687,-175.571,-185.536,-195.504,-205.436,
1.3855,1.48604,1.57001,1.6374,1.68823,
91.4428,90.2988,89.765,89.7586,90.1936,90.9835,
-165.553,-173.477,-181.465,-189.472,-197.468,-205.436,
1.38551,1.46754,1.53882,1.59936,1.64917,1.68823,
92.4071,90.6546,89.801,89.685,90.9835,
-163.605,-171.841,-180.22,-188.642,-205.436,
1.3003,1.41859,1.51654,1.59412,1.68823,
92.2346,90.6045,89.8187,89.7262,90.9835,
-165.22,-173.146,-181.202,-189.297,-205.436,
1.30861,1.42407,1.51975,1.59568,1.68823,
92.1248,90.3317,89.5426,89.5406,90.0975,90.9835,
-164.179,-172.291,-180.563,-188.875,-197.17,-205.436,
1.28284,1.41907,1.52772,1.6088,1.6623,1.68823,
91.9718,90.5436,89.8379,89.7494,90.1685,90.9835,
-164.005,-172.208,-180.504,-188.831,-197.148,-205.436,
1.35022,1.44438,1.52527,1.59287,1.64719,1.68823,
91.7892,89.4038,89.046,89.8684,90.9835,
-172.936,-180.807,-189.043,-197.255,-205.436,
1.11524,1.41987,1.61692,1.70637,1.68823,
91.5265,90.4171,89.8611,89.8065,90.9835,
-164.545,-172.676,-180.863,-189.07,-205.436,
1.39907,1.4702,1.53468,1.59251,1.68823,
91.4456,90.3546,89.8215,90.9835,
-164.776,-172.862,-181.004,-205.436,
1.39985,1.47228,1.53734,1.68823,
91.74,90.4056,89.7672,89.7222,90.1637,90.9835,
-164.114,-172.306,-180.583,-188.884,-197.174,-205.436,
1.36277,1.45373,1.53175,1.59684,1.649,1.68823,
92.4537,90.9835,
-164.129,-205.436,
1.24089,1.68823,
