176.219,155.671,155.789,156.635,156.81,
-1.70458,-11.9976,-20.0501,-28.0695,-36.1218,
-0.00050714,1.48225,1.65965,1.6632,1.49291,
169.584,162.944,157.88,156.092,156.81,
-0.945067,-1.02632,-5.02068,-12.6277,-36.1218,
-0.139114,0.252122,1.1732,1.48143,1.49291,
176.219,155.529,155.811,156.673,156.81,
-1.70458,-10.6733,-19.1661,-27.6272,-36.1218,
-0.00050714,1.51853,1.66378,1.65524,1.49291,
-0.00050714,0.627312,1.50033,1.66503,1.66256,1.49291,
169.718,163.163,158.269,157.05,156.81,
-0.344632,0.508065,-3.43936,-11.537,-36.1218,
-0.289704,0.153459,1.32898,1.49955,1.49291,
169.643,163.03,158.407,157.397,157.136,156.81,
-0.627195,-0.364356,-4.68636,-12.4956,-20.3697,-36.1218,
-0.212566,0.245135,1.37259,1.50083,1.56362,1.49291,
176.219,155.027,156.004,156.81,
-1.70458,-12.2783,-20.2024,-36.1218,
-0.00050714,1.67718,1.69623,1.49291,
176.219,167.598,159.621,156.218,156.937,157.146,156.81,
-1.70458,-1.86175,-4.83323,-12.3603,-20.2624,-28.1944,-36.1218,
-0.00050714,0.112247,0.676574,1.69248,1.62996,1.56344,1.49291,
176.219,155.88,155.926,156.681,156.81,
-1.70458,-11.85,-19.949,-28.0226,-36.1218,
-0.00050714,1.47766,1.64783,1.65291,1.49291,
169.693,163.116,158.115,156.769,156.659,156.953,156.81,
-0.349127,0.529945,-3.34066,-11.4458,-19.6718,-27.8966,-36.1218,
-0.288811,0.143585,1.29668,1.49886,1.59896,1.59697,1.49291,
176.219,155.533,155.535,156.531,156.81,
-1.70458,-11.0729,-19.4367,-27.758,-36.1218,
-0.00050714,1.44326,1.66461,1.68116,1.49291,
169.737,163.204,158.213,156.893,156.746,156.984,156.81,
-0.270074,0.750253,-3.06677,-11.245,-19.5372,-27.8304,-36.1218,
-0.310569,0.125463,1.30759,1.49797,1.59232,1.59063,1.49291,
169.489,162.812,158.583,157.703,156.81,
-1.02669,-1.61215,-6.48832,-16.3453,-36.1218,
-0.103308,0.375549,1.43606,1.51707,1.49291,
169.545,163.002,158.371,156.632,156.799,156.81,
-1.45748,-2.542,-7.09423,-16.644,-26.3836,-36.1218,
-0.00491822,0.402217,1.2209,1.5248,1.61547,1.49291,
169.582,162.919,158.29,157.282,156.81,
-0.696369,-0.568837,-4.96893,-12.7064,-36.1218,
-0.192902,0.263069,1.36741,1.50356,1.49291,
169.589,162.95,158.197,156.891,156.735,156.965,156.81,
-0.855933,-0.925021,-5.21874,-12.855,-20.6101,-28.3666,-36.1218,
-0.156215,0.275187,1.2937,1.49262,1.59212,1.59222,1.49291,
169.625,163.009,158.644,157.913,157.533,157.25,156.81,
-0.688292,-0.629748,-5.1957,-12.9073,-20.6451,-28.3873,-36.1218,
-0.19303,0.288039,1.4427,1.50448,1.53344,1.52959,1.49291,
169.707,163.139,158.289,157.17,156.972,156.81,
-0.321302,0.543158,-3.46314,-11.567,-19.7513,-36.1218,
-0.293946,0.156641,1.35125,1.50301,1.5772,1.49291,
169.554,163.058,158.52,156.79,156.858,156.81,
-1.55875,-2.83304,-7.47478,-16.8993,-26.5115,-36.1218,
0.0213569,0.43084,1.22794,1.51697,1.60529,1.49291,
169.66,163.057,158.431,157.458,156.81,
-0.55779,-0.176819,-4.46834,-12.3367,-36.1218,
-0.23041,0.230733,1.38292,1.50233,1.49291,
176.219,157.429,157.17,156.81,
-1.70458,-10.5986,-19.1056,-36.1218,
-0.00050714,1.50583,1.56441,1.49291,
176.219,156.759,156.412,156.836,156.81,
-1.70458,-10.8036,-19.2374,-27.677,-36.1218,
-0.00050714,1.43567,1.59941,1.61849,1.49291,
169.581,162.91,157.319,155.129,156.81,
-0.404292,0.605972,-2.7121,-10.8336,-36.1218,
-0.279021,0.0859388,1.09437,1.48771,1.49291,
169.648,163.048,158.768,158.152,157.715,157.315,156.81,
-0.643058,-0.535255,-5.13542,-12.8733,-20.6235,-28.3758,-36.1218,
-0.203924,0.287545,1.4739,1.50599,1.51986,1.5155,1.49291,
169.58,162.982,158.485,157.333,157.05,156.81,
-1.06472,-1.56654,-6.12578,-13.5559,-21.0751,-36.1218,
-0.100831,0.343768,1.33329,1.48778,1.56588,1.49291,
169.589,162.987,158.453,157.288,157.02,157.058,156.81,
-1.0125,-1.41363,-5.92232,-13.4019,-20.9727,-28.5502,-36.1218,
-0.114543,0.329169,1.33063,1.48891,1.56872,1.57005,1.49291,
169.71,163.154,158.08,156.805,156.81,
-0.131089,1.12539,-2.64179,-10.9325,-36.1218,
-0.343371,0.0953407,1.31563,1.50453,1.49291,
176.219,167.512,155.506,156.019,156.81,
-1.70458,-1.96475,-12.4077,-20.3139,-36.1218,
-0.00050714,0.12692,1.58144,1.66996,1.49291,
176.219,155.542,156.031,156.81,
-1.70458,-11.5544,-19.7457,-36.1218,
-0.00050714,1.57599,1.66552,1.49291,
176.219,157.179,157.171,156.81,
-1.70458,-10.9843,-19.3664,-36.1218,
-0.00050714,1.5554,1.57719,1.49291,
176.219,158.09,158.47,157.717,156.81,
-1.70458,-10.7773,-19.2394,-27.6874,-36.1218,
-0.00050714,1.72096,1.5296,1.45359,1.49291,
169.682,163.093,158.096,156.818,156.708,156.81,
-0.298782,0.650814,-3.23853,-11.3784,-19.6268,-36.1218,
-0.300166,0.137148,1.31143,1.50243,1.59635,1.49291,
169.631,162.985,158.1,157.053,156.915,157.048,156.81,
-0.296185,0.583152,-3.49105,-11.5949,-19.7709,-27.9487,-36.1218,
-0.295739,0.157863,1.3603,1.51117,1.58356,1.57747,1.49291,
169.66,163.057,158.253,157.027,156.848,156.81,
-0.576627,-0.152111,-4.27836,-12.1633,-20.1488,-36.1218,
-0.228571,0.211947,1.32105,1.49729,1.58468,1.49291,
169.648,163.039,158.841,158.396,157.914,156.81,
-0.559462,-0.35202,-5.0054,-12.7885,-20.5694,-36.1218,
-0.223151,0.282263,1.51573,1.5115,1.50629,1.49291,
176.219,156.244,156.24,156.807,156.81,
-1.70458,-10.8457,-19.2753,-27.6922,-36.1218,
-0.00050714,1.49144,1.62659,1.62708,1.49291,
169.608,162.982,158.34,157.206,156.98,157.053,156.81,
-0.791107,-0.79406,-5.15877,-12.8339,-20.5951,-28.3612,-36.1218,
-0.171196,0.275297,1.33897,1.49606,1.57407,1.57302,1.49291,
169.612,162.954,158.268,156.81,
-0.470704,0.046534,-4.24685,-36.1218,
-0.249796,0.214013,1.39092,1.49291,
176.219,167.339,155.497,156.592,156.81,
-1.70458,-1.56781,-11.8688,-19.91,-36.1218,
-0.00050714,0.0569217,1.74158,1.66885,1.49291,
176.219,156.371,156.196,156.768,156.81,
-1.70458,-11.1779,-19.4938,-27.8014,-36.1218,
-0.00050714,1.45354,1.62018,1.6333,1.49291,
176.219,166.632,157.959,154.416,155.546,156.631,156.81,
-1.70458,-2.18983,-6.02493,-14.5647,-21.7226,-28.887,-36.1218,
-0.00050714,0.167622,0.731331,1.69062,1.74415,1.67825,1.49291,
169.606,162.97,157.553,155.255,155.442,156.509,156.81,
-0.855251,-0.621078,-4.14893,-11.8745,-19.9752,-28.0226,-36.1218,
-0.168196,0.184572,1.0578,1.47162,1.68208,1.68918,1.49291,
169.668,163.074,157.817,156.193,156.224,156.81,
-0.255257,0.871483,-2.7441,-10.9589,-19.3512,-36.1218,
-0.314071,0.0966311,1.2316,1.49732,1.62945,1.49291,
169.619,162.975,157.779,156.107,156.152,156.772,156.81,
-0.503078,0.18466,-3.58042,-11.575,-19.7628,-27.934,-36.1218,
-0.250525,0.153566,1.21177,1.49397,1.6349,1.63455,1.49291,
176.219,154.939,155.539,156.81,
-1.70458,-12.5369,-20.4073,-36.1218,
-0.00050714,1.56436,1.70226,1.49291,
176.219,156.896,157.379,156.81,
-1.70458,-12.3781,-20.2869,-36.1218,
-0.00050714,1.67544,1.59193,1.49291,
169.734,163.191,158.402,156.81,
-0.219168,0.791413,-3.23586,-36.1218,
-0.319352,0.143665,1.38855,1.49291,
169.711,163.154,158.105,156.81,
-0.168245,1.02088,-2.77089,-36.1218,
-0.334194,0.104537,1.31568,1.49291,
176.219,157.37,157.817,157.464,156.81,
-1.70458,-11.5758,-19.7577,-27.9482,-36.1218,
-0.00050714,1.69453,1.56637,1.49916,1.49291,
169.575,162.998,158.566,157.246,157.09,156.81,
-1.15832,-1.83335,-6.46528,-16.2856,-26.2057,-36.1218,
-0.0766932,0.368397,1.33476,1.51785,1.57057,1.49291,
169.365,162.684,157.993,156.37,156.705,156.81,
-1.55997,-2.86955,-7.62248,-17.0078,-26.5643,-36.1218,
0.0222975,0.428985,1.21955,1.5411,1.63222,1.49291,
169.649,163.032,158.73,157.78,156.81,
-0.50734,-0.179489,-4.74973,-20.4364,-36.1218,
-0.237305,0.261378,1.49554,1.51741,1.49291,
169.683,163.123,157.712,155.985,156.07,156.755,156.81,
-0.0626773,1.44047,-1.96747,-10.3632,-18.956,-27.5291,-36.1218,
-0.363487,0.0412969,1.21384,1.49815,1.63943,1.63769,1.49291,
