176.219,155.671,155.789,156.635,156.81,
-1.70458,-11.9976,-20.0501,-28.0695,-36.1218,
-0.00050714,1.48225,1.65965,1.6632,1.49291,
169.584,162.944,157.88,156.092,156.81,
-0.945067,-1.02632,-5.02068,-12.6277,-36.1218,
-0.139114,0.252122,1.1732,1.48143,1.49291,
176.219,155.529,155.811,156.673,156.81,
-1.70458,-10.6733,-19.1661,-27.6272,-36.1218,
-0.00050714,1.51853,1.66378,1.65524,1.49291,
169.602,162.975,158.026,156.415,156.354,156.81,
-0.893572,-0.934192,-5.02094,-12.6593,-20.4827,-36.1218,
-0.150602,0.255882,1.21894,1.4849,1.61921,1.49291,
176.219,155.695,156.37,156.81,
-1.70458,-12.1409,-20.1239,-36.1218,
-0.00050714,1.64025,1.65867,1.49291,
169.59,162.925,158.041,156.737,156.642,156.81,
-0.646772,-0.334179,-4.48207,-12.3042,-20.2442,-36.1218,
-0.209177,0.222511,1.29456,1.49947,1.60083,1.49291,
169.492,162.808,158.472,157.496,157.226,156.81,
-1.00771,-1.52276,-6.31218,-16.2178,-26.1729,-36.1218,
-0.1095,0.360096,1.40828,1.52249,1.5507,1.49291,
169.565,162.917,158.167,156.826,156.682,156.944,156.81,
-0.941388,-1.15775,-5.49565,-13.0567,-20.7448,-28.4334,-36.1218,
-0.13431,0.293222,1.28209,1.49105,1.59584,1.59646,1.49291,
169.553,162.957,158.443,157.037,156.998,156.81,
-1.19131,-1.898,-6.49523,-16.2933,-26.2094,-36.1218,
-0.0690889,0.366923,1.30753,1.52323,1.58502,1.49291,
169.525,162.908,158.347,156.897,156.81,
-1.22755,-1.98684,-6.58567,-16.3468,-36.1218,
-0.0600753,0.370535,1.29132,1.52732,1.49291,
169.445,162.783,158.498,157.414,157.175,156.81,
-1.25843,-2.20607,-7.12972,-16.752,-26.4394,-36.1218,
-0.0465963,0.413941,1.3811,1.51918,1.55645,1.49291,
169.679,163.086,158.29,156.978,156.81,
-0.432108,0.223475,-3.87771,-19.9587,-36.1218,
-0.264596,0.18588,1.35092,1.57639,1.49291,
176.219,167.919,160.218,156.262,156.403,156.877,156.81,
-1.70458,-1.99939,-4.88075,-11.8822,-19.9656,-28.0393,-36.1218,
-0.00050714,0.134199,0.644874,1.53152,1.62689,1.61402,1.49291,
169.593,162.982,158.414,157.246,156.993,156.81,
-0.959699,-1.26276,-5.72995,-13.2573,-20.8767,-36.1218,
-0.128173,0.315305,1.32993,1.49061,1.57133,1.49291,
176.219,156.84,156.857,157.046,156.81,
-1.70458,-11.2052,-19.5127,-27.8191,-36.1218,
-0.00050714,1.53849,1.59513,1.57994,1.49291,
176.219,167.336,156.749,157.773,157.494,156.81,
-1.70458,-2.03963,-13.6832,-21.118,-28.6308,-36.1218,
-0.00050714,0.152418,1.83477,1.60063,1.48668,1.49291,
176.219,157.091,156.956,157.07,156.81,
-1.70458,-10.8708,-19.2884,-27.7079,-36.1218,
-0.00050714,1.51522,1.58193,1.57449,1.49291,
176.219,166.829,154.685,155.893,156.81,
-1.70458,-1.89446,-13.4961,-20.9941,-36.1218,
-0.00050714,0.117321,1.72737,1.72156,1.49291,
169.699,163.126,158.221,156.81,
-0.357813,0.469502,-3.49292,-36.1218,
-0.28553,0.156753,1.32634,1.49291,
169.642,163.018,158.128,156.873,156.744,156.81,
-0.503446,0.0618125,-4.00017,-11.9509,-20.008,-36.1218,
-0.246721,0.190807,1.31207,1.50039,1.5933,1.49291,
169.559,162.965,158.351,156.812,156.897,156.81,
-1.20321,-1.88678,-6.39017,-16.2055,-26.165,-36.1218,
-0.0678206,0.356625,1.27283,1.52756,1.60092,1.49291,
169.624,162.98,157.792,156.288,156.313,156.835,156.81,
-0.318314,0.655231,-3.10795,-11.249,-19.5438,-27.8275,-36.1218,
-0.294948,0.123021,1.2534,1.50194,1.62471,1.6217,1.49291,
169.635,163.011,157.807,155.999,156.046,156.81,
-0.617934,-0.0967047,-3.83233,-11.739,-19.8734,-36.1218,
-0.223754,0.169746,1.17999,1.48667,1.64105,1.49291,
169.516,162.988,158.39,156.63,156.791,156.81,
-1.58679,-2.90105,-7.54579,-16.94,-26.5315,-36.1218,
0.0279834,0.43217,1.21205,1.52276,1.61638,1.49291,
169.431,162.743,158.089,156.604,156.818,156.81,
-1.30931,-2.20699,-6.85945,-16.5212,-26.3222,-36.1218,
-0.0390782,0.382883,1.26538,1.53832,1.61417,1.49291,
169.629,162.984,158.291,157.397,156.81,
-0.414198,0.201675,-4.06137,-12.0389,-36.1218,
-0.264415,0.201701,1.39784,1.51077,1.49291,
169.569,162.993,158.499,157.081,157.014,156.81,
-1.20517,-1.93357,-6.52973,-16.3155,-26.2205,-36.1218,
-0.0658361,0.370299,1.3079,1.52064,1.58231,1.49291,
169.694,163.115,158.154,156.917,156.782,156.81,
-0.29284,0.656824,-3.25282,-11.3946,-19.6372,-36.1218,
-0.301776,0.139147,1.32226,1.50249,1.591,1.49291,
176.219,160.195,155.941,155.986,156.71,156.81,
-1.70458,-4.49348,-11.2761,-19.5654,-27.8322,-36.1218,
-0.00050714,0.60343,1.4829,1.64336,1.6467,1.49291,
169.543,162.993,158.412,156.758,156.858,156.81,
-1.42139,-2.4688,-7.06017,-16.6346,-26.3792,-36.1218,
-0.0130766,0.401609,1.24355,1.52309,1.60621,1.49291,
169.551,162.888,157.658,155.602,155.72,156.81,
-1.04884,-1.23791,-5.10463,-12.637,-20.4778,-36.1218,
-0.115157,0.252451,1.10232,1.47567,1.66523,1.49291,
176.219,167.676,155.704,155.987,156.81,
-1.70458,-2.02981,-12.251,-20.2152,-36.1218,
-0.00050714,0.138535,1.53085,1.65849,1.49291,
176.219,156.696,156.321,156.798,156.81,
-1.70458,-10.7487,-19.2,-27.6572,-36.1218,
-0.00050714,1.42436,1.60273,1.62557,1.49291,
169.522,162.952,158.192,156.327,156.667,156.81,
-1.47465,-2.54727,-7.0139,-16.5696,-26.3453,-36.1218,
-0.00216957,0.391961,1.18189,1.53304,1.63672,1.49291,
176.219,157.191,156.983,156.81,
-1.70458,-10.7402,-19.2001,-36.1218,
-0.00050714,1.50273,1.57676,1.49291,
169.591,162.953,157.765,155.789,155.862,156.655,156.81,
-0.941818,-0.959442,-4.80323,-12.4293,-20.3365,-28.2146,-36.1218,
-0.14226,0.234134,1.12868,1.47726,1.65416,1.65938,1.49291,
169.498,162.873,158.368,156.976,156.974,156.81,
-1.27659,-2.14724,-6.83623,-16.5206,-26.323,-36.1218,
-0.0465377,0.38826,1.30389,1.52579,1.5888,1.49291,
176.219,156.209,156.37,156.81,
-1.70458,-11.5284,-19.7299,-36.1218,
-0.00050714,1.53337,1.62936,1.49291,
169.405,162.762,158.307,156.918,156.944,156.81,
-1.49273,-2.76489,-7.65087,-17.0611,-26.593,-36.1218,
0.00873074,0.440281,1.29414,1.52657,1.59282,1.49291,
176.219,157.69,157.901,157.472,156.81,
-1.70458,-11.3931,-19.6447,-27.8905,-36.1218,
-0.00050714,1.65163,1.54933,1.49643,1.49291,
169.672,163.074,158.125,156.815,156.695,156.81,
-0.42716,0.297128,-3.66052,-11.6897,-19.8341,-36.1218,
-0.26782,0.166453,1.30231,1.49912,1.59649,1.49291,
176.219,161.371,157.772,157.685,157.361,156.81,
-1.70458,-4.18909,-10.6282,-19.1338,-27.6336,-36.1218,
-0.00050714,0.620287,1.57481,1.54645,1.51915,1.49291,
176.219,167.78,155.757,155.896,156.81,
-1.70458,-2.02914,-11.9919,-20.0446,-36.1218,
-0.00050714,0.137468,1.49434,1.65491,1.49291,
176.219,160.32,156.98,157.425,157.307,156.81,
-1.70458,-4.81385,-12.017,-20.0482,-28.0919,-36.1218,
-0.00050714,0.678324,1.66855,1.58735,1.5288,1.49291,
169.587,162.95,158.743,158.159,157.724,157.315,156.81,
-0.76886,-0.913428,-5.65473,-13.2646,-20.8846,-28.5062,-36.1218,
-0.16942,0.323789,1.47912,1.50666,1.51814,1.51356,1.49291,
169.656,163.032,158.574,158.024,156.81,
-0.333326,0.327871,-4.0991,-12.0983,-36.1218,
-0.281937,0.212896,1.48399,1.51696,1.49291,
169.666,163.069,158.104,156.664,156.81,
-0.554749,-0.0246213,-3.97789,-11.9083,-36.1218,
-0.236828,0.186776,1.2703,1.49335,1.49291,
169.482,162.703,157.848,156.735,156.81,
-0.565655,-0.193159,-4.50888,-20.2779,-36.1218,
-0.222713,0.22495,1.34248,1.59802,1.49291,
176.219,155.949,156.693,156.81,
-1.70458,-12.573,-20.4041,-36.1218,
-0.00050714,1.68106,1.64546,1.49291,
176.219,155.729,155.922,156.81,
-1.70458,-11.404,-19.6521,-36.1218,
-0.00050714,1.50803,1.65501,1.49291,
176.219,159.796,155.569,155.778,156.641,156.81,
-1.70458,-4.83433,-11.9107,-19.9924,-28.0397,-36.1218,
