243.071,223.41,203.741,
-1.69387,-0.59344,0.35573,
-0.0594394,-0.0522261,-0.0440556,
-1.63217,-1.0888,-0.0859243,0.35573,
-0.0583887,-0.0562204,-0.0490538,-0.0440556,
242.058,203.741,
-2.03989,0.35573,
-0.0413042,-0.0440556,
242.428,227.417,219.922,212.433,203.741,
-1.73815,-1.25794,-0.766423,-0.198714,0.35573,
-0.00050714,-0.0573635,-0.0720973,-0.0777016,-0.0440556,
242.428,220.43,203.741,
-1.73815,-0.713666,0.35573,
-0.00050714,-0.0750331,-0.0440556,
242.624,232.903,223.185,203.741,
-1.88637,-1.33254,-0.727383,0.35573,
-0.0518603,-0.0607554,-0.0624196,-0.0440556,
242.428,219.078,211.307,203.741,
-1.73815,-0.685047,-0.101236,0.35573,
-0.00050714,-0.0730369,-0.0750877,-0.0440556,
243.157,223.472,213.606,203.741,
-1.8092,-0.358166,-0.00733374,0.35573,
-0.118883,-0.0415758,-0.0328423,-0.0440556,
243.207,233.354,223.49,213.618,203.741,
-2.21708,-1.38607,-0.694479,-0.121001,0.35573,
-0.0919349,-0.0767076,-0.0636519,-0.0527679,-0.0440556,
242.795,203.741,
-1.71976,0.35573,
-0.0852664,-0.0440556,
242.428,218.857,203.741,
-1.73815,-0.597411,0.35573,
-0.00050714,-0.0827514,-0.0440556,
243.214,223.477,213.609,203.741,
-1.41907,-0.547722,-0.0907437,0.35573,
-0.0408024,-0.0461847,-0.0460591,-0.0440556,
242.428,227.851,219.82,203.741,
-1.73815,-1.13714,-0.558254,0.35573,
-0.00050714,-0.0756999,-0.0677689,-0.0440556,
242.428,227.098,219.445,211.794,203.741,
-1.73815,-1.19836,-0.67764,-0.121152,0.35573,
-0.00050714,-0.0613104,-0.0724161,-0.0706577,-0.0440556,
242.942,233.14,223.342,203.741,
-1.68522,-1.20262,-0.663302,0.35573,
-0.0443505,-0.0530684,-0.0559252,-0.0440556,
242.428,222.595,213.175,203.741,
-1.73815,-0.886137,-0.154849,0.35573,
-0.00050714,-0.0908811,-0.0649275,-0.0440556,
243.152,233.314,223.461,213.602,203.741,
-1.83929,-1.06054,-0.499242,-0.0592689,0.35573,
-0.0932953,-0.0663201,-0.0491218,-0.0417003,-0.0440556,
242.488,203.741,
-2.13184,0.35573,
-0.0824366,-0.0440556,
243.079,233.236,223.403,203.741,
-1.71101,-1.39301,-0.826572,0.35573,
-0.013777,-0.0478667,-0.0642764,-0.0440556,
242.208,203.741,
-1.74616,0.35573,
-0.0679363,-0.0440556,
243.165,233.319,203.741,
-1.91461,-1.20002,0.35573,
-0.0795562,-0.0658642,-0.0440556,
242.428,211.574,203.741,
-1.73815,-0.120907,0.35573,
-0.00050714,-0.0782272,-0.0440556,
242.747,223.248,203.741,
-1.77844,-0.635608,0.35573,
-0.0595906,-0.0560782,-0.0440556,
242.738,203.741,
-1.67569,0.35573,
-0.0540094,-0.0440556,
242.428,218.83,203.741,
-1.73815,-0.563113,0.35573,
-0.00050714,-0.0821063,-0.0440556,
242.988,223.379,203.741,
-1.47377,-0.290895,0.35573,
-0.0987227,-0.0341798,-0.0440556,
242.428,219.913,212.418,203.741,
-1.73815,-0.690428,-0.148465,0.35573,
-0.00050714,-0.0724438,-0.0696913,-0.0440556,
242.428,232.745,223.075,213.412,203.741,
-1.73815,-1.48808,-0.901899,-0.210462,0.35573,
-0.00050714,-0.0471564,-0.0699642,-0.0689306,-0.0440556,
242.428,219.287,211.585,203.741,
-1.73815,-0.696032,-0.118404,0.35573,
-0.00050714,-0.0729207,-0.0749576,-0.0440556,
243.402,223.571,213.658,203.741,
-1.80441,-0.7349,-0.149759,0.35573,
-0.0419261,-0.0601219,-0.0563715,-0.0440556,
242.62,232.897,203.741,
-1.83415,-1.35198,0.35573,
-0.0402548,-0.0570801,-0.0440556,
242.428,234.493,226.567,218.648,210.731,203.741,
-1.73815,-1.57323,-1.16144,-0.614982,-0.0458518,0.35573,
-0.00050714,-0.0386983,-0.0627585,-0.0726879,-0.0684864,-0.0440556,
242.428,223.268,213.704,203.741,
-1.73815,-0.987363,-0.276271,0.35573,
-0.00050714,-0.0676304,-0.0782655,-0.0440556,
243.401,203.741,
-1.65612,0.35573,
-0.0730415,-0.0440556,
242.428,226.593,218.688,210.787,203.741,
-1.73815,-1.17993,-0.636485,-0.0483658,0.35573,
-0.00050714,-0.0616604,-0.0735434,-0.072964,-0.0440556,
242.428,232.492,222.57,212.658,203.741,
-1.73815,-1.50557,-0.934459,-0.199368,0.35573,
-0.00050714,-0.0433748,-0.0686858,-0.07644,-0.0440556,
242.428,232.46,222.504,212.561,203.741,
-1.73815,-1.5191,-0.964812,-0.214273,0.35573,
-0.00050714,-0.0411152,-0.0677999,-0.0805613,-0.0440556,
243.415,233.496,203.741,
-1.86507,-1.30923,0.35573,
-0.0520782,-0.058906,-0.0440556,
242.119,232.546,222.951,203.741,
-1.88524,-1.01392,-0.442487,0.35573,
-0.111247,-0.0727105,-0.0486664,-0.0440556,
242.428,219.642,211.697,203.741,
-1.73815,-0.662958,-0.0641906,0.35573,
-0.00050714,-0.0890479,-0.0626945,-0.0440556,
241.908,232.373,222.832,203.741,
-1.66459,-1.04179,-0.521691,0.35573,
-0.0718803,-0.0592062,-0.0503441,-0.0440556,
242.428,222.594,213.173,203.741,
-1.73815,-0.771396,-0.115604,0.35573,
-0.00050714,-0.0831927,-0.0577594,-0.0440556,
243.059,223.394,203.741,
-1.45192,-0.698789,0.35573,
-0.0134009,-0.0545497,-0.0440556,
242.428,226.57,218.965,211.357,203.741,
-1.73815,-1.16204,-0.581172,-0.0560533,0.35573,
-0.00050714,-0.0773814,-0.073832,-0.0627234,-0.0440556,
242.428,219.764,203.741,
-1.73815,-0.674418,0.35573,
-0.00050714,-0.0843338,-0.0440556,
242.946,203.741,
-2.20553,0.35573,
-0.0525557,-0.0440556,
242.428,227.754,220.43,203.741,
-1.73815,-1.13,-0.581423,0.35573,
-0.00050714,-0.0698762,-0.0765283,-0.0440556,
242.428,222.741,203.741,
-1.73815,-0.833441,0.35573,
-0.00050714,-0.0843099,-0.0440556,
242.428,226.513,218.569,210.631,203.741,
-1.73815,-1.23143,-0.702053,-0.0756,0.35573,
-0.00050714,-0.0576938,-0.0740096,-0.0821404,-0.0440556,
243.082,223.417,203.741,
-1.54031,-0.491662,0.35573,
-0.0645198,-0.0450936,-0.0440556,
243.077,223.424,213.583,203.741,
-1.84976,-0.496233,-0.057508,0.35573,
-0.0950661,-0.0492353,-0.0415641,-0.0440556,
243.174,233.324,223.466,213.604,203.741,
-1.64199,-0.98955,-0.485534,-0.0603385,0.35573,
-0.0760315,-0.0574348,-0.0459066,-0.0414469,-0.0440556,
242.428,218.795,210.927,203.741,
-1.73815,-0.588459,-0.0290231,0.35573,
-0.00050714,-0.0732158,-0.0661248,-0.0440556,
243.073,233.242,223.409,213.575,203.741,
-1.48365,-0.993062,-0.52786,-0.0807099,0.35573,
-0.0513988,-0.048443,-0.0462339,-0.0447714,-0.0440556,
242.649,203.741,
-1.60187,0.35573,
-0.0758062,-0.0440556,
242.428,234.44,226.458,218.486,210.527,203.741,
-1.73815,-1.6279,-1.31352,-0.807468,-0.122295,0.35573,
-0.00050714,-0.0268399,-0.0516339,-0.0748889,-0.0966052,-0.0440556,
242.686,232.956,223.222,203.741,
-1.88743,-1.2263,-0.632901,0.35573,
-0.071365,-0.0643398,-0.0574465,-0.0440556,
242.428,226.925,219.189,203.741,
-1.73815,-1.13687,-0.545505,0.35573,
-0.00050714,-0.0681983,-0.082183,-0.0440556,
242.089,232.514,222.928,203.741,
-1.89649,-1.15181,-0.562213,0.35573,
-0.0874858,-0.0686333,-0.0551108,-0.0440556,
242.428,211.675,203.741,
-1.73815,-0.144251,0.35573,
-0.00050714,-0.0791444,-0.0440556,
242.428,220.503,203.741,
-1.73815,-0.736751,0.35573,
-0.00050714,-0.0777546,-0.0440556,
243.377,203.741,
-1.59024,0.35573,
-0.0612667,-0.0440556,
242.428,218.638,210.718,203.741,
-1.73815,-0.611945,-0.0367162,0.35573,
-0.00050714,-0.0731781,-0.069506,-0.0440556,
242.031,232.449,222.877,203.741,
-1.44791,-1.24702,-0.758676,0.35573,
0.000346369,-0.0391211,-0.0596773,-0.0440556,
242.697,223.225,203.741,
-1.82145,-0.62413,0.35573,
-0.0663843,-0.0561359,-0.0440556,
242.624,232.917,223.198,203.741,
-2.10252,-1.2853,-0.631363,0.35573,
-0.0938558,-0.0748622,-0.0602309,-0.0440556,
242.428,226.957,219.223,211.485,203.741,
-1.73815,-1.06775,-0.518582,-0.0370856,0.35573,
-0.00050714,-0.0743615,-0.0669676,-0.0568656,-0.0440556,
242.7,232.973,203.741,
-1.80524,-1.06043,0.35573,
-0.08898,-0.0652546,-0.0440556,
242.428,225.833,217.548,209.268,203.741,
-1.73815,-1.16723,-0.601864,0.0241751,0.35573,
-0.00050714,-0.060682,-0.0736974,-0.0753313,-0.0440556,
242.428,219.108,211.345,203.741,
-1.73815,-0.655477,-0.0858358,0.35573,
-0.00050714,-0.0729717,-0.071385,-0.0440556,
243.179,233.319,223.459,213.6,203.741,
-1.35263,-0.951818,-0.524321,-0.0838892,0.35573,
-0.0388075,-0.0422113,-0.0442205,-0.0448353,-0.0440556,
242.894,233.107,223.32,203.741,
-1.716,-1.18064,-0.635902,0.35573,
-0.0530934,-0.0556611,-0.0550107,-0.0440556,
242.693,232.954,203.741,
-1.94659,-1.39029,0.35573,
-0.0505241,-0.0621246,-0.0440556,
243.192,233.341,223.478,203.741,
-1.67677,-0.970049,-0.459566,0.35573,
-0.0848107,-0.0600432,-0.0449948,-0.0440556,
242.428,219.136,211.443,203.741,
-1.73815,-0.573147,-0.0408567,0.35573,
-0.00050714,-0.079315,-0.0595534,-0.0440556,
242.428,226.849,219.072,211.294,203.741,
-1.73815,-1.15085,-0.606949,-0.059684,0.35573,
-0.00050714,-0.0643552,-0.0726604,-0.0652198,-0.0440556,
243.067,233.242,223.409,213.574,203.741,
-1.07616,-0.553409,-0.238834,0.0150233,0.35573,
-0.0687533,-0.0400692,-0.0263915,-0.0277203,-0.0440556,
242.163,232.552,222.949,203.741,
-1.66985,-1.27093,-0.724998,0.35573,
-0.0299124,-0.0510966,-0.0605153,-0.0440556,
243.017,223.376,203.741,
-1.56741,-0.690123,0.35573,
-0.0268913,-0.0556516,-0.0440556,
243.038,223.403,213.573,203.741,
-1.91461,-0.550364,-0.0756334,0.35573,
-0.0906952,-0.0528785,-0.0448428,-0.0440556,
242.428,223.254,213.686,203.741,
-1.73815,-1.01158,-0.293362,0.35573,
-0.00050714,-0.0667956,-0.0809308,-0.0440556,
243.249,223.499,213.624,203.741,
-2.16021,-0.841569,-0.178109,0.35573,
-0.0563386,-0.0702964,-0.0622008,-0.0440556,
242.247,203.741,
-1.63978,0.35573,
-0.0691454,-0.0440556,
242.1,232.504,203.741,
-1.72627,-1.33504,0.35573,
-0.0268772,-0.0522738,-0.0440556,
