179.997,162.212,157.852,157.879,157.369,156.88,
-1.70649,-3.26669,-10.7053,-18.4845,-26.2503,-34.0173,
-0.00050714,0.54171,1.63246,1.52784,1.49471,1.53305,
179.997,157.841,156.621,156.88,
-1.70649,-8.93605,-17.2255,-34.0173,
-0.00050714,1.29032,1.53213,1.53305,
179.997,171.06,157.646,157.257,157.081,156.88,
-1.70649,-1.50312,-10.748,-18.4991,-26.2585,-34.0173,
-0.00050714,0.0326529,1.4966,1.5395,1.55166,1.53305,
179.997,158.449,157.971,156.88,
-1.70649,-10.053,-18.044,-34.0173,
-0.00050714,1.53183,1.4962,1.53305,
179.997,156.92,156.87,156.966,156.88,
-1.70649,-11.4265,-18.9569,-26.4873,-34.0173,
-0.00050714,1.54018,1.58105,1.57868,1.53305,
179.997,157.728,157.385,156.88,
-1.70649,-10.7345,-18.493,-34.0173,
-0.00050714,1.51628,1.53484,1.53305,
179.997,170.535,156.946,157.195,157.125,156.88,
-1.70649,-1.33976,-11.3702,-18.9175,-26.4691,-34.0173,
-0.00050714,0.011657,1.63122,1.5795,1.54678,1.53305,
179.997,158.204,158.156,157.469,156.88,
-1.70649,-10.7204,-18.5004,-26.2552,-34.0173,
-0.00050714,1.63728,1.50771,1.47297,1.53305,
179.997,157.307,157.273,156.88,
-1.70649,-10.6084,-18.413,-34.0173,
-0.00050714,1.57409,1.5591,1.53305,
179.997,157.279,157.188,157.091,156.88,
-1.70649,-9.85809,-17.912,-25.9658,-34.0173,
-0.00050714,1.55536,1.56139,1.55395,1.53305,
179.997,157.661,157.464,157.184,156.88,
-1.70649,-10.6387,-18.4335,-26.2258,-34.0173,
-0.00050714,1.55364,1.53887,1.53201,1.53305,
179.997,157.793,157.166,157.026,156.88,
-1.70649,-9.06702,-17.3672,-25.6923,-34.0173,
-0.00050714,1.44632,1.53462,1.56353,1.53305,
179.997,158.646,157.892,157.293,156.88,
-1.70649,-9.56798,-17.7054,-25.8556,-34.0173,
-0.00050714,1.47024,1.48724,1.50817,1.53305,
179.997,157.828,157.03,156.952,156.88,
-1.70649,-9.72888,-17.7955,-25.9063,-34.0173,
-0.00050714,1.39843,1.53134,1.57622,1.53305,
179.997,157.383,157.449,156.88,
-1.70649,-11.616,-19.086,-34.0173,
-0.00050714,1.61108,1.55345,1.53305,
179.997,157.617,157.197,156.88,
-1.70649,-10.1309,-18.0861,-34.0173,
-0.00050714,1.48718,1.54224,1.53305,
179.997,162.734,157.897,157.409,157.131,156.88,
-1.70649,-3.40322,-10.3309,-18.2189,-26.1176,-34.0173,
-0.00050714,0.515464,1.48788,1.52616,1.54122,1.53305,
173.56,167.206,161.063,157.002,156.007,156.54,156.88,
-0.0493591,1.97121,0.0349081,-7.69501,-16.4233,-25.2171,-34.0173,
-0.391474,-0.112469,0.836508,1.30482,1.57702,1.6531,1.53305,
173.311,166.628,160.426,155.988,156.88,
-1.35007,-1.48615,-3.83918,-10.2944,-34.0173,
-0.061223,0.146758,0.623435,1.26696,1.53305,
179.997,157.111,157.312,157.163,156.88,
-1.70649,-11.9696,-19.3186,-26.6697,-34.0173,
-0.00050714,1.63187,1.56944,1.5365,1.53305,
179.997,162.584,157.875,157.512,157.184,156.88,
-1.70649,-3.50918,-10.6096,-18.4108,-26.2135,-34.0173,
-0.00050714,0.530763,1.52166,1.52674,1.53053,1.53305,
179.997,170.916,157.281,157.208,157.1,156.88,
-1.70649,-1.19106,-10.1292,-18.093,-26.0563,-34.0173,
-0.00050714,-0.0224878,1.56075,1.56102,1.55178,1.53305,
179.997,170.329,161.163,156.761,157.055,157.072,156.88,
-1.70649,-1.56746,-4.25165,-12.3807,-19.5895,-26.8046,-34.0173,
-0.00050714,0.0535497,0.598384,1.634,1.59073,1.55708,1.53305,
179.997,161.927,156.747,156.415,156.759,156.88,
-1.70649,-3.87471,-11.1206,-18.7473,-26.38,-34.0173,
-0.00050714,0.529455,1.44401,1.59114,1.62082,1.53305,
179.997,158.272,157.705,157.239,156.88,
-1.70649,-10.0077,-18.0047,-26.0082,-34.0173,
-0.00050714,1.49387,1.50618,1.51925,1.53305,
179.997,170.401,156.754,156.964,157.028,156.88,
-1.70649,-1.56043,-12.1583,-19.4433,-26.731,-34.0173,
-0.00050714,0.0508056,1.60663,1.59105,1.56653,1.53305,
179.997,156.749,156.978,157.045,156.88,
-1.70649,-9.83017,-17.8912,-25.955,-34.0173,
-0.00050714,1.60632,1.59064,1.56621,1.53305,
173.295,166.601,160.719,157.064,156.135,156.583,156.88,
-1.26258,-1.47776,-4.49994,-11.1471,-18.7244,-26.3684,-34.0173,
-0.0743737,0.196099,0.810912,1.29178,1.57242,1.65285,1.53305,
179.997,161.597,156.984,157.061,157.053,156.88,
-1.70649,-3.91198,-11.6566,-19.1106,-26.565,-34.0173,
-0.00050714,0.566722,1.58335,1.57718,1.56041,1.53305,
179.997,157.934,157.221,156.88,
-1.70649,-9.80648,-17.8551,-34.0173,
-0.00050714,1.42928,1.52536,1.53305,
179.997,157.753,157.765,157.33,156.88,
-1.70649,-9.22054,-17.4927,-25.7553,-34.0173,
-0.00050714,1.61686,1.5365,1.50857,1.53305,
179.997,170.274,161.092,156.594,156.844,156.983,156.88,
-1.70649,-1.66819,-4.50061,-12.6677,-19.7822,-26.8996,-34.0173,
-0.00050714,0.0701825,0.606155,1.60741,1.60127,1.57649,1.53305,
179.997,157.142,157.527,157.268,156.88,
-1.70649,-11.7737,-19.1837,-26.6029,-34.0173,
-0.00050714,1.68913,1.56772,1.5157,1.53305,
179.997,158.059,157.796,157.308,156.88,
-1.70649,-10.1477,-18.1098,-26.0618,-34.0173,
-0.00050714,1.56409,1.51758,1.50724,1.53305,
179.997,157.397,157.625,157.293,156.88,
-1.70649,-10.7427,-18.5026,-26.2617,-34.0173,
-0.00050714,1.65685,1.55379,1.51253,1.53305,
179.997,157.298,157.265,157.12,156.88,
-1.70649,-11.7192,-19.1536,-26.5866,-34.0173,
-0.00050714,1.57486,1.55843,1.54449,1.53305,
179.997,170.242,161.014,156.75,157.142,156.88,
-1.70649,-1.56739,-4.3309,-12.6096,-19.7387,-34.0173,
-0.00050714,0.0552308,0.61037,1.66491,1.59149,1.53305,
179.997,157.235,157.073,156.88,
-1.70649,-10.978,-18.657,-34.0173,
-0.00050714,1.53119,1.56282,1.53305,
179.997,157.173,157.225,157.123,156.88,
-1.70649,-9.52541,-17.6906,-25.8554,-34.0173,
-0.00050714,1.58712,1.56746,1.54944,1.53305,
179.997,156.911,156.857,156.96,156.88,
-1.70649,-11.3009,-18.8731,-26.4454,-34.0173,
-0.00050714,1.5382,1.58159,1.57987,1.53305,
179.997,157.561,157.34,156.88,
-1.70649,-10.8323,-18.5609,-34.0173,
-0.00050714,1.53902,1.54424,1.53305,
179.997,157.25,156.777,156.888,156.88,
-1.70649,-10.093,-18.0561,-26.0367,-34.0173,
-0.00050714,1.44548,1.56275,1.59194,1.53305,
179.997,161.782,157.155,157.115,157.06,156.88,
-1.70649,-4.09422,-11.7666,-19.1843,-26.6018,-34.0173,
-0.00050714,0.574061,1.56125,1.5669,1.5575,1.53305,
179.997,171.047,162.444,157.755,157.46,157.17,156.88,
-1.70649,-1.45766,-3.56799,-10.7642,-18.5151,-26.2662,-34.0173,
-0.00050714,0.0257009,0.536566,1.53209,1.53327,1.53359,1.53305,
173.361,166.702,160.86,157.37,156.384,156.677,156.88,
-0.881877,-0.476104,-3.40772,-10.4247,-18.2384,-26.1271,-34.0173,
-0.169454,0.125091,0.883129,1.3062,1.55555,1.63116,1.53305,
179.997,157.759,157.591,157.241,156.88,
-1.70649,-9.55646,-17.7139,-25.8658,-34.0173,
-0.00050714,1.56847,1.5355,1.52369,1.53305,
179.997,157.628,157.606,157.259,156.88,
-1.70649,-10.4108,-18.2845,-26.1516,-34.0173,
-0.00050714,1.60093,1.54117,1.51854,1.53305,
179.997,158.455,158.089,157.41,156.88,
-1.70649,-10.1458,-18.1121,-26.0594,-34.0173,
-0.00050714,1.56388,1.49554,1.48526,1.53305,
179.997,157.418,157.248,157.105,156.88,
-1.70649,-9.99764,-18.0045,-26.0119,-34.0173,
-0.00050714,1.54337,1.55354,1.5501,1.53305,
179.997,158.061,157.842,157.33,156.88,
-1.70649,-10.2336,-18.1686,-26.0911,-34.0173,
-0.00050714,1.57651,1.51724,1.50275,1.53305,
179.997,156.674,157.285,157.198,156.88,
-1.70649,-12.0708,-19.3688,-26.6956,-34.0173,
-0.00050714,1.72347,1.59595,1.53247,1.53305,
179.997,157.262,157.055,157.022,156.88,
-1.70649,-10.8816,-18.5918,-26.3053,-34.0173,
-0.00050714,1.52032,1.56136,1.5656,1.53305,
179.997,157.992,157.905,157.365,156.88,
-1.70649,-11.1265,-18.7663,-26.3901,-34.0173,
-0.00050714,1.61109,1.51867,1.49266,1.53305,
179.997,158.365,157.877,157.314,156.88,
-1.70649,-10.0578,-18.0449,-26.0272,-34.0173,
-0.00050714,1.52298,1.50087,1.50423,1.53305,
179.997,156.379,156.506,156.841,156.88,
-1.70649,-12.0861,-19.3981,-26.7048,-34.0173,
