Wall time,Step,Value
1585733299.112833,158,0.8520184755325317
1585733483.74327,159,0.8521400690078735
1585733668.797199,160,0.8525048494338989
1585733853.92438,161,0.8525048494338989
1585734038.805733,162,0.8525048494338989
1585734223.261377,163,0.8528696298599243
1585734407.83475,164,0.8529912233352661
1585734592.74265,165,0.8532344102859497
1585734777.210613,166,0.8534775972366333
1585734962.059009,167,0.8533560037612915
1585735146.529187,168,0.8533560037612915
1585735331.737407,169,0.8533560037612915
1585735516.61574,170,0.8533560037612915
1585735701.34932,171,0.8534775972366333
1585735886.153098,172,0.8537208437919617
1585736070.861532,173,0.8540856242179871
1585736255.80204,174,0.8540856242179871
1585736440.572545,175,0.8540856242179871
1585736624.956153,176,0.8544504046440125
1585736809.364625,177,0.8545719981193542
1585736994.324326,178,0.8548151850700378
1585737178.996535,179,0.855301558971405
1585737363.880384,180,0.8554231524467468
1585737548.293285,181,0.8556663393974304
1585737732.746064,182,0.855909526348114
1585737917.685034,183,0.8560311198234558
1585738102.142476,184,0.8562743067741394
1585738287.150946,185,0.856517493724823
1585738472.142569,186,0.8568822741508484
1585738656.859448,187,0.857125461101532
1585738842.812585,188,0.8572470545768738
1585739028.612277,189,0.8572470545768738
1585739213.461678,190,0.8572470545768738
1585739398.379627,191,0.8573686480522156
1585739583.409933,192,0.8577334880828857
1585739768.411761,193,0.8579766750335693
