0.000000000000000000e+00,1.083135604858398438e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.427028656005859375e-03,0.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,4.189968109130859375e-03,0.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,6.693124771118164062e-03,0.000000000000000000e+00,3.000000000000000000e+00
4.000000000000000000e+00,9.449958801269531250e-03,0.000000000000000000e+00,2.000000000000000000e+00
5.000000000000000000e+00,1.227593421936035156e-02,0.000000000000000000e+00,4.000000000000000000e+00
6.000000000000000000e+00,1.464295387268066406e-02,0.000000000000000000e+00,3.000000000000000000e+00
7.000000000000000000e+00,1.693892478942871094e-02,0.000000000000000000e+00,5.000000000000000000e+00
8.000000000000000000e+00,1.947999000549316406e-02,0.000000000000000000e+00,4.000000000000000000e+00
9.000000000000000000e+00,2.182912826538085938e-02,0.000000000000000000e+00,6.000000000000000000e+00
1.000000000000000000e+01,2.406811714172363281e-02,0.000000000000000000e+00,5.000000000000000000e+00
1.100000000000000000e+01,2.620506286621093750e-02,0.000000000000000000e+00,7.000000000000000000e+00
1.200000000000000000e+01,2.825093269348144531e-02,0.000000000000000000e+00,6.000000000000000000e+00
1.300000000000000000e+01,3.051304817199707031e-02,0.000000000000000000e+00,8.000000000000000000e+00
1.400000000000000000e+01,3.244805335998535156e-02,0.000000000000000000e+00,7.000000000000000000e+00
1.500000000000000000e+01,3.473711013793945312e-02,0.000000000000000000e+00,9.000000000000000000e+00
1.600000000000000000e+01,3.661108016967773438e-02,0.000000000000000000e+00,8.000000000000000000e+00
1.700000000000000000e+01,3.972506523132324219e-02,0.000000000000000000e+00,1.000000000000000000e+01
1.800000000000000000e+01,4.162192344665527344e-02,0.000000000000000000e+00,9.000000000000000000e+00
1.900000000000000000e+01,4.465699195861816406e-02,3.208918228538132666e+01,1.100000000000000000e+01
2.000000000000000000e+01,4.601812362670898438e-02,3.208918228538132666e+01,9.000000000000000000e+00
2.100000000000000000e+01,4.826092720031738281e-02,3.190624216985459682e+01,1.200000000000000000e+01
2.200000000000000000e+01,4.938602447509765625e-02,3.190624216985459682e+01,9.000000000000000000e+00
2.300000000000000000e+01,5.048298835754394531e-02,3.190624216985459682e+01,1.100000000000000000e+01
2.400000000000000000e+01,5.137395858764648438e-02,3.190624216985459682e+01,9.000000000000000000e+00
2.500000000000000000e+01,5.296802520751953125e-02,3.190624216985459682e+01,1.100000000000000000e+01
2.600000000000000000e+01,5.471110343933105469e-02,3.190624216985459682e+01,9.000000000000000000e+00
2.700000000000000000e+01,5.628800392150878906e-02,3.190624216985459682e+01,1.100000000000000000e+01
2.800000000000000000e+01,5.764794349670410156e-02,3.190624216985459682e+01,9.000000000000000000e+00
2.900000000000000000e+01,5.965495109558105469e-02,3.140407338133721993e+01,1.200000000000000000e+01
3.000000000000000000e+01,6.056714057922363281e-02,3.140407338133721993e+01,9.000000000000000000e+00
3.100000000000000000e+01,6.198596954345703125e-02,3.140407338133721993e+01,1.200000000000000000e+01
3.200000000000000000e+01,6.338906288146972656e-02,3.140407338133721993e+01,9.000000000000000000e+00
3.300000000000000000e+01,6.600713729858398438e-02,3.140407338133721993e+01,1.200000000000000000e+01
3.400000000000000000e+01,6.708002090454101562e-02,3.140407338133721993e+01,9.000000000000000000e+00
3.500000000000000000e+01,6.841301918029785156e-02,3.140407338133721993e+01,1.200000000000000000e+01
3.600000000000000000e+01,6.944513320922851562e-02,3.140407338133721993e+01,9.000000000000000000e+00
3.700000000000000000e+01,7.237410545349121094e-02,3.140407338133721993e+01,1.200000000000000000e+01
3.800000000000000000e+01,7.623696327209472656e-02,3.140407338133721993e+01,1.000000000000000000e+01
3.900000000000000000e+01,8.298397064208984375e-02,3.140407338133721993e+01,1.300000000000000000e+01
4.000000000000000000e+01,8.374214172363281250e-02,3.140407338133721993e+01,1.000000000000000000e+01
4.100000000000000000e+01,8.987998962402343750e-02,3.058525522544963593e+01,1.400000000000000000e+01
4.200000000000000000e+01,9.079098701477050781e-02,3.058525522544963593e+01,1.000000000000000000e+01
4.300000000000000000e+01,9.624195098876953125e-02,2.978906183357470994e+01,1.400000000000000000e+01
4.400000000000000000e+01,9.981203079223632812e-02,2.949472111050851098e+01,1.100000000000000000e+01
4.500000000000000000e+01,1.047430038452148438e-01,2.949472111050851098e+01,1.500000000000000000e+01
4.600000000000000000e+01,1.081459522247314453e-01,2.949472111050851098e+01,1.200000000000000000e+01
