-1.424999999999978950e+00,8.992806499463767977e-15,0.000000000000000000e+00,4.245772242470447821e+00
2.612969357906627099e+00,-1.312015777168789032e+00,-3.141592653589793116e-01,1.178067977499789754e+00
3.765293723599373088e+00,-1.556949882269028418e+00,-2.094395102393195318e-01,9.444984394500786085e-01
4.663565119068973530e+00,-1.848815951219719977e+00,-3.141592653589793116e-01,9.143082923316021571e-01
5.498827306413471838e+00,-2.220698636779043333e+00,-4.188790204786391191e-01,1.135171219946131016e+00
6.481914420531794008e+00,-2.788284246752108952e+00,-5.235987755982989267e-01,1.715084924772409591e+00
7.869447271468951399e+00,-3.796385871962477232e+00,-6.283185307179587342e-01,2.847124837953327159e+00
1.057722390131024603e+01,-4.676195831997073782e+00,-3.141592653589794226e-01,2.476119409414458516e+00
1.283927154036150498e+01,-5.683324328437143969e+00,-4.188790204786392302e-01,1.151072203437452091e+00
1.383612931012846836e+01,-6.258860430155870347e+00,-5.235987755982990377e-01,7.447756377319947330e-01
1.433448148420538359e+01,-6.812336591478028502e+00,-8.377580409572783493e-01,4.976349186104045419e-01
1.453688784047827909e+01,-7.266948710938908818e+00,-1.151917306316257772e+00,4.184823060233400227e-01
1.466620598488470861e+01,-7.664949035036628722e+00,-1.256637061435917468e+00,3.737821063276354216e-01
1.474391965460871035e+01,-8.030563105538233160e+00,-1.361356816555577165e+00,3.348388277184120021e-01
1.484739054275028458e+01,-8.349013754548458621e+00,-1.256637061435917468e+00,3.562135623730950940e-01
1.499227565132799000e+01,-8.674431036405088946e+00,-1.151917306316257772e+00,3.737821063276354216e-01
1.510778067437649241e+01,-9.029918944302513850e+00,-1.256637061435917468e+00,3.312443989449804782e-01
1.524250990924103455e+01,-9.332525760328254094e+00,-1.151917306316257772e+00,3.842205101855957761e-01
1.543462016433383255e+01,-9.665270482803997254e+00,-1.047197551196598075e+00,4.286068747318505512e-01
1.568654896433238122e+01,-1.001202072836799850e+01,-9.424777960769382679e-01,6.063316977093238247e-01
1.609226406087521610e+01,-1.046261299204360640e+01,-8.377580409572784603e-01,8.101541692269405015e-01
1.669432593957515465e+01,-1.100471194254258656e+01,-7.330382858376186528e-01,1.342000000000000304e+00
1.759229921330874191e+01,-1.200201229833325023e+01,-8.377580409572784603e-01,2.394535300326413818e+00
1.966602761365001584e+01,-1.319927994849645714e+01,-5.235987755982991487e-01,2.790376280978771106e+00
2.070199003709658214e+01,-1.352445134604967336e+01,-1.622272567505037566e-01,2.082063693621516443e+00
